epoch,direction_kd_output_loss,direction_output_accuracy,direction_output_loss,fall_output_accuracy,fall_output_loss,loss,val_direction_kd_output_loss,val_direction_output_accuracy,val_direction_output_loss,val_fall_output_accuracy,val_fall_output_loss,val_loss,val_fall_f1,val_direction_macro_f1,val_domain_score,learning_rate
1,0.01906382478773594,0.5448862314224243,0.044298142194747925,0.9812453389167786,0.05432254821062088,0.17109845578670502,0.01581493951380253,0.40909090638160706,0.057122696191072464,0.9077540040016174,0.2854451537132263,0.6217638850212097,0.649746192893401,0.749638802889577,1.3993849957829778,0.0010000000474974513
2,0.02075963467359543,0.5226306319236755,0.04334336891770363,0.9852463006973267,0.037309739738702774,0.1379135102033615,0.021741554141044617,0.5935828685760498,0.07294964790344238,0.9358288645744324,0.338774710893631,0.760908305644989,0.7333333333333333,0.7693545625749015,1.5026878959082348,0.0010000000474974513
3,0.02209142968058586,0.5486371517181396,0.041839029639959335,0.9907476902008057,0.035075925290584564,0.13176707923412323,0.03967376798391342,0.3288770020008087,0.09227179735898972,0.893048107624054,0.34500810503959656,0.8102053999900818,0.6296296296296297,0.6475633528265107,1.2771929824561403,0.0010000000474974513
4,0.02593841776251793,0.4626156687736511,0.048971131443977356,0.9742435812950134,0.06357643753290176,0.20338791608810425,0.018729249015450478,0.3689839541912079,0.058046165853738785,0.9385026693344116,0.23220543563365936,0.5189434289932251,0.7444444444444445,0.7724560554749234,1.5169004999193678,0.0010000000474974513
5,0.022098230198025703,0.5403850674629211,0.04053511843085289,0.9872468113899231,0.03535458818078041,0.13043487071990967,0.026684649288654327,0.5508021116256714,0.072112537920475,0.9665775299072266,0.24944502115249634,0.5919134616851807,0.8427672955974843,0.7643467643467643,1.6071140599442486,0.0010000000474974513
6,0.015729090198874474,0.5396348834037781,0.03395655378699303,0.9902475476264954,0.027893641963601112,0.10603948682546616,0.02454487420618534,0.490641713142395,0.06807241588830948,0.9451871514320374,0.2950751781463623,0.6678762435913086,0.7602339181286549,0.7553331633520313,1.515567081480686,0.0010000000474974513
7,0.02199682407081127,0.519129753112793,0.0398067831993103,0.980995237827301,0.05003010854125023,0.16259907186031342,0.022967005148530006,0.5200534462928772,0.05713430047035217,0.9264705777168274,0.32419559359550476,0.7185076475143433,0.708994708994709,0.7328227328227328,1.4418174418174416,0.0010000000474974513
8,0.01582602970302105,0.5431357622146606,0.03391585871577263,0.9914978742599487,0.023182503879070282,0.09562940150499344,0.036217380315065384,0.48796790838241577,0.0825057253241539,0.9719251394271851,0.4478720426559448,0.9401050806045532,0.8489208633093526,0.653004622496148,1.5019254858055007,0.0010000000474974513
9,0.014950771816074848,0.5438859462738037,0.03215637058019638,0.9917479157447815,0.028039827942848206,0.10310360789299011,0.02700888365507126,0.5307486653327942,0.07000699639320374,0.9558823704719543,0.3127228319644928,0.6743737459182739,0.7898089171974523,0.7035714285714286,1.4933803457688808,0.0005000000237487257
10,0.012445157393813133,0.5533883571624756,0.021319599822163582,0.9969992637634277,0.011214972473680973,0.056572917848825455,0.026443833485245705,0.5454545617103577,0.0638144239783287,0.9652406573295593,0.373512864112854,0.7966105937957764,0.8266666666666667,0.7954022988505747,1.6220689655172413,0.0005000000237487257
11,0.013858416117727757,0.5506376624107361,0.022671762853860855,0.9967491626739502,0.01270425133407116,0.058397870510816574,0.028857268393039703,0.5160427689552307,0.07336349040269852,0.9398396015167236,0.3701513707637787,0.8424654006958008,0.7486033519553073,0.7017857142857142,1.4503890662410215,0.0005000000237487257
12,0.014864041469991207,0.5608901977539062,0.024957949295639992,0.9969992637634277,0.01125570759177208,0.06245497241616249,0.03015175461769104,0.5414438247680664,0.07823119312524796,0.9558823704719543,0.420290470123291,0.9045709371566772,0.7870967741935484,0.7195249990948916,1.50662177328844,0.0005000000237487257
13,0.013263417407870293,0.5541385412216187,0.023882757872343063,0.9977494478225708,0.009719953872263432,0.05682414025068283,0.026578517630696297,0.5441176295280457,0.07409977912902832,0.9572192430496216,0.3980615437030792,0.8683757185935974,0.8,0.7195249990948916,1.5195249990948918,0.0002500000118743628
14,0.01166282407939434,0.5603901147842407,0.0209544375538826,0.9979994893074036,0.005747592076659203,0.044136542826890945,0.02358541451394558,0.5347593426704407,0.06854670494794846,0.9598930478096008,0.43493321537971497,0.9221395254135132,0.8051948051948052,0.7559478772593528,1.5611426824541579,0.0002500000118743628
15,0.012740007601678371,0.558639645576477,0.020945360884070396,0.9984996318817139,0.004581260960549116,0.04280729219317436,0.025711586698889732,0.5534759163856506,0.07367757707834244,0.9585561752319336,0.4143340289592743,0.8873291015625,0.8,0.7396000583856371,1.5396000583856373,0.0002500000118743628
16,0.012448206543922424,0.5453863739967346,0.022506214678287506,0.9979994893074036,0.007412232458591461,0.04953224956989288,0.021905941888689995,0.5387700796127319,0.06771036982536316,0.9558823704719543,0.37139448523521423,0.7973201274871826,0.7924528301886793,0.7195249990948916,1.511977829283571,0.0002500000118743628
17,0.012048261240124702,0.5496374368667603,0.02107543870806694,0.9984996318817139,0.004966862499713898,0.043269358575344086,0.020481370389461517,0.5320855379104614,0.06669775396585464,0.9585561752319336,0.4076145589351654,0.8606175780296326,0.802547770700637,0.7362095531587057,1.5387573238593428,0.0001250000059371814
18,0.011588102206587791,0.5518879890441895,0.020104721188545227,0.9997499585151672,0.0034824125468730927,0.03876771777868271,0.021906167268753052,0.5401069521903992,0.06846644729375839,0.9572192430496216,0.4023982584476471,0.8603747487068176,0.7974683544303798,0.7613813813813813,1.5588497358117612,0.0001250000059371814
