run_id,group_id,config_id,feature_set,width_multiplier,shared_dense,head_dense,sampler,fall_loss,alpha_fall,lambda_dir,fall_gamma,direction_loss,adapter_type,adapter_filters,impact_position,learning_rate,notes,seed,train_dataset,test_dataset,sampling_rate,window_seconds,input_shape,n_train,n_val,n_test,params,model_size_float32_kb,model_size_int8_kb,fall_threshold,val_best_fall_f1,fall_precision,fall_recall,fall_f1,fall_accuracy,direction_macro_f1,direction_accuracy,direction_n_supervised,bits_fall_f1,bits_fall_precision,bits_fall_recall,bits_direction_macro_f1,bits_direction_accuracy,bits_direction_n_supervised,weda_fall_f1,weda_fall_precision,weda_fall_recall,weda_direction_macro_f1,weda_direction_accuracy,weda_direction_n_supervised,best_epoch,best_val_loss,best_monitor,train_seconds,sampler_note,mixed_forward_f1,mixed_backward_f1,mixed_lateral_f1,bits_forward_f1,bits_backward_f1,bits_lateral_f1,weda_forward_f1,weda_backward_f1,weda_lateral_f1,selection_score,passes_hard_filter
S1_DATASET_BALANCED,sampler,S1,tilt12,1.0,0,32,dataset_balanced,weighted_ce,1.0,1.0,2.0,weighted_ce,none,0,0.5,0.001,,42,bits+weda,bits+weda,25.0,2.0,"(50, 12)",3999,748,708,65959,257.65234375,64.4130859375,0.8999999999999996,0.8076923076923077,0.7831325301204819,0.8904109589041096,0.8333333333333334,0.963276836158192,0.8492490696438063,0.8688524590163934,61,0.9247311827956989,0.9555555555555556,0.8958333333333334,0.8576576576576578,0.8888888888888888,36,0.6984126984126984,0.5789473684210527,0.88,0.8309200603318251,0.84,25,16,0.4946982264518738,1.5528269757504196,150.81317820000004,dataset_balanced static oversample n=9100,0.9473684210526315,0.8125,0.7878787878787878,0.972972972972973,0.8,0.8,0.9,0.8235294117647058,0.7692307692307693,0.8100630997538143,False
