run_id,block,alpha_fall,lambda_dir,sampler,feature_set,fall_loss,direction_loss,adapter_mode,train_mode,beta_kd,width_multiplier,notes,seed,train_dataset,test_dataset,sampling_rate,window_seconds,input_shape,params,fall_threshold,val_best_fall_f1,fall_precision,fall_recall,fall_f1,direction_macro_f1,direction_accuracy,direction_n_supervised,bits_fall_f1,bits_direction_macro_f1,bits_direction_accuracy,bits_direction_n_supervised,weda_fall_f1,weda_fall_precision,weda_fall_recall,weda_direction_macro_f1,weda_direction_accuracy,weda_direction_n_supervised,train_seconds,best_epoch,train,val,test,train_direction_supervised,val_direction_supervised,test_direction_supervised,selection_score,passes_hard_filter
E1,lightweight_branch_separation,1.0,1.5,current,tilt12,weighted_ce,weighted_ce,both16,standard,0.0,1.0,,42,bits+weda,bits+weda,25.0,2.0,"(50, 12)",54823,0.7599999999999997,0.8507462686567164,0.9230769230769231,0.821917808219178,0.8695652173913043,0.6279802069275754,0.6721311475409836,61,0.8837209302325582,0.6852236852236852,0.7777777777777778,36,0.8461538461538461,0.8148148148148148,0.88,0.510708898944193,0.52,25,103.74993469999936,22,3999,748,708,472,61,61,0.7324976466409006,False
