channel,min,max,mean,std
ax,-78.4436264038086,78.42686462402344,-3.3764424324035645,7.230830192565918
ay,-78.41632843017578,78.41968536376953,-2.7639646530151367,5.144765377044678
az,-78.4460220336914,78.42638397216797,2.6043343544006348,4.9499335289001465
gx,-255.99998474121094,254.607421875,-0.5464175939559937,30.719701766967773
gy,-256.877197265625,253.99220275878906,-0.2849225699901581,27.09139060974121
gz,-256.2373352050781,254.65042114257812,0.01841382123529911,28.455524444580078
