id,model,feature_set,direction_loss_type,lambda_direction,fall_loss_weighted,augment,fall_accuracy,fall_precision,fall_recall,fall_f1,direction_num_supervised,direction_accuracy,direction_macro_f1,params,fp32_kb,estimated_int8_kb,inference_latency_ms,bits_fall_f1,bits_direction_macro_f1,bits_direction_num_supervised,hifd_fall_f1,hifd_direction_macro_f1,hifd_direction_num_supervised,umafall_fall_f1,umafall_direction_macro_f1,umafall_direction_num_supervised,weda_fall_f1,weda_direction_macro_f1,weda_direction_num_supervised,direction_forward_precision,direction_forward_recall,direction_forward_f1,direction_backward_precision,direction_backward_recall,direction_backward_f1,direction_lateral_precision,direction_lateral_recall,direction_lateral_f1
A5WCEFW,ds_fall_rd,tilt12,weighted_ce,1.5,True,False,0.9728209934395501,0.9285714285714286,0.832,0.8776371308016878,113,0.6548672566371682,0.6507053856451447,65959,257.65234375,64.4130859375,82.62736666656565,0.8837209302325582,0.8172932330827067,36,0.9655172413793104,0.7313131313131315,15,0.9041095890410958,0.5699019177280047,37,0.7755102040816326,0.48201754385964907,25,0.7948717948717948,0.7045454545454546,0.7469879518072289,0.625,0.6060606060606061,0.6153846153846154,0.5476190476190477,0.6388888888888888,0.5897435897435898
