max_acc_mag,max_gyro_mag,max_jerk,pre_roll,post_roll,pre_pitch,post_pitch,delta_roll_window,delta_pitch_window
11.435034,6.331667,78.653145,-1.1552836,-2.1690116,-0.39414293,-0.48820853,-1.013728,-0.09406561
32.882824,6.670832,1318.7953,-2.198311,-1.3904084,-0.473768,-0.7477492,0.8079027,-0.2739812
53.283207,7.640026,2008.0353,-1.350855,-1.3206241,-0.6023285,-0.65408003,0.03023088,-0.051751554
53.283207,8.978865,2008.0353,-1.7024248,-1.7451191,-0.5617382,-0.618664,-0.04269433,-0.056925833
54.38612,9.527329,1867.3936,-1.501906,-1.8504994,-0.665872,-0.6051483,-0.34859335,0.060723662
54.38612,13.804709,2008.2136,-1.4219782,-2.1461346,-0.65917635,-0.52648765,-0.7241564,0.1326887
54.092052,13.804709,2008.2136,-1.9128888,-1.5627956,-0.5580028,-0.6693987,0.35009313,-0.111395895
55.870296,12.02539,2146.1162,-1.4769404,-1.8196342,-0.5119646,-0.5562472,-0.3426938,-0.044282556
11.576269,2.4207437,37.611485,-0.8133364,-1.8850539,-0.14917254,-0.5043265,-1.0717175,-0.35515398
12.244999,2.4207437,39.85834,-1.7595522,-2.1626773,-0.2418546,-0.45009083,-0.40312505,-0.20823623
10.779147,2.6851442,82.32317,-1.270922,-1.3943112,-0.64620364,-0.6374248,-0.123389244,0.0087788105
37.474926,4.360046,1628.084,-1.3275077,-2.01301,-0.62919796,-0.738657,-0.6855023,-0.10945904
37.474926,4.360046,1628.084,-1.694925,-1.864459,-0.7782521,-0.65055525,-0.16953409,0.12769687
32.806248,3.3852623,1190.0625,-1.8087919,-1.9598337,-0.6944687,-0.71976477,-0.15104187,-0.025296092
32.806248,3.4554305,1248.6788,-2.065249,-1.9770626,-0.71257913,-0.6438409,0.08818638,0.06873822
32.942524,3.4554305,1248.6788,-2.0721712,-2.091115,-0.6355767,-0.6900405,-0.018943787,-0.054463804
48.938637,4.834253,1908.949,-1.9975407,-1.9470165,-0.63904643,-0.5788716,0.050524235,0.060174823
35.283566,6.873136,1320.9319,-0.79358894,-1.9022713,0.26863578,-0.7230848,-1.1086824,-0.99172056
50.041386,6.873136,1931.3242,-1.8843409,-1.1154387,-0.5174333,-0.7585883,0.7689022,-0.24115503
51.151733,5.5253954,2032.6581,-1.6293532,-1.2548554,-0.6936618,-0.81700486,0.37449777,-0.12334305
11.871816,2.3895605,149.70827,-0.84936035,-1.3211939,0.3558727,-0.16712908,-0.4718336,-0.5230018
41.39577,7.3769913,1416.8337,-1.6023219,-1.5693061,-0.17884699,-0.23079166,0.033015728,-0.051944673
61.138367,7.3769913,2884.7266,-1.5966035,-1.7579724,-0.2452993,-0.2168335,-0.16136885,0.028465793
61.138367,6.7860146,2884.7266,-1.7920402,-2.0489244,-0.18030635,-0.3219761,-0.25688422,-0.14166975
58.90416,6.445154,2510.8694,-2.011191,-1.8913891,-0.27452394,-0.26927695,0.11980176,0.005246997
51.400974,6.445154,1978.3562,-1.6947829,-1.6059866,-0.18523067,-0.11891661,0.08879626,0.066314064
49.228447,5.7410793,1824.9447,-1.3426514,-1.6486692,-0.046594836,-0.16989459,-0.30601788,-0.123299755
41.60481,5.401851,1606.057,-0.86526716,-1.3520031,0.36694163,-0.20825906,-0.48673594,-0.5752007
58.111618,8.34386,2330.3635,-1.5485826,-1.7501793,0.14285168,-0.15310676,-0.20159674,-0.29595846
58.111618,8.34386,2330.3635,-1.7509546,-1.3956214,-0.14955294,-0.16578224,0.3553332,-0.016229302
37.545708,5.561475,1417.802,-1.677076,-2.0871887,-0.25079346,-0.5201248,-0.41011274,-0.26933134
41.237606,5.6973677,1552.2236,-1.6661783,-2.073348,-0.21045229,-0.6213869,-0.4071697,-0.4109346
43.152752,6.1237245,1637.2052,-2.0899653,-1.9491673,-0.60342944,-0.6622547,0.14079809,-0.058825254
43.152752,6.1237245,1637.2052,-2.0514417,-2.2008522,-0.6190535,-0.7061987,-0.14941049,-0.08714521
42.544212,6.331666,1611.4104,-1.9518039,-2.0333154,-0.6717152,-0.7251995,-0.0815115,-0.05348432
39.689293,6.331666,1426.5668,-2.008665,-1.9922746,-0.8077396,-0.7143569,0.016390443,0.093382716
39.689293,5.717517,1426.5668,-2.1068692,-1.6316019,-0.7277462,-0.54695153,0.4752673,0.18079466
14.279006,4.501111,77.19794,-1.1397066,-1.886001,0.11949941,-0.34078038,-0.7462944,-0.4602798
44.053833,4.6076026,1744.9253,-1.1848617,-2.0074408,0.12452658,-0.70107853,-0.82257915,-0.8256051
45.86469,4.8918295,1834.2682,-1.9178606,-1.9491084,-0.58223736,-0.7385863,-0.031247735,-0.15634894
11.881498,5.6089215,77.44837,0.17064424,-1.0408568,-0.046403892,0.9544821,-1.2115011,1.000886
12.331261,2.624881,64.35809,-1.0800436,-1.2717255,0.8312675,0.6745516,-0.19168198,-0.15671587
15.172014,5.574047,235.14043,-1.0858951,-2.2452567,0.9506644,0.2786386,-1.1593616,-0.6720258
15.172014,5.574047,472.27036,-2.0913427,-1.875541,0.6374096,0.27500498,0.21580172,-0.36240464
11.469089,2.2181072,172.98055,-1.6472752,-2.4332042,0.34986487,0.15741631,-0.78592896,-0.19244856
15.379857,6.1016393,118.24675,0.002997655,-1.0685822,0.0406961,1.2383381,-1.0715798,1.197642
13.832209,3.4669871,100.154305,-0.95194995,-1.5254183,1.1629819,0.71895415,-0.5734683,-0.44402772
16.025604,3.8065734,414.30475,-0.8833226,-1.6198137,1.2194103,0.4299625,-0.7364911,-0.7894478
16.025604,3.8065734,414.30475,-1.9279392,-1.5247853,0.6974809,0.40179077,0.4031539,-0.29569015
14.117366,3.15119,261.3461,-1.3813059,-2.3780713,0.46958604,0.28213,-0.9967654,-0.18745604
17.299711,7.8542986,197.88365,-0.113593414,-1.5604892,0.41262642,1.0513188,-1.4468957,0.6386924
14.0776415,5.00999,137.6224,-1.6845509,-1.7289145,1.1178238,0.60472155,-0.044363618,-0.5131023
14.012136,4.247352,240.61876,-1.3072852,-1.1232893,0.790806,0.49313468,0.18399584,-0.29767132
14.012136,4.247352,240.61876,-1.7166926,-1.7512842,0.48533994,0.258737,-0.034591675,-0.22660294
14.02676,6.284107,200.56792,-1.0745296,-1.3114369,0.5774585,-0.32635638,-0.23690724,-0.9038149
18.210163,8.370185,458.48495,0.28198874,-1.5615661,0.07807598,0.4622739,-1.8435549,0.38419792
18.210163,7.4819784,458.48495,-2.0996795,-0.8072707,0.43413892,0.4845094,1.2924087,0.050370485
12.738916,4.2731724,252.75017,-0.89115983,-1.9069322,0.3592807,0.34072912,-1.0157723,-0.018551588
15.322533,4.4788394,252.75017,-0.8827239,-1.5313163,0.5313127,1.252784,-0.64859235,0.7214713
15.322533,4.4788394,129.40111,-1.8117235,-1.6939558,0.36289027,1.3443235,0.11776769,0.9814333
17.449642,6.9641943,135.85526,0.36936834,-1.4328727,0.07164638,1.3204106,-1.802241,1.2487643
17.449642,6.9173694,135.85526,-1.5709143,-1.2764934,1.0422153,1.2021259,0.29442084,0.15991056
11.421908,1.8493242,27.529669,-1.3088987,-1.0084254,1.2373382,0.94878596,0.30047333,-0.28855222
13.728074,3.214032,149.67824,-1.2652456,-1.9152008,1.2000867,0.48939952,-0.6499553,-0.71068716
18.81223,6.207254,512.035,-1.1268984,-1.7356975,0.5007673,0.4547113,-0.6087991,-0.046056002
19.131649,6.6075716,220.26721,0.2608168,-1.3865969,0.12961528,0.8166143,-1.6474137,0.68699896
13.677354,3.8444765,313.47284,-0.8599516,-2.4081903,1.2241125,0.3170284,-1.5482386,-0.9070841
14.089003,3.5128336,313.47284,-2.204681,-1.9735769,0.36918724,0.1292653,0.23110402,-0.23992194
14.089003,3.5128336,308.38742,-2.2576919,-1.9490572,0.1685501,0.10202688,0.30863464,-0.066523224
11.456439,1.5394804,97.97988,-1.8995603,-2.3116713,0.11168486,0.17645286,-0.41211092,0.064768
13.546217,5.0705028,148.7988,0.025528928,-2.382009,0.122050665,0.47719193,-2.407538,0.35514125
20.052681,4.710626,436.92648,-2.004197,-1.6780094,0.6240744,0.42620668,0.3261875,-0.19786772
20.052681,4.710626,436.92648,-1.6667217,-1.8632826,0.3782747,0.34986383,-0.19656086,-0.028410882
13.104961,4.619524,192.1876,-1.7385619,-1.103253,0.37359166,1.2474248,0.63530886,0.8738332
11.766903,4.619524,60.477066,-1.0727612,-1.0633504,0.8745061,1.2560581,0.009410739,0.38155198
19.602297,7.8999996,226.28046,0.31458527,-1.4728549,-0.046058245,0.9375536,-1.7874401,0.9836118
15.28496,3.254228,202.16995,-1.7842915,-2.4355638,1.1460578,0.38334018,-0.6512723,-0.76271766
14.340154,3.8691087,368.82416,-1.8271315,-1.7662874,0.72676694,0.36714408,0.060844064,-0.35962287
13.538464,3.8691087,368.82416,-1.9557139,-2.2312465,0.32149214,0.05776293,-0.2755326,-0.2637292
16.009062,6.7134194,170.85634,-1.872604,-1.9727705,0.3855366,0.9349645,-0.10016644,0.54942787
17.753872,5.9489493,110.95343,0.045047898,-1.1930927,0.13427414,1.1964047,-1.2381406,1.0621306
17.473408,5.9489493,339.87967,-0.8196346,-2.4079235,1.3384005,0.2950608,-1.5882888,-1.0433397
16.396952,4.9122295,547.31323,-1.8378569,-1.2842207,0.5195251,0.44614935,0.5536362,-0.07337576
16.396952,6.021628,547.31323,-1.4623319,-2.4553638,0.29231897,0.031792037,-0.99303186,-0.26052693
14.783097,6.972087,423.44147,-1.389199,-1.6533072,0.41727376,-0.08198427,-0.26410818,-0.49925804
13.273282,7.319153,97.29858,0.36708623,-1.465313,-0.00090656476,1.138919,-1.8323991,1.1398256
13.038788,3.2341924,67.115616,-1.188077,-0.7269555,1.0505183,0.53662926,0.4611215,-0.513889
24.648125,5.1048994,865.4935,-1.3450863,-1.9617313,0.58967435,0.4686246,-0.616645,-0.12104976
24.648125,5.1048994,865.4935,-1.5891997,-2.2026281,0.410199,0.28677636,-0.6134285,-0.12342262
10.95719,1.0816654,68.44077,-1.9769926,-2.5708213,0.51728976,0.3964759,-0.5938287,-0.12081385
13.777155,5.976621,161.60374,-0.22536024,-2.1936579,0.25438884,0.46350846,-1.9682976,0.20911962
18.366817,5.976621,628.8577,-1.6521816,-1.9129057,0.23633642,0.40200153,-0.26072407,0.1656651
18.366817,11.182576,628.8577,-2.515582,-1.4671711,0.39742962,0.1558894,1.048411,-0.24154021
17.212496,11.182576,277.9936,-2.0605838,-0.35169914,0.4382741,-0.214094,1.7088847,-0.65236807
14.735332,4.2801867,277.9936,-0.38942128,-0.34949946,-0.4136576,-0.2225137,0.03992182,0.1911439
13.683202,4.2059484,201.51295,-0.15965332,-1.2642334,-0.343056,-0.5005868,-1.10458,-0.15753081
20.900957,4.2059484,570.4691,-1.108202,-2.1010082,-0.88870704,-0.47409147,-0.9928062,0.41461557
20.900957,2.7477264,570.4691,-1.7642578,-1.719155,-0.36988103,-0.51062673,0.045102835,-0.1407457
11.806778,3.1288977,107.98979,-2.0415134,-0.5943732,-0.4566658,-0.36505982,1.4471402,0.09160599
11.386395,3.1288977,81.32038,-1.1622534,-0.44081396,-0.38719338,-0.47044986,0.7214394,-0.08325648
19.755758,9.60052,178.32065,0.47567883,-1.990844,-0.06431043,0.65611964,-2.466523,0.7204301
21.01761,5.0447993,549.1765,-1.5571934,-1.7324814,0.74662197,0.58543265,-0.17528796,-0.16118932
21.01761,5.0447993,549.1765,-2.3153338,-2.0155025,0.53684,0.40723887,0.2998314,-0.12960115
12.5008,4.806246,134.63345,-1.7688977,-2.069242,0.62557554,0.57730365,-0.30034435,-0.048271894
16.248692,8.8470335,134.63345,-2.3470874,-0.79289615,0.30593723,1.0511533,1.5541912,0.7452161
16.88816,4.920366,205.22023,0.4095506,-0.86354524,0.15640956,1.3289882,-1.2730958,1.1725786
16.88816,4.6572523,136.3616,-1.0785778,-1.2802761,1.1043043,0.83039486,-0.2016983,-0.27390945
11.624972,2.7184556,215.86069,-0.8789648,-2.0561998,1.1112916,0.42804724,-1.177235,-0.6832444
12.505998,2.7184556,230.74318,-1.38756,-2.4432473,0.6123933,0.37059733,-1.0556873,-0.24179599
12.505998,5.457105,230.74318,-2.3473134,-2.4032993,0.42241764,0.49238652,-0.055985928,0.06996888
13.513697,3.0149627,78.96466,-0.6743261,-0.6943564,0.30873924,-0.042484827,-0.02003026,-0.35122406
30.268297,3.956008,1189.1849,-0.6925677,0.07588598,0.37801996,0.4417317,0.7684537,0.06371173
30.268297,3.956008,1189.1849,-0.32443756,-0.2541828,0.4717543,0.098849446,0.07025477,-0.37290487
18.545618,3.0870697,629.99335,-0.19810137,-0.2542739,0.28749916,0.42873397,-0.05617252,0.14123482
22.981297,4.554119,893.624,-0.3334167,0.018777251,0.22364712,0.4045279,0.35219395,0.18088078
11.328282,0.98994946,104.29941,-0.41908956,-0.5366572,1.3305031,1.4137543,-0.11756766,0.08325124
10.585839,0.78740084,25.12083,-0.45492402,-0.8706543,1.407362,1.4476388,-0.41573027,0.040276766
11.333578,1.7720045,59.64742,-0.56126624,-1.5516202,1.4198824,1.3967392,-0.990354,-0.023143172
11.333578,1.7720045,59.64742,-1.1878992,-1.0392329,1.3721664,1.367457,0.14866638,-0.004709363
11.496956,2.4207435,52.213337,-1.3185568,-0.2877003,1.3847926,1.0269616,1.0308565,-0.357831
10.711208,1.8466185,17.030716,0.032831244,-0.21620564,-0.09649454,-0.16533285,-0.24903688,-0.06883831
10.988175,1.8466185,46.072388,0.017799228,-0.038616396,-0.09230416,0.25670978,-0.056415625,0.34901395
41.309322,5.0249376,1433.9995,-0.16307087,-0.19729814,-0.026020521,0.038003214,-0.034227267,0.06402373
41.309322,5.0249376,1433.9995,-0.13421628,-0.17452545,0.07309949,-0.23653297,-0.040309176,-0.30963245
12.019152,1.1575837,134.7763,-0.15026808,-0.12272861,-0.18072748,-0.22936335,0.02753947,-0.04863587
17.85105,5.0537114,258.69656,-0.092836514,0.19140638,-0.29913312,0.22572811,0.2842429,0.5248612
17.85105,5.0537114,258.69656,-0.029577632,-0.054221462,0.058416717,-0.114161775,-0.024643831,-0.17257848
22.353746,2.4919872,895.764,-0.023401976,0.14265868,0.120804824,0.37016588,0.16606066,0.24936107
22.353746,2.4919872,895.764,0.006486225,-0.09771248,-0.04470751,0.19518194,-0.1041987,0.23988944
10.968135,1.3038405,70.69216,0.21047351,0.024768753,0.3559119,-0.49898443,-0.18570475,-0.8548963
13.880563,2.4372115,205.20302,-0.52756006,-0.27415437,0.2806225,0.24397609,0.2534057,-0.036646426
21.782791,5.448853,633.371,-0.83750266,0.07272251,0.103057764,0.31315964,0.91022515,0.21010187
21.782791,5.448853,633.371,0.45392448,-1.4415622,0.4788269,-0.31928915,-1.8954866,-0.7981161
14.665264,5.390733,124.41936,-0.30810922,-0.8130099,-0.2626639,-0.3312977,-0.5049007,-0.068633795
18.221142,3.1208973,366.40125,-1.3327305,-0.1852161,-0.34585318,-0.16468374,1.1475145,0.18116944
15.937377,5.455272,448.58228,-0.37398356,0.27229735,0.26880324,0.5713604,0.6462809,0.30255717
16.584932,5.455272,448.58228,-0.39516982,-0.23638912,0.26527348,0.28725374,0.15878071,0.021980256
16.584932,3.258834,433.51947,-0.019103223,0.09231599,0.58641857,0.5741526,0.11141921,-0.01226598
17.599148,3.407345,522.816,-0.1068264,-0.31556767,0.38468522,0.80359286,-0.20874128,0.41890764
17.599148,3.407345,522.816,0.12275603,-0.05817272,0.49528614,0.69889534,-0.18092875,0.2036092
37.751953,4.628175,1391.7399,-0.3072589,-0.2521127,0.15620534,-0.024524298,0.055146217,-0.18072964
37.751953,4.628175,1391.7399,-0.0764479,-0.1672361,0.28030223,0.3252799,-0.09078821,0.044977665
25.769167,4.707441,784.72235,-0.20236747,0.07764079,-0.043693237,0.331585,0.28000826,0.37527823
25.769167,4.707441,784.72235,-0.1062683,-0.38903022,0.33402994,-0.047373496,-0.28276193,-0.38140345
12.453513,2.4248714,313.4023,-0.31733307,-0.21239612,0.08653559,0.15768676,0.10493696,0.07115117
10.727534,1.6911535,32.699585,-0.26796585,-0.5350348,-0.32897705,-0.14997661,-0.26706892,0.17900044
39.43729,10.936636,1675.8073,-0.35327312,-0.62201035,-0.2666089,0.081077084,-0.26873723,0.347686
39.43729,10.936636,1675.8073,-0.4993019,-0.6209134,0.11596596,-0.18613127,-0.121611476,-0.30209723
13.669675,3.544009,166.59837,-0.595961,-0.5335847,-0.24841595,-0.16195032,0.06237626,0.08646563
14.194717,2.886174,597.2637,-0.6359191,-0.47193322,-0.20464504,0.098316945,0.16398588,0.30296198
11.7341385,1.9026297,56.5814,-0.62116826,-0.5284232,-0.09639755,-0.19350274,0.092745066,-0.09710519
25.673918,6.2657804,977.4281,-0.58700866,-0.23104854,-0.05362255,0.26051745,0.35596013,0.31414
25.673918,6.2657804,977.4281,-0.4760073,-0.60349506,0.24980812,-0.24296299,-0.12748775,-0.4927711
12.456725,2.0736442,432.3763,-0.54487073,-0.62945664,-0.051210593,-0.22167107,-0.084585905,-0.17046048
13.277425,4.4575777,220.13274,-0.5935157,-0.17939526,-0.2566692,0.30306512,0.41412044,0.55973434
28.595455,5.8532043,1164.3958,-0.30933702,-0.12507203,0.45432463,0.4985996,0.18426499,0.044274956
28.595455,5.8532043,1164.3958,-0.34586126,-0.39816695,0.5272442,0.24155667,-0.0523057,-0.28568754
12.792185,2.5961509,233.15085,0.34733668,-0.4259928,0.68185073,0.12171531,-0.7733295,-0.5601354
12.792185,1.2688577,158.8286,-0.45572567,-0.28152615,0.15894678,0.4433596,0.17419952,0.28441283
17.43703,1.2688577,418.6408,-0.3338629,-0.24065419,0.13525343,0.47781095,0.093208715,0.34255752
10.274728,0.7615773,56.899406,-1.2059209,-1.3571986,0.075890705,0.18790479,-0.15127766,0.112014085
13.260845,2.887906,214.31993,-1.2892687,-0.9998096,0.1543233,0.2828521,0.2894591,0.12852882
31.416397,5.2038445,965.11786,-1.4318187,-0.8286325,0.038037147,0.4666562,0.60318625,0.42861906
31.416397,5.2038445,965.11786,-0.79289263,-1.1873176,0.36185876,-0.009837753,-0.39442497,-0.3716965
13.379461,2.184033,141.14728,-1.0564568,-1.1685607,0.12484829,0.10879441,-0.11210394,-0.016053878
64.119965,11.375853,2338.2173,1.1036134,-0.22334978,0.54444975,0.11311555,-1.3269632,-0.4313342
55.618435,18.304098,1961.3081,0.25566596,-0.14803514,0.35791942,0.05073126,-0.4037011,-0.30718815
56.664185,11.3842,1752.8622,-0.64766103,-0.20592007,1.077728,-0.032220177,0.44174096,-1.1099482
57.686134,9.75961,1446.0736,0.6508606,-0.5461068,0.5239888,0.13253978,-1.1969674,-0.391449
66.52759,8.389279,1357.1663,-1.0929439,-1.0463076,1.0674832,0.03293227,0.046636343,-1.0345509
20.969978,4.788528,581.5139,-0.7893758,1.3118752,0.06180948,0.5954424,2.1012511,0.53363293
56.33445,12.684242,2559.1863,-1.5105112,-0.36506245,1.2059135,0.08727356,1.1454487,-1.11864
66.18791,10.907795,2037.4188,-1.9677185,-0.3033872,1.2027628,0.15879285,1.6643313,-1.04397
58.400085,9.366963,1514.6931,-1.8209941,-0.29186237,1.2128394,0.056532323,1.5291318,-1.156307
52.131474,16.463293,1399.6458,-0.40686646,-0.67745584,1.4090782,0.068629235,-0.27058938,-1.340449
56.732353,20.652119,1141.5872,-0.91067916,-0.5882163,1.3727994,0.11340288,0.32246286,-1.2593966
35.426685,17.531971,1262.1929,-0.44660848,0.159136,0.21410486,-0.24440232,0.6057445,-0.45850718
60.057972,7.6452603,988.622,-0.8117366,-0.22490358,0.64635265,1.0774454,0.586833,0.43109274
56.196262,8.700575,1746.3225,-0.8549306,-0.30565497,0.75543225,-0.04784877,0.54927564,-0.803281
57.133965,8.528774,1741.6758,-1.3703337,-0.28525257,0.84056365,-0.04924227,1.0850811,-0.8898059
67.09784,17.069857,1688.1886,-0.0783114,-0.2727367,1.0036772,0.07946459,-0.1944253,-0.92421263
56.24127,14.561594,1280.1871,-0.25013462,-0.5700127,0.67374724,0.09201343,-0.31987807,-0.5817338
62.89563,9.836158,1710.5045,0.1284777,-0.19256064,1.1370218,0.1809321,-0.32103834,-0.9560897
51.740414,8.71493,1902.529,-1.0010841,0.41975123,1.0026228,0.14332466,1.4208353,-0.85929817
55.330734,8.14371,915.59576,-1.2481701,0.3704866,1.2267413,0.14484051,1.6186568,-1.0819008
53.790707,9.14385,1166.9491,-1.34015,0.44744045,1.1547735,0.14400223,1.7875905,-1.0107713
67.14827,7.931582,2820.4807,-0.5133524,-0.4822913,0.8520727,0.1637288,0.031061083,-0.6883439
54.06376,9.655568,1995.9119,-0.44365588,0.26037845,0.92356616,0.07197641,0.7040343,-0.85158974
64.07886,11.6623335,1887.0078,-1.7850373,1.9171441,1.2193471,0.16251872,3.7021813,-1.0568284
63.34335,10.635788,1775.1816,-0.6416295,-0.52137846,1.10498,0.057652034,0.12025106,-1.047328
61.592857,6.8476276,2032.7269,-0.32417768,-0.57224786,1.2740815,0.14937872,-0.24807018,-1.1247027
55.568066,8.902809,1918.4647,-0.80417717,-0.4721685,1.2512167,0.007752786,0.33200866,-1.2434639
66.866585,15.991873,1484.6273,0.54816335,0.21799676,1.0813525,0.32285625,-0.33016658,-0.7584962
57.851795,6.96563,1222.0465,0.8777255,-0.22188202,1.4496257,0.499585,-1.0996075,-0.9500407
58.235897,6.470703,1668.0964,-0.21556938,-0.16875279,1.0308136,0.5314218,0.046816587,-0.4993918
64.83895,16.524223,2206.3076,-1.5076958,-0.43865508,0.99684775,0.008439105,1.0690408,-0.9884086
57.226654,13.915818,1701.7747,-1.4876496,-0.40784788,1.1032397,0.061897688,1.0798017,-1.041342
51.429367,13.943816,1592.2084,-1.5706029,-0.004554836,1.0349371,0.036935143,1.566048,-0.998002
65.37966,8.54927,2222.3955,-0.19583939,-0.3727888,-0.8206233,-0.14908491,-0.1769494,0.67153835
60.451965,9.516828,1262.2322,-0.39248374,-0.27137586,-1.0652878,-0.12287383,0.12110788,0.942414
57.483215,10.664427,906.00604,-0.97013605,-0.41128206,-1.0874213,-0.109934725,0.558854,0.97748655
57.21119,8.55453,2438.374,-0.35541275,-0.44523296,0.9066843,0.2505298,-0.089820206,-0.6561545
59.985416,20.284723,1492.9408,-0.50045,-0.521018,1.1513839,0.15597972,-0.020568013,-0.9954041
55.349255,21.106873,2110.8997,-0.49757904,0.52305686,0.9513732,0.041929863,1.0206358,-0.9094434
65.51977,9.235258,1797.2975,-1.2177558,0.8537652,1.2792499,0.09577807,2.071521,-1.1834718
56.05462,9.210864,1060.4008,-1.4837946,2.1243181,1.3127356,0.10759704,3.6081128,-1.2051386
51.64388,7.7756033,1597.7397,-1.4394574,1.8247553,1.2758871,0.7913652,3.2642126,-0.48452193
61.26418,21.215324,2119.374,-0.578435,-2.3618274,1.0331511,-0.069072105,-1.7833924,-1.1022233
62.322067,24.523256,1417.269,-0.69625944,-1.8849434,0.9752077,-0.06704754,-1.188684,-1.0422552
60.013496,25.430296,1899.3214,-0.7633669,-1.2086089,0.9630783,-0.09000136,-0.445242,-1.0530797
58.173187,16.31778,1227.1868,-1.3990395,2.5802238,1.248981,-0.218666,3.9792633,-1.467647
66.45758,21.862066,2689.8308,-1.1744187,2.588894,1.043681,-0.02268056,3.7633126,-1.0663615
53.717968,10.988175,2107.7932,-1.3543298,0.30799946,1.212356,0.4494503,1.6623293,-0.76290566
44.64314,11.45513,1562.5863,-2.2705536,0.754577,1.2065642,0.928349,3.0251305,-0.27821517
59.75801,21.868242,1720.4227,-1.8167292,-0.9067111,1.1373163,-0.4917454,0.9100181,-1.6290617
65.54243,23.259405,2200.541,-1.7222522,0.8912419,1.1309798,-0.23116973,2.6134942,-1.3621495
54.013515,12.528767,2015.0557,-0.9637092,1.4174432,1.3879588,0.5036593,2.3811524,-0.88429946
47.55008,10.936635,1138.2806,-1.3529804,1.7641836,1.1313255,0.8152293,3.1171641,-0.3160962
57.61276,18.559362,1396.2054,-1.5705189,1.0186347,1.1485535,0.24418803,2.5891535,-0.9043655
57.709705,20.090048,2141.3582,-0.05822129,-2.5737698,1.158104,-0.084126785,-2.5155485,-1.2422308
55.247536,16.83627,2077.3586,-0.5389507,-0.88474846,1.1601095,-0.1227784,-0.34579778,-1.2828879
46.59324,17.762037,1650.242,-1.1352187,-2.4973824,1.0444405,-0.054394007,-1.3621637,-1.0988345
62.7444,12.85457,1059.3245,-0.4622808,-0.06075446,0.33567137,0.4758927,0.40152636,0.14022133
56.767067,6.9,1760.4634,-0.58503777,-0.13582465,1.230517,0.5045222,0.44921312,-0.7259948
66.626274,18.154339,2734.2693,-0.70326823,0.18347168,0.26947552,0.7018417,0.8867399,0.4323662
46.458263,9.041018,1088.1965,-1.196645,0.5385048,1.2729902,0.54810864,1.7351499,-0.7248816
39.8329,8.149846,656.7539,-1.2434521,0.5936338,1.1761596,0.63894737,1.8370858,-0.53721225
53.65538,8.252273,1410.7136,-0.66059583,0.4257966,1.2721639,0.59354746,1.0863924,-0.6786164
62.71531,12.772627,2421.9902,-0.7268695,2.9505155,0.21378163,-0.16113424,3.677385,-0.37491587
58.030422,10.104454,1995.6512,-0.87042665,-2.8476381,0.582162,-0.22673364,-1.9772115,-0.80889565
57.935913,10.744301,1806.1881,-1.3336732,1.8419861,0.22371283,-0.21690786,3.1756592,-0.4406207
46.51548,22.081892,1514.4017,-1.3648087,0.8638395,1.3565737,0.43147865,2.2286482,-0.9250951
53.921795,11.004545,1961.9917,-1.3447357,0.6450635,1.2701725,0.08479406,1.9897993,-1.1853784
38.58458,7.2284164,1248.1466,-1.1721725,0.43619043,1.2157886,-0.05913148,1.6083629,-1.2749201
56.14303,8.257118,1523.898,-0.16147962,0.38761792,1.3830302,0.19529107,0.54909754,-1.1877391
57.84548,11.170049,1774.5178,0.464686,0.46498936,1.441735,0.38218886,0.00030335784,-1.0595462
54.890163,10.805092,2510.254,2.1487503,0.23605804,1.4502374,0.35940543,-1.9126923,-1.090832
58.221043,17.330318,1648.2712,-1.218112,-0.38755888,-0.5450073,0.02943935,0.8305531,0.5744466
66.80696,26.570848,1879.1649,-1.3603079,-2.488028,1.17016,-0.0569204,-1.1277201,-1.2270805
60.812008,16.040573,1978.6494,-0.7001284,-0.05490802,-0.30007517,0.24681985,0.64522034,0.546895
64.6697,30.978378,2082.2786,-0.43875045,-2.3967147,-1.0502641,0.07391302,-1.9579642,1.1241771
60.281425,18.005278,1344.4507,-1.3004496,-1.8703505,-0.5150883,0.15123881,-0.5699009,0.6663271
56.98649,12.599603,1535.86,-0.58311254,-1.6270561,-1.121877,-0.12074165,-1.0439436,1.0011353
58.749126,20.792788,1104.827,-0.6265119,-0.879539,0.9953225,-0.06512764,-0.25302714,-1.0604502
59.256477,24.811892,1710.3943,-0.59004605,0.84963846,1.1099087,0.044390455,1.4396845,-1.0655183
54.97172,19.640265,1996.2399,-0.49325752,-0.5339203,0.9959258,0.015947346,-0.040662766,-0.97997844
52.7259,10.964032,923.565,-2.0278077,-0.062282693,1.3326784,-0.6477343,1.965525,-1.9804127
44.01375,8.376157,910.5906,-1.5939162,0.51105505,1.3149955,-0.13088837,2.1049712,-1.4458839
27.615938,6.129437,691.2284,-1.583603,-0.08052719,1.3098874,-0.3506842,1.5030758,-1.6605716
56.54423,22.302465,1429.4492,-0.54837066,-2.9134228,0.85880804,-0.007516888,-2.3650522,-0.8663249
56.81989,21.039724,1645.5807,-0.860172,-2.2784007,1.0111578,-0.06675345,-1.4182286,-1.0779111
58.8017,17.513994,2321.3162,-0.5297659,-1.3950641,1.2254678,-0.196042,-0.8652982,-1.4215097
45.41861,16.574982,1292.7283,-0.14193201,-1.0123204,0.49636787,-0.25151357,-0.8703884,-0.7478814
