epoch,direction_output_accuracy,direction_output_loss,fall_output_accuracy,fall_output_loss,learning_rate,loss,val_direction_macro_f1,val_direction_output_accuracy,val_direction_output_loss,val_domain_score,val_fall_f1,val_fall_output_accuracy,val_fall_output_loss,val_loss
0,0.08463949710130692,0.35322198271751404,0.7068965435028076,0.60551917552948,0.0010000000474974513,1.1364353895187378,0.3532163742690058,0.7094594836235046,0.24162058532238007,0.3532163742690058,0.0,0.8445945978164673,0.6757529377937317,0.8691971302032471
1,0.1332288384437561,0.2561652362346649,0.8228840231895447,0.3977047801017761,0.0010000000474974513,0.7824351787567139,0.11904761904761905,0.8783783912658691,0.24379123747348785,0.11904761904761905,0.0,0.8445945978164673,0.6754081845283508,0.8588838577270508
2,0.2884012460708618,0.25458821654319763,0.8871473073959351,0.2681685984134674,0.0010000000474974513,0.6505579352378845,0.11904761904761905,0.8783783912658691,0.2453102320432663,0.11904761904761905,0.0,0.8445945978164673,0.678652286529541,0.8509314060211182
3,0.4326018691062927,0.24831357598304749,0.8981191515922546,0.2312486618757248,0.0010000000474974513,0.603894054889679,0.11904761904761905,0.8783783912658691,0.24413006007671356,0.11904761904761905,0.0,0.8445945978164673,0.6868080496788025,0.8448466658592224
4,0.4655172526836395,0.24213643372058868,0.9326018691062927,0.15927772223949432,0.0010000000474974513,0.5223622918128967,0.11904761904761905,0.8783783912658691,0.2413708120584488,0.11904761904761905,0.0,0.8445945978164673,0.7011615037918091,0.8428758978843689
5,0.42789968848228455,0.2295614778995514,0.9435736536979675,0.12809523940086365,0.0010000000474974513,0.47257402539253235,0.3333333333333333,0.29729729890823364,0.23849859833717346,0.3333333333333333,0.0,0.8445945978164673,0.7183719873428345,0.8449473977088928
6,0.3918495178222656,0.22136254608631134,0.9576802253723145,0.0970664694905281,0.0010000000474974513,0.42908957600593567,0.22857142857142856,0.0810810774564743,0.23585699498653412,0.22857142857142856,0.0,0.8445945978164673,0.7449313402175903,0.8531579375267029
7,0.369905948638916,0.21420888602733612,0.9655172228813171,0.08748111873865128,0.0010000000474974513,0.4090226888656616,0.22857142857142856,0.0810810774564743,0.23619279265403748,0.22857142857142856,0.0,0.8445945978164673,0.775970995426178,0.8669679164886475
8,0.3746081590652466,0.197841614484787,0.9858934283256531,0.06107017397880554,0.0010000000474974513,0.3574036955833435,0.3233333333333333,0.07432432472705841,0.2358727753162384,0.3233333333333333,0.0,0.8445945978164673,0.8114624619483948,0.8846887946128845
9,0.3401253819465637,0.1968144178390503,0.9796238541603088,0.0363895446062088,0.0010000000474974513,0.3314269185066223,0.22857142857142856,0.0810810774564743,0.2320307344198227,0.22857142857142856,0.0,0.8445945978164673,0.8481971025466919,0.9033629894256592
10,0.30564263463020325,0.1910354644060135,0.9780564308166504,0.03648281842470169,0.0010000000474974513,0.32307469844818115,0.22857142857142856,0.0810810774564743,0.22601105272769928,0.22857142857142856,0.0,0.8445945978164673,0.9027901887893677,0.9331201314926147
11,0.30877742171287537,0.1733725368976593,1.0,0.016222216188907623,0.0010000000474974513,0.27641561627388,0.22857142857142856,0.0810810774564743,0.22469618916511536,0.22857142857142856,0.0,0.8445945978164673,0.9556401968002319,0.9648433327674866
12,0.30877742171287537,0.17337369918823242,0.9937304258346558,0.021175343543291092,0.0010000000474974513,0.2813854515552521,0.22857142857142856,0.0810810774564743,0.22393490374088287,0.22857142857142856,0.0,0.8445945978164673,1.0005745887756348,0.992506206035614
13,0.3479623794555664,0.14267279207706451,0.9937304258346558,0.015226082876324654,0.0010000000474974513,0.2294272482395172,0.22857142857142856,0.0810810774564743,0.22236628830432892,0.22857142857142856,0.0,0.8445945978164673,1.0578666925430298,1.0289626121520996
