epoch,direction_output_accuracy,direction_output_loss,fall_output_accuracy,fall_output_loss,learning_rate,loss,val_direction_macro_f1,val_direction_output_accuracy,val_direction_output_loss,val_fall_f1,val_fall_output_accuracy,val_fall_output_loss,val_loss
14,0.3289388418197632,0.03645883873105049,0.986600399017334,0.04561673849821091,0.0005000000237487257,0.10163990408182144,0.5473674131348072,0.1810055822134018,0.03253845125436783,0.8342857142857143,0.9675977826118469,0.12032122910022736,0.16895663738250732
15,0.3477415144443512,0.03416622057557106,0.9887616038322449,0.036656513810157776,0.0005000000237487257,0.08829439431428909,0.5562665821560765,0.25139665603637695,0.03386734798550606,0.8295454545454546,0.9664804339408875,0.11702712625265121,0.16764214634895325
16,0.3834017813205719,0.03428304195404053,0.9872487783432007,0.03901565447449684,0.0005000000237487257,0.0904548242688179,0.6404238740844631,0.2949720621109009,0.028098542243242264,0.8324324324324325,0.9653631448745728,0.11493802070617676,0.15694811940193176
17,0.4346228539943695,0.02909209579229355,0.9863842725753784,0.04063812643289566,0.0005000000237487257,0.08571966737508774,0.6333333333333333,0.336312860250473,0.03013249672949314,0.8023255813953488,0.9620111584663391,0.11777515709400177,0.16276033222675323
18,0.3706505298614502,0.028246084228157997,0.9848713874816895,0.043012186884880066,0.0005000000237487257,0.08551079779863358,0.6285286185196285,0.46927374601364136,0.03216279298067093,0.861878453038674,0.9720670580863953,0.10273481905460358,0.15080074965953827
19,0.40868812799453735,0.0327560119330883,0.9883293509483337,0.03704819828271866,0.0005000000237487257,0.0850677490234375,0.6199202400694938,0.3217877149581909,0.033315595239400864,0.8379888268156425,0.9675977826118469,0.11822555959224701,0.16802076995372772
20,0.3741084933280945,0.03238077834248543,0.9887616038322449,0.032573919743299484,0.0005000000237487257,0.08224324136972427,0.6428571428571428,0.3765363097190857,0.03440408781170845,0.8524590163934426,0.9698324203491211,0.12705135345458984,0.17844173312187195
21,0.4035011827945709,0.02752569504082203,0.9874649047851562,0.03837233781814575,0.0005000000237487257,0.07998986542224884,0.6045522611560347,0.3776536285877228,0.03962620720267296,0.8839779005524862,0.9765363335609436,0.11705277860164642,0.17626704275608063
22,0.44305166602134705,0.028872206807136536,0.9896261096000671,0.03334270790219307,0.0005000000237487257,0.07454343885183334,0.5821966590824218,0.43240222334861755,0.03817920759320259,0.8666666666666667,0.97318434715271,0.12318097054958344,0.18024079501628876
23,0.36481520533561707,0.027436288073658943,0.9894099831581116,0.03331788629293442,0.0005000000237487257,0.07204921543598175,0.6607515780779895,0.5005586743354797,0.039880622178316116,0.8587570621468926,0.9720670580863953,0.13362616300582886,0.19315294921398163
24,0.46250268816947937,0.028478506952524185,0.9902744889259338,0.029054680839180946,0.0005000000237487257,0.06988324224948883,0.6543108632660871,0.5374301671981812,0.04291165620088577,0.8663101604278075,0.9720670580863953,0.12363851070404053,0.18774709105491638
25,0.4374324679374695,0.022428350523114204,0.9922195672988892,0.030943525955080986,0.0002500000118743628,0.05808088555932045,0.6341540404040403,0.4223463833332062,0.03624158352613449,0.8645833333333334,0.9709497094154358,0.12355630844831467,0.17768718302249908
26,0.4588286280632019,0.022715741768479347,0.9926518201828003,0.024531850591301918,0.0002500000118743628,0.059700679033994675,0.664241428543488,0.42458099126815796,0.031962908804416656,0.8527918781725888,0.9675977826118469,0.1262204349040985,0.17393915355205536
27,0.46250268816947937,0.02305978164076805,0.9950291514396667,0.018325936049222946,0.0002500000118743628,0.05357709154486656,0.6164679292338867,0.4234636723995209,0.035479556769132614,0.8556701030927835,0.9687150716781616,0.13272550702095032,0.1856941431760788
28,0.4616382122039795,0.022151470184326172,0.9930840730667114,0.02114815264940262,0.0002500000118743628,0.053228676319122314,0.6036210196151501,0.35642457008361816,0.038692373782396317,0.835820895522388,0.9631285071372986,0.15917035937309265,0.21693538129329681
29,0.46185433864593506,0.021585382521152496,0.9943808317184448,0.021068444475531578,0.0002500000118743628,0.053811121731996536,0.6302932098765432,0.3832402229309082,0.03775916248559952,0.8415841584158416,0.9642457962036133,0.15710076689720154,0.21345078945159912
30,0.45104819536209106,0.020205458626151085,0.9930840730667114,0.03230253607034683,0.0002500000118743628,0.05540158599615097,0.6152486402486402,0.406703919172287,0.044332604855298996,0.8571428571428571,0.9698324203491211,0.13392315804958344,0.2001000940799713
31,0.4542900323867798,0.01889328844845295,0.993300199508667,0.03243526071310043,0.0001250000059371814,0.05335245653986931,0.6386672576832151,0.4223463833332062,0.04406179115176201,0.8526315789473684,0.9687150716781616,0.12731751799583435,0.19308584928512573
32,0.4648800492286682,0.018489960581064224,0.9952452778816223,0.024862535297870636,0.0001250000059371814,0.04853333905339241,0.6066955266955266,0.38882681727409363,0.041881535202264786,0.8631578947368421,0.9709497094154358,0.12125711143016815,0.18377439677715302
33,0.4469418525695801,0.02016422525048256,0.9948130249977112,0.02036522887647152,0.0001250000059371814,0.04809035733342171,0.6228443903428688,0.38882681727409363,0.04161400347948074,0.8631578947368421,0.9709497094154358,0.11673395335674286,0.1788763850927353
34,0.4676896333694458,0.01770860329270363,0.9943808317184448,0.019140023738145828,0.0001250000059371814,0.046402011066675186,0.6289682539682538,0.4346368610858917,0.04110150784254074,0.8541666666666666,0.9687150716781616,0.12120817601680756,0.1825992912054062
35,0.47871190309524536,0.02340378612279892,0.9954614043235779,0.020206350833177567,0.0001250000059371814,0.04430248960852623,0.6426388888888889,0.4368714988231659,0.04107305034995079,0.8704663212435233,0.9720670580863953,0.12362924963235855,0.18496498465538025
36,0.4501836895942688,0.0187198705971241,0.995893657207489,0.016221797093749046,0.0001250000059371814,0.044267963618040085,0.6494923755207701,0.464804470539093,0.042059604078531265,0.8888888888888888,0.9765363335609436,0.11525244265794754,0.17806319892406464
37,0.4415387809276581,0.016910208389163017,0.9952452778816223,0.018415842205286026,6.25000029685907e-05,0.041908495128154755,0.6549531579094054,0.44022345542907715,0.04092194885015488,0.8972972972972973,0.9787709712982178,0.11534921079874039,0.17645351588726044
38,0.4393775761127472,0.016561804339289665,0.9967581629753113,0.01407382171601057,6.25000029685907e-05,0.03953186795115471,0.6554699537750386,0.4212290644645691,0.04073011502623558,0.8877005347593583,0.9765363335609436,0.11633957177400589,0.17717716097831726
