epoch,direction_output_accuracy,direction_output_loss,fall_output_accuracy,fall_output_loss,loss,val_direction_output_accuracy,val_direction_output_loss,val_fall_output_accuracy,val_fall_output_loss,val_loss,val_fall_f1,val_direction_macro_f1,val_domain_score,learning_rate
1,0.14046822488307953,0.2560841143131256,0.8267558813095093,0.36497166752815247,0.747012197971344,0.9272727370262146,0.24564655125141144,0.8863636255264282,0.7536072731018066,0.7232156991958618,0.0,0.17647058823529413,0.17647058823529413,0.0010000000474974513
2,0.2648829519748688,0.2174709588289261,0.8983277678489685,0.22934508323669434,0.5587942600250244,0.9272727370262146,0.24566242098808289,0.8863636255264282,0.8410729765892029,0.7200313210487366,0.0,0.17647058823529413,0.17647058823529413,0.0010000000474974513
3,0.45886287093162537,0.21330852806568146,0.933779239654541,0.16101936995983124,0.481393963098526,0.9272727370262146,0.2458939254283905,0.8863636255264282,0.9543793797492981,0.7469582557678223,0.0,0.17647058823529413,0.17647058823529413,0.0010000000474974513
4,0.39197325706481934,0.20518682897090912,0.9672240614891052,0.08086074143648148,0.390903115272522,0.9272727370262146,0.24611830711364746,0.8863636255264282,1.1605304479599,0.8222826719284058,0.0,0.17647058823529413,0.17647058823529413,0.0010000000474974513
5,0.440802663564682,0.2006271481513977,0.9598662257194519,0.11977235227823257,0.4247296154499054,0.9272727370262146,0.2464226335287094,0.8863636255264282,1.30690598487854,0.8841878175735474,0.0,0.17647058823529413,0.17647058823529413,0.0010000000474974513
6,0.5190635323524475,0.1913674920797348,0.9712374806404114,0.06992818415164948,0.361743301153183,0.9272727370262146,0.24752593040466309,0.8863636255264282,1.5277701616287231,0.9859645962715149,0.0,0.17647058823529413,0.17647058823529413,0.0010000000474974513
7,0.5438126921653748,0.17791308462619781,0.9846153855323792,0.04516615346074104,0.31724637746810913,0.059090908616781235,0.24861383438110352,0.8863636255264282,1.89365553855896,1.1627665758132935,0.0,0.3115942028985507,0.3115942028985507,0.0010000000474974513
8,0.46287626028060913,0.17342473566532135,0.9926421642303467,0.02755012921988964,0.2928793728351593,0.41363635659217834,0.2497570514678955,0.8863636255264282,2.1820521354675293,1.3064098358154297,0.0,0.17647058823529413,0.17647058823529413,0.0010000000474974513
9,0.45418059825897217,0.1513085514307022,0.9886287450790405,0.03013555146753788,0.2560596466064453,0.9272727370262146,0.2558170258998871,0.8863636255264282,2.618579864501953,1.5306148529052734,0.0,0.17647058823529413,0.17647058823529413,0.0010000000474974513
10,0.5953177213668823,0.13835401833057404,0.9986622333526611,0.007439501583576202,0.21643635630607605,0.7136363387107849,0.25057920813560486,0.8863636255264282,2.7942867279052734,1.6153135299682617,0.0,0.17647058823529413,0.17647058823529413,0.0010000000474974513
11,0.5658862590789795,0.13038067519664764,0.9979932904243469,0.008050241507589817,0.2068883180618286,0.5909090638160706,0.24612128734588623,0.8863636255264282,3.300422430038452,1.868748426437378,0.0,0.17647058823529413,0.17647058823529413,0.0010000000474974513
12,0.5618728995323181,0.11888974905014038,0.994648814201355,0.029838809743523598,0.200717955827713,0.8363636136054993,0.2477966696023941,0.8863636255264282,3.389975070953369,1.9154144525527954,0.0,0.17647058823529413,0.17647058823529413,0.0005000000237487257
13,0.582608699798584,0.1036798283457756,0.9886287450790405,0.031155502423644066,0.18774376809597015,0.7181817889213562,0.24116158485412598,0.8863636255264282,3.3486976623535156,1.8893020153045654,0.0,0.24810606060606064,0.24810606060606064,0.0005000000237487257
14,0.6441471576690674,0.09177344292402267,0.9919732213020325,0.017568403854966164,0.1537279486656189,0.3590908944606781,0.2315366268157959,0.8863636255264282,3.580397844314575,1.9997509717941284,0.0,0.4678362573099415,0.4678362573099415,0.0005000000237487257
15,0.6086956262588501,0.07915406674146652,0.9979932904243469,0.007082801312208176,0.12480133026838303,0.5409091114997864,0.21770723164081573,0.8863636255264282,3.4967119693756104,1.9465274810791016,0.0,0.5608314263920672,0.5608314263920672,0.0005000000237487257
16,0.6749163866043091,0.0624588318169117,0.9979932904243469,0.006369349081069231,0.10032371431589127,0.3181818127632141,0.21539828181266785,0.8863636255264282,3.530207872390747,1.9617774486541748,0.0,0.4967581998474447,0.4967581998474447,0.0005000000237487257
17,0.648829460144043,0.06372806429862976,0.9986622333526611,0.005248119588941336,0.09837900847196579,0.5090909004211426,0.20375530421733856,0.8863636255264282,3.2541544437408447,1.8123390674591064,0.0,0.6361864256601099,0.6361864256601099,0.0005000000237487257
18,0.6381270885467529,0.053500156849622726,0.9966555237770081,0.009409740567207336,0.08816931396722794,0.6136363744735718,0.187400683760643,0.8863636255264282,3.6781868934631348,2.0156667232513428,0.0,0.6005115089514067,0.6005115089514067,0.0005000000237487257
19,0.6735786199569702,0.056345134973526,0.9979932904243469,0.010438519529998302,0.09271452575922012,0.5681818127632141,0.18327124416828156,0.9045454263687134,1.8735582828521729,1.0938431024551392,0.27586206896551724,0.6607655502392343,0.9366276192047516,0.0005000000237487257
20,0.631438136100769,0.056033890694379807,0.9973244071006775,0.005523900035768747,0.08714526891708374,0.5181818008422852,0.17985551059246063,0.9272727370262146,1.160049319267273,0.7280234098434448,0.5294117647058824,0.6729644624381467,1.202376227144029,0.0005000000237487257
21,0.6481605172157288,0.0497017502784729,0.9973244071006775,0.007910508662462234,0.08287663012742996,0.6045454740524292,0.1584143340587616,0.9272727370262146,0.9797289371490479,0.619828999042511,0.5294117647058824,0.7814814814814816,1.310893246187364,0.0005000000237487257
22,0.6153846383094788,0.05193975567817688,0.9959866404533386,0.01708029769361019,0.09402456879615784,0.5045454502105713,0.14905497431755066,0.9363636374473572,1.1332917213439941,0.6908764243125916,0.6111111111111112,0.6737556561085972,1.2848667672197083,0.0005000000237487257
23,0.6501672267913818,0.03744789958000183,0.9979932904243469,0.0029787395615130663,0.05544842779636383,0.6000000238418579,0.13543519377708435,0.9818181991577148,0.3622552454471588,0.28851690888404846,0.9130434782608695,0.7921245421245421,1.7051680203854116,0.0005000000237487257
