epoch,direction_output_accuracy,direction_output_loss,fall_output_accuracy,fall_output_loss,loss,val_direction_output_accuracy,val_direction_output_loss,val_fall_output_accuracy,val_fall_output_loss,val_loss,val_fall_f1,val_direction_macro_f1,val_domain_score,learning_rate
1,0.4491208791732788,0.3945595920085907,0.8556044101715088,0.3416939079761505,1.1060004234313965,0.020053476095199585,0.10354539006948471,0.9024063944816589,0.6659231781959534,1.0531738996505737,0.0,0.13157894736842105,0.13157894736842105,0.0010000000474974513
2,0.6557142734527588,0.19198797643184662,0.9327472448348999,0.15471340715885162,0.5139082074165344,0.05614973232150078,0.1261352002620697,0.9077540040016174,0.9886153340339661,1.4673305749893188,0.1038961038961039,0.13157894736842105,0.23547505126452495,0.0010000000474974513
3,0.7090110182762146,0.0960688441991806,0.9584615230560303,0.09997177869081497,0.29520145058631897,0.5935828685760498,0.13441069424152374,0.9598930478096008,0.47537434101104736,0.8253526091575623,0.75,0.40945083014048533,1.1594508301404853,0.0010000000474974513
4,0.7421978116035461,0.05988917499780655,0.978131890296936,0.06008242815732956,0.18093310296535492,0.5574866533279419,0.12406782060861588,0.9371657967567444,0.22862578928470612,0.5024780631065369,0.7431693989071039,0.5777844033657987,1.3209538022729026,0.0010000000474974513
5,0.7537362575531006,0.03615180030465126,0.9782417416572571,0.05367239564657211,0.13390016555786133,0.596256673336029,0.09348747134208679,0.9518716335296631,0.21080879867076874,0.440216064453125,0.788235294117647,0.75650623885918,1.544741532976827,0.0010000000474974513
6,0.7309890389442444,0.035081617534160614,0.9859340786933899,0.03613389655947685,0.10723542422056198,0.45588234066963196,0.10903320461511612,0.893048107624054,0.3261082172393799,0.6270253658294678,0.6296296296296297,0.7004504504504504,1.33008008008008,0.0010000000474974513
7,0.7253845930099487,0.03863029554486275,0.9796703457832336,0.04670548439025879,0.12763188779354095,0.4839572310447693,0.0808735191822052,0.9371657967567444,0.24295175075531006,0.4702925384044647,0.7374301675977654,0.7156862745098039,1.4531164421075693,0.0010000000474974513
8,0.7447252869606018,0.02421930432319641,0.9873626232147217,0.0380873866379261,0.0939251258969307,0.633689820766449,0.10708703845739365,0.9157754182815552,0.4495467245578766,0.8269868493080139,0.676923076923077,0.691005291005291,1.3679283679283678,0.0010000000474974513
9,0.755384624004364,0.019436419010162354,0.9873626232147217,0.03283214569091797,0.07842644304037094,0.5066844820976257,0.08551955223083496,0.9371657967567444,0.31036120653152466,0.5935509204864502,0.7374301675977654,0.7998064828253507,1.537236650423116,0.0010000000474974513
10,0.75,0.029106587171554565,0.9846153855323792,0.039590392261743546,0.1032169759273529,0.6270053386688232,0.09680251032114029,0.9572192430496216,0.27634352445602417,0.5303552150726318,0.8024691358024691,0.7618010167029775,1.5642701525054465,0.0010000000474974513
11,0.7356044054031372,0.02216392010450363,0.984835147857666,0.04084426909685135,0.09455838054418564,0.614973247051239,0.1334318071603775,0.9224599003791809,0.2768303453922272,0.5952880382537842,0.7010309278350515,0.6711864406779661,1.3722173685130175,0.0010000000474974513
12,0.7431868314743042,0.015449633821845055,0.9896703362464905,0.025167379528284073,0.0608380064368248,0.6109625697135925,0.11036018282175064,0.9425133466720581,0.3745681047439575,0.7096719741821289,0.7570621468926554,0.7473544973544973,1.5044166442471527,0.0010000000474974513
13,0.7359340786933899,0.012045987881720066,0.9949450492858887,0.012374796904623508,0.0366964265704155,0.6377005577087402,0.11737433075904846,0.9438502788543701,0.37358757853507996,0.7209872603416443,0.7613636363636364,0.7247771836007132,1.4861408199643495,0.0010000000474974513
