epoch,direction_kd_output_loss,direction_output_loss,fall_output_loss,learning_rate,loss,val_direction_kd_output_loss,val_direction_output_loss,val_fall_output_loss,val_loss
0,0.001655951957218349,0.0024396029766649008,0.0013884003274142742,9.999999747378752e-05,0.006752177607268095,0.00030443459399975836,0.13578520715236664,0.4397463798522949,0.6240893602371216
1,0.0011973698856309056,0.0018428636249154806,0.001982727786526084,9.999999747378752e-05,0.005926867015659809,0.0006460744189098477,0.1355215162038803,0.4630427658557892,0.6484150886535645
2,0.0012088408693671227,0.0015871120849624276,0.0014029821613803506,9.999999747378752e-05,0.005026218481361866,0.0004678121767938137,0.13501667976379395,0.46701565384864807,0.6511319875717163
3,0.0010260904673486948,0.0014048112789168954,0.0018357521621510386,4.999999873689376e-05,0.005001605022698641,0.0004401771875564009,0.1362476944923401,0.48503825068473816,0.6711277961730957
4,0.0010774348629638553,0.0015977401053532958,0.0009007359039969742,4.999999873689376e-05,0.004362173844128847,0.00045160064473748207,0.1374463587999344,0.49543389678001404,0.6833651065826416
5,0.0010126022389158607,0.001455434481613338,0.0011731177801266313,2.499999936844688e-05,0.0043814280070364475,0.0004359350132290274,0.13780975341796875,0.48753437399864197,0.6757526993751526
