run_id,seed,dataset,fall_f1,fall_precision,fall_recall,direction_macro_f1,direction_accuracy,direction_n_supervised
B0_BASE_A5WCEFW,42,bits,0.48148148148148145,0.34210526315789475,0.8125,0.1130952380952381,0.1388888888888889,36
B0_BASE_A5WCEFW,42,weda,0.5376344086021505,0.36764705882352944,1.0,0.1875901875901876,0.24,25
