run_id,seed,eval,dataset,forward_f1,backward_f1,lateral_f1,confusion_matrix
B0_BASE_A5WCEFW,42,E6,bits,0.125,0.21428571428571427,0.0,
B0_BASE_A5WCEFW,42,E7,weda,0.18181818181818182,0.38095238095238093,0.0,
