run_id,seed,best_threshold,val_best_fall_f1,test_e3_fall_f1_tuned,test_e6_bits_fall_f1_tuned,test_e7_weda_fall_f1_tuned
B0_BASE_A5WCEFW,42,0.3199999999999999,0.5118110236220472,0.5019607843137255,0.48148148148148145,0.5376344086021505
