epoch,direction_output_accuracy,direction_output_loss,fall_output_accuracy,fall_output_loss,loss,val_direction_output_accuracy,val_direction_output_loss,val_fall_output_accuracy,val_fall_output_loss,val_loss,val_fall_f1,val_direction_macro_f1,val_domain_score,learning_rate
1,0.36409100890159607,0.1483699083328247,0.8944736123085022,0.30052366852760315,0.7506700158119202,0.9545454382896423,0.10286404937505722,0.9024063944816589,0.6625058054924011,1.314411997795105,0.0,0.20454545454545456,0.20454545454545456,0.0010000000474974513
2,0.6216554045677185,0.1190858781337738,0.9289822578430176,0.21074731647968292,0.5400671362876892,0.9545454382896423,0.10270973294973373,0.9024063944816589,0.742297351360321,1.4375859498977661,0.0,0.20454545454545456,0.20454545454545456,0.0010000000474974513
3,0.6006501913070679,0.11550163477659225,0.9427356719970703,0.1791500747203827,0.4750334322452545,0.9545454382896423,0.10310516506433487,0.9024063944816589,0.8955631256103516,1.6950472593307495,0.0,0.20689655172413793,0.20689655172413793,0.0010000000474974513
4,0.6239059567451477,0.12011068314313889,0.9484871029853821,0.15180779993534088,0.4248007833957672,0.9545454382896423,0.10264349728822708,0.9024063944816589,1.0606844425201416,1.9727355241775513,0.0,0.20689655172413793,0.20689655172413793,0.0010000000474974513
5,0.6546636819839478,0.11049992591142654,0.9639909863471985,0.09716344624757767,0.30328476428985596,0.9545454382896423,0.10252221673727036,0.903743326663971,1.3185349702835083,2.414057493209839,0.02702702702702703,0.20689655172413793,0.23392357875116496,0.0005000000237487257
6,0.7169292569160461,0.10187609493732452,0.9709927439689636,0.08745197206735611,0.2782037854194641,0.9558823704719543,0.10101929306983948,0.9278075098991394,0.872769832611084,1.6325255632400513,0.41304347826086957,0.24880174291938997,0.6618452211802596,0.0005000000237487257
7,0.7801950573921204,0.10427611321210861,0.975493848323822,0.07381743937730789,0.25274863839149475,0.9545454382896423,0.09796568006277084,0.9532085657119751,0.6385445594787598,1.2253140211105347,0.7008547008547008,0.28465608465608466,0.9855107855107854,0.0005000000237487257
8,0.8022005558013916,0.09652600437402725,0.9702425599098206,0.08554398268461227,0.2687801718711853,0.9371657967567444,0.088034488260746,0.9612299203872681,0.491717129945755,1.0027555227279663,0.7716535433070866,0.34709956709956713,1.1187531104066537,0.0005000000237487257
9,0.7419354915618896,0.09826003760099411,0.9819955229759216,0.06419151276350021,0.22574611008167267,0.8529411554336548,0.08266349881887436,0.9639037251472473,0.5037178993225098,1.003390908241272,0.7969924812030075,0.5198305637015315,1.316823044904539,0.0005000000237487257
10,0.8002000451087952,0.09789779037237167,0.9819955229759216,0.052059922367334366,0.20316338539123535,0.8422459959983826,0.07687774300575256,0.9598930478096008,0.35472726821899414,0.7445594668388367,0.7916666666666666,0.6232307927223183,1.414897459388985,0.0005000000237487257
