run_id,eval,dataset,forward_f1,backward_f1,lateral_f1
HN2,E3,bits+weda,0.7450980392156863,0.5833333333333334,0.6808510638297872
HN2,E6,bits,0.9444444444444444,0.9090909090909091,0.88
HN2,E7,weda,0.26666666666666666,0.3076923076923077,0.45454545454545453
