epoch,direction_output_accuracy,direction_output_loss,fall_output_accuracy,fall_output_loss,loss,val_direction_output_accuracy,val_direction_output_loss,val_fall_output_accuracy,val_fall_output_loss,val_loss,val_fall_f1,val_direction_macro_f1,val_domain_score,learning_rate
1,0.38984745740890503,0.14435140788555145,0.872468113899231,0.3174879550933838,0.7815772294998169,0.9545454382896423,0.10304335504770279,0.9024063944816589,0.6690012812614441,1.324285626411438,0.0,0.20454545454545456,0.20454545454545456,0.0010000000474974513
2,0.4648662209510803,0.11950307339429855,0.9267317056655884,0.21433182060718536,0.5467149615287781,0.23796790838241577,0.10382872819900513,0.9024063944816589,0.7948653101921082,1.5270637273788452,0.0,0.23305322128851538,0.23305322128851538,0.0010000000474974513
3,0.5281320214271545,0.11465340852737427,0.9459865093231201,0.16788120567798615,0.45183509588241577,0.7192513346672058,0.10479199886322021,0.9024063944816589,0.9801642894744873,1.8439993858337402,0.0,0.1937984496124031,0.1937984496124031,0.0010000000474974513
4,0.7381845712661743,0.11533034592866898,0.9577394127845764,0.13867242634296417,0.39209887385368347,0.9478609561920166,0.10473435372114182,0.9024063944816589,1.1494345664978027,2.1323580741882324,0.0,0.20454545454545456,0.20454545454545456,0.0010000000474974513
5,0.7584396004676819,0.10826507210731506,0.9634908437728882,0.10613511502742767,0.313151091337204,0.8195187449455261,0.10266613215208054,0.9024063944816589,1.4065966606140137,2.562345027923584,0.0,0.38761238761238764,0.38761238761238764,0.0005000000237487257
6,0.6839209794998169,0.10229482501745224,0.9744936227798462,0.08896210044622421,0.28147491812705994,0.8917112350463867,0.09733615070581436,0.9090909361839294,1.3290868997573853,2.4170749187469482,0.1282051282051282,0.4240215924426451,0.5522267206477733,0.0005000000237487257
7,0.7109277248382568,0.09592229127883911,0.9852463006973267,0.0579199343919754,0.21167726814746857,0.8315507769584656,0.08651387691497803,0.9385026693344116,0.7793799042701721,1.4854249954223633,0.54,0.5401249463749463,1.0801249463749465,0.0005000000237487257
8,0.588647186756134,0.09211868047714233,0.9817454218864441,0.0529685840010643,0.1980588436126709,0.8114973306655884,0.07884357124567032,0.9598930478096008,0.5572611689567566,1.0945332050323486,0.7413793103448276,0.6463471668389701,1.3877264771837976,0.0002500000118743628
9,0.6311578154563904,0.08901064842939377,0.9844961166381836,0.049702998250722885,0.18836849927902222,0.8034759163856506,0.06792020052671432,0.9786096215248108,0.30469802021980286,0.6497686505317688,0.8769230769230769,0.7602339181286549,1.6371569950517317,0.0002500000118743628
10,0.6469117403030396,0.08748414367437363,0.9894973635673523,0.03987375646829605,0.1681407243013382,0.8168449401855469,0.06421861797571182,0.9759358167648315,0.22710925340652466,0.502905011177063,0.8767123287671232,0.7476737821565407,1.624386110923664,0.0002500000118743628
11,0.649662435054779,0.08522381633520126,0.9854964017868042,0.041988011449575424,0.1667623072862625,0.7780748605728149,0.06130276992917061,0.98128342628479,0.21633315086364746,0.485070139169693,0.9027777777777778,0.789317106152806,1.6920948839305838,0.0002500000118743628
12,0.6499124765396118,0.07811123877763748,0.9894973635673523,0.032609499990940094,0.14380140602588654,0.7941176295280457,0.057828038930892944,0.9759358167648315,0.26497915387153625,0.5813185572624207,0.8732394366197183,0.8223502304147466,1.695589667034465,0.0002500000118743628
13,0.6741685271263123,0.0839059054851532,0.985746443271637,0.0424664244055748,0.16854026913642883,0.8288770318031311,0.05641224980354309,0.9639037251472473,0.22753165662288666,0.5052631497383118,0.8280254777070064,0.772962066182405,1.6009875438894114,0.0002500000118743628
14,0.6374093294143677,0.07882850617170334,0.9887471795082092,0.037138693034648895,0.1530434489250183,0.7366310358047485,0.056731805205345154,0.9612299203872681,0.2093355506658554,0.46774357557296753,0.8220858895705522,0.772162854955225,1.5942487445257771,0.0002500000118743628
15,0.6151537895202637,0.07256487011909485,0.9924980998039246,0.02377881295979023,0.12050361186265945,0.7446523904800415,0.05345107242465019,0.9732620120048523,0.2230270653963089,0.4907509684562683,0.8666666666666667,0.7691932335718933,1.63585990023856,0.0002500000118743628
16,0.6686671376228333,0.07261598855257034,0.9937484264373779,0.024073706939816475,0.12046878039836884,0.76871657371521,0.0520830862224102,0.9759358167648315,0.21419452130794525,0.4736393690109253,0.8783783783783784,0.7182539682539683,1.5966323466323467,0.0002500000118743628
17,0.6121530532836914,0.06998658925294876,0.988997220993042,0.033262286335229874,0.13718031346797943,0.7326202988624573,0.05084822699427605,0.9772727489471436,0.22627222537994385,0.501762330532074,0.8874172185430463,0.7182539682539683,1.6056711867970146,0.0002500000118743628
18,0.6166541576385498,0.07023906707763672,0.9947487115859985,0.02088736928999424,0.11210845410823822,0.7259358167648315,0.05075841024518013,0.9639037251472473,0.22389338910579681,0.494185209274292,0.8322981366459627,0.7761140819964348,1.6084122186423975,0.0001250000059371814
19,0.6059014797210693,0.068654865026474,0.9947487115859985,0.017999934032559395,0.10494600981473923,0.7098930478096008,0.05061362311244011,0.9679144620895386,0.21816270053386688,0.4796735942363739,0.8481012658227848,0.7901628769553297,1.6382641427781146,0.0001250000059371814
