experiment_id,train_dataset,test_dataset,sampling_rate,input_shape,n_train,n_val,n_test,fall_f1,fall_precision,fall_recall,fall_accuracy,direction_macro_f1,direction_accuracy,direction_n_supervised,best_epoch,best_val_loss,model_params,model_size_float32_kb,model_size_int8_kb_if_available,inference_latency_ms
E5_WEDA_TO_BITS,weda,bits,25.0,"(50, 12)",1495,220,528,0.7073170731707317,0.8529411764705882,0.6041666666666666,0.9545454545454546,0.6271469828241374,0.6666666666666666,36,23,0.28851690888404846,65959,257.65234375,64.4130859375,98.46131000000848
