dataset,n_test,fall_accuracy,fall_precision,fall_recall,fall_f1,direction_n_supervised,direction_accuracy,direction_macro_f1
bits,528,0.9545454545454546,0.8529411764705882,0.6041666666666666,0.7073170731707317,36,0.6666666666666666,0.6271469828241374
