run_id,block,alpha_fall,lambda_dir,sampler,feature_set,fall_loss,direction_loss,adapter_mode,train_mode,beta_kd,width_multiplier,notes,seed,train_dataset,test_dataset,sampling_rate,window_seconds,input_shape,params,fall_threshold,val_best_fall_f1,fall_precision,fall_recall,fall_f1,direction_macro_f1,direction_accuracy,direction_n_supervised,bits_fall_f1,bits_direction_macro_f1,bits_direction_accuracy,bits_direction_n_supervised,weda_fall_f1,weda_fall_precision,weda_fall_recall,weda_direction_macro_f1,weda_direction_accuracy,weda_direction_n_supervised,train_seconds,best_epoch,train,val,test,train_direction_supervised,val_direction_supervised,test_direction_supervised,selection_score,passes_hard_filter
F1,lightweight_branch_separation,1.0,1.5,current,tilt12,weighted_ce,weighted_ce,none,head_specific_feature_routing,0.0,0.5,Fall route uses mag_jerk9; direction route uses tilt12; width=0.5 to keep params <90k.,42,bits+weda,bits+weda,25.0,2.0,"(50, 12)",33615,0.3899999999999999,0.8181818181818182,0.8289473684210527,0.863013698630137,0.8456375838926175,0.7714813509732945,0.7868852459016393,61,0.9333333333333333,0.8635327635327635,0.8888888888888888,36,0.711864406779661,0.6176470588235294,0.84,0.6241830065359477,0.64,25,176.92535250000037,53,3999,748,708,472,61,61,0.7558300194736732,False
