run_id,group_id,config_id,feature_set,width_multiplier,shared_dense,head_dense,sampler,fall_loss,alpha_fall,lambda_dir,fall_gamma,direction_loss,adapter_type,adapter_filters,impact_position,learning_rate,notes,seed,train_dataset,test_dataset,sampling_rate,window_seconds,input_shape,n_train,n_val,n_test,params,model_size_float32_kb,model_size_int8_kb,fall_threshold,val_best_fall_f1,fall_precision,fall_recall,fall_f1,fall_accuracy,direction_macro_f1,direction_accuracy,direction_n_supervised,bits_fall_f1,bits_fall_precision,bits_fall_recall,bits_direction_macro_f1,bits_direction_accuracy,bits_direction_n_supervised,weda_fall_f1,weda_fall_precision,weda_fall_recall,weda_direction_macro_f1,weda_direction_accuracy,weda_direction_n_supervised,best_epoch,best_val_loss,best_monitor,train_seconds,sampler_note,mixed_forward_f1,mixed_backward_f1,mixed_lateral_f1,bits_forward_f1,bits_backward_f1,bits_lateral_f1,weda_forward_f1,weda_backward_f1,weda_lateral_f1,selection_score,passes_hard_filter
L3_FALL_WCE,loss,L3,tilt12,1.0,0,32,current,weighted_ce,2.0,1.0,2.0,ce,none,0,0.5,0.001,,123,bits+weda,bits+weda,25.0,2.0,"(50, 12)",3999,748,708,65959,257.65234375,64.4130859375,0.2699999999999999,0.8143712574850299,0.6767676767676768,0.9178082191780822,0.7790697674418605,0.9463276836158192,0.817367220593027,0.8360655737704918,61,0.8888888888888888,0.8627450980392157,0.9166666666666666,0.8354497354497354,0.8611111111111112,36,0.6301369863013698,0.4791666666666667,0.92,0.7664160401002507,0.8,25,47,0.8736152052879333,1.611147186147186,156.82221370000025,current shuffle,0.9090909090909091,0.8333333333333334,0.7096774193548387,0.9444444444444444,0.8,0.7619047619047619,0.8421052631578947,0.8571428571428571,0.6,0.7579064191362372,False
