comparison,feature,n_pos,n_neg,median_pos,median_neg,iqr_pos,iqr_neg,cohens_d,cliffs_delta,ks_statistic,mannwhitney_p,auroc,abs_auc,average_precision
bits_fall_vs_nonfall,gyro_mag_p95,48,480,6.241908347606659,0.5128731086850167,4.3564120620489115,2.2692996373400094,2.192102146435219,0.8194444444444444,0.7291666666666666,7.504934167872507e-21,0.9097222222222223,0.9097222222222223,0.5382193770340136
bits_fall_vs_nonfall,gx_max,48,480,3.5106425285339355,0.23872613906860352,3.928107738494873,1.3404216635972261,2.415272165800588,0.8192708333333333,0.7041666666666667,7.644130621650144e-21,0.9096354166666667,0.9096354166666667,0.5987411573366543
bits_fall_vs_nonfall,acc_mag_mean,48,480,13.710344791412354,9.8181471824646,3.9219212532043457,0.22907257080078125,2.5130992592370878,0.8177083333333334,0.75,9.058888712968165e-21,0.9088541666666669,0.9088541666666669,0.5883472030040049
bits_fall_vs_nonfall,gyro_mag_mean,48,480,2.8493824005126953,0.25904974341392517,2.1091987788677216,1.2094751568511128,2.146057314362056,0.8174479166666667,0.7354166666666667,9.317328072714938e-21,0.9087239583333333,0.9087239583333333,0.5591224942547506
bits_fall_vs_nonfall,gz_range,48,480,6.685675621032715,0.592172771692276,4.653998970985413,2.2033298313617706,2.179747089110767,0.8102430555555555,0.7145833333333333,2.021521974210271e-20,0.9051215277777778,0.9051215277777778,0.5256595199924446
bits_fall_vs_nonfall,az_max,48,480,17.83321189880371,3.0298622846603394,28.66541814804077,3.8866275250911713,3.007214103894129,0.8095486111111111,0.68125,2.1760964865196416e-20,0.9047743055555555,0.9047743055555555,0.765024945363914
bits_fall_vs_nonfall,gy_max,48,480,3.217793583869934,0.16077972948551178,3.254445791244507,0.5905844965018332,2.6081046757149435,0.8015625,0.6625,5.090892745946104e-20,0.90078125,0.90078125,0.6244560416198324
bits_fall_vs_nonfall,ay_min,48,480,-28.199625968933105,-3.6387078762054443,30.98276448249817,5.230372905731201,-2.3671540665472075,-0.7895833333333333,0.6666666666666666,1.7952439704144813e-19,0.10520833333333333,0.8947916666666667,0.050057485902810166
bits_fall_vs_nonfall,gz_min,48,480,-3.785531759262085,-0.34746015071868896,3.135937809944153,0.8781187878921628,-1.9735682608502227,-0.780859375,0.7104166666666667,4.440970035320016e-19,0.10957031250000002,0.8904296875,0.052113635885044224
bits_fall_vs_nonfall,pitch_min,48,480,-1.019481360912323,0.8630653321743011,0.6962679326534271,1.2414760161191225,-1.7211929301977327,-0.7731770833333333,0.7125,9.783754646002618e-19,0.11341145833333334,0.8865885416666667,0.05072764909425492
bits_fall_vs_nonfall,roll_min,48,480,-2.938537120819092,-1.0827728509902954,0.9243887662887573,0.6191610097885132,-1.6994069560808533,-0.7578993055555555,0.6791666666666667,4.59860289166675e-18,0.1210503472222222,0.8789496527777778,0.05050912070528114
bits_fall_vs_nonfall,gz_std,48,480,1.3910349607467651,0.11066346615552902,0.9570702016353607,0.6189597980119288,1.5711126774534587,0.7423611111111111,0.6729166666666667,2.152841132499805e-17,0.8711805555555555,0.8711805555555555,0.34266871045587527
bits_fall_vs_nonfall,gz_max,48,480,2.5281269550323486,0.19376645982265472,2.7627603113651276,1.039692647755146,1.665763237057863,0.7380208333333333,0.6541666666666667,3.290370514583351e-17,0.8690104166666667,0.8690104166666667,0.4032523295877107
bits_fall_vs_nonfall,pre_impact_energy,48,480,242.908828125,113.67219238281251,189.237392578125,98.11724243164062,1.5086872330589471,0.66875,0.56875,2.1089365161203185e-14,0.834375,0.834375,0.3944589939671835
bits_fall_vs_nonfall,post_impact_energy,48,480,201.31038085937502,89.2011083984375,150.8228369140625,101.10968872070312,1.6312784695144826,0.653125,0.4895833333333333,8.317288348169959e-14,0.8265625,0.8265625,0.42501934546081016
bits_fall_vs_nonfall,gyro_peak_distance_from_center,48,480,3.0,16.0,8.25,15.0,-1.1182389921658202,-0.5983506944444444,0.5083333333333333,6.844996375957543e-12,0.20082465277777778,0.7991753472222223,0.057076992091889336
bits_fall_vs_nonfall,ax_min,48,480,-38.02878189086914,-9.29189682006836,55.809800148010254,9.9024178981781,-2.3954275467176447,-0.5487847222222222,0.5583333333333333,3.5511077330962934e-10,0.22560763888888885,0.7743923611111112,0.05794589691580362
bits_fall_vs_nonfall,tilt_delta_mean,48,480,0.21186476945877075,0.0011356920003890991,0.5421248651109636,0.03117659711278975,1.6040676204431208,0.4046875,0.5479166666666667,3.7391569729117576e-06,0.70234375,0.70234375,0.5561067984611996
bits_fall_vs_nonfall,pitch_mean,48,480,0.3725392669439316,1.1086013317108154,0.7634963651653379,1.185203363187611,-0.6294050310067019,-0.40043402777777776,0.5125,4.7223769865780916e-06,0.2997829861111111,0.7002170138888889,0.06271236481052934
