run_id,group_id,config_id,feature_set,width_multiplier,shared_dense,head_dense,sampler,fall_loss,alpha_fall,lambda_dir,fall_gamma,direction_loss,adapter_type,adapter_filters,impact_position,learning_rate,notes,seed,train_dataset,test_dataset,sampling_rate,window_seconds,input_shape,n_train,n_val,n_test,params,model_size_float32_kb,model_size_int8_kb,fall_threshold,val_best_fall_f1,fall_precision,fall_recall,fall_f1,fall_accuracy,direction_macro_f1,direction_accuracy,direction_n_supervised,bits_fall_f1,bits_fall_precision,bits_fall_recall,bits_direction_macro_f1,bits_direction_accuracy,bits_direction_n_supervised,weda_fall_f1,weda_fall_precision,weda_fall_recall,weda_direction_macro_f1,weda_direction_accuracy,weda_direction_n_supervised,best_epoch,best_val_loss,best_monitor,train_seconds,sampler_note,mixed_forward_f1,mixed_backward_f1,mixed_lateral_f1,bits_forward_f1,bits_backward_f1,bits_lateral_f1,weda_forward_f1,weda_backward_f1,weda_lateral_f1,selection_score,passes_hard_filter
FL1_FALL_FOCAL,loss,FL1,tilt12,1.0,0,32,current,focal,1.0,1.0,1.0,ce,none,0,0.5,0.001,,42,bits+weda,bits+weda,25.0,2.0,"(50, 12)",3999,748,708,65959,257.65234375,64.4130859375,0.5499999999999998,0.8592592592592593,0.8405797101449275,0.7945205479452054,0.8169014084507042,0.963276836158192,0.6949348292360997,0.7049180327868853,61,0.8705882352941177,1.0,0.7708333333333334,0.8174258174258174,0.8333333333333334,36,0.7368421052631579,0.65625,0.84,0.5231481481481481,0.52,25,12,0.2650712728500366,1.6621483765368659,68.04984490000061,current shuffle,0.7272727272727273,0.6206896551724138,0.7368421052631579,0.8648648648648649,0.7692307692307693,0.8181818181818182,0.4444444444444444,0.5,0.625,0.71169434465679,False
