learning_rate,n_runs,mean_E3_direction_f1,mean_E6_direction_f1,mean_E7_direction_f1,mean_score,std_score,best_score
0.001,26,0.8360898716117757,0.8406361505527974,0.8204467392549183,0.8327608155870249,0.05153069756385765,0.9202156103198804
0.0005,26,0.8359828644059181,0.8358799501265616,0.824474628112399,0.8324995192340554,0.0346780227384139,0.9008726118944652
