pipeline,experiment_id,train_protocol,source,E2E_Direction_Macro_F1,coverage,correct_rate,forward_f1,backward_f1,lateral_f1,direction_n_supervised,method
DS-Fall-RD Compact Hybrid,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,DS-Fall-RD Compact Hybrid,0.7641093474426808,0.8524590163934426,0.7377049180327869,0.8518518518518519,0.5833333333333334,0.8571428571428571,61,DS-Fall-RD Compact Hybrid
DS-Fall-RD Compact Hybrid,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,DS-Fall-RD Compact Hybrid,0.6857142857142856,0.8055555555555556,0.6944444444444444,0.8571428571428571,0.4,0.8,36,DS-Fall-RD Compact Hybrid
DS-Fall-RD Compact Hybrid,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,DS-Fall-RD Compact Hybrid,0.8299081035923143,0.92,0.8,0.8421052631578947,0.7142857142857143,0.9333333333333333,25,DS-Fall-RD Compact Hybrid
