run_id,eval,dataset,n,E3_Fall_Precision,TN,FP,FN,TP,fall_precision,fall_recall,fall_f1,fall_accuracy,fall_auroc,fall_average_precision,direction_macro_f1,direction_accuracy,direction_n_supervised,forward_f1,backward_f1,lateral_f1,end_to_end_direction_macro_f1,end_to_end_direction_coverage,end_to_end_direction_correct_rate,E7_WEDA_FP_reduction_vs_A5_reference,model_type,feature_set,fall_expert,number_features,threshold,threshold_note,upper_bound_timing,deep_fall_used_for_final,direction_source,estimated_params_or_nodes,number_trees,max_depth,edge_suitability,complexity_notes
HYB_RF_FullNoTiming,E6,bits,528.0,,478.0,2.0,10.0,38.0,0.95,0.7916666666666666,0.8636363636363636,0.9772727272727273,0.9806423611111111,0.9356541392241156,0.9350469350469351,0.9444444444444444,36.0,0.972972972972973,0.9230769230769231,0.9090909090909091,0.7279800809212573,0.7777777777777778,0.7222222222222222,,hybrid_ml_fall_a5_direction,FullNoTiming,RF,132.0,0.6691171548117155,best_val_f1_then_recall088_hard_negative_fp_tiebreak,False,False,A5_reference,2562.0,50.0,5.0,medium,"RF 50 trees depth<=5, total nodes=2562."
HYB_RF_FullNoTiming,E7,weda,180.0,,134.0,21.0,0.0,25.0,0.5434782608695652,1.0,0.704225352112676,0.8833333333333333,0.9646451612903226,0.8290831764852424,0.8390350877192981,0.84,25.0,0.8421052631578947,0.875,0.8,0.8390350877192981,1.0,0.84,0.0,hybrid_ml_fall_a5_direction,FullNoTiming,RF,132.0,0.6691171548117155,best_val_f1_then_recall088_hard_negative_fp_tiebreak,False,False,A5_reference,2562.0,50.0,5.0,medium,"RF 50 trees depth<=5, total nodes=2562."
HYB_GB_FullNoTiming,E3,bits+weda,708.0,,628.0,7.0,11.0,62.0,0.8985507246376812,0.8493150684931506,0.8732394366197183,0.9745762711864406,0.9833567036997086,0.9355970977588354,0.8966626725247414,0.9016393442622951,61.0,0.9285714285714286,0.896551724137931,0.8648648648648649,0.7998290598290598,0.8524590163934426,0.7540983606557377,,hybrid_ml_fall_a5_direction,FullNoTiming,GB,132.0,0.4853849372384938,best_val_f1_then_recall088_hard_negative_fp_tiebreak,False,False,A5_reference,1408.0,100.0,3.0,medium,GradientBoosting trees=100.
HYB_GB_FullNoTiming,E6,bits,528.0,,480.0,0.0,9.0,39.0,1.0,0.8125,0.896551724137931,0.9829545454545454,0.9877387152777778,0.9554014080837365,0.9350469350469351,0.9444444444444444,36.0,0.972972972972973,0.9230769230769231,0.9090909090909091,0.7798319327731092,0.8055555555555556,0.75,,hybrid_ml_fall_a5_direction,FullNoTiming,GB,132.0,0.4853849372384938,best_val_f1_then_recall088_hard_negative_fp_tiebreak,False,False,A5_reference,1408.0,100.0,3.0,medium,GradientBoosting trees=100.
HYB_GB_FullNoTiming,E7,weda,180.0,,148.0,7.0,2.0,23.0,0.7666666666666667,0.92,0.8363636363636363,0.95,0.9816774193548388,0.9410734472049691,0.8390350877192981,0.84,25.0,0.8421052631578947,0.875,0.8,0.7925925925925927,0.92,0.76,14.0,hybrid_ml_fall_a5_direction,FullNoTiming,GB,132.0,0.4853849372384938,best_val_f1_then_recall088_hard_negative_fp_tiebreak,False,False,A5_reference,1408.0,100.0,3.0,medium,GradientBoosting trees=100.
HYB_HGB_FullNoTiming,E3,bits+weda,708.0,,628.0,7.0,7.0,66.0,0.9041095890410958,0.9041095890410958,0.9041095890410958,0.980225988700565,0.9822025671448603,0.9542760208924828,0.8966626725247414,0.9016393442622951,61.0,0.9285714285714286,0.896551724137931,0.8648648648648649,0.8456790123456791,0.9180327868852459,0.819672131147541,,hybrid_ml_fall_a5_direction,FullNoTiming,HGB,132.0,0.2048912043068868,best_val_f1_then_recall088_hard_negative_fp_tiebreak,False,False,A5_reference,100.0,100.0,,low,HistGradientBoosting iterations=100.
HYB_HGB_FullNoTiming,E6,bits,528.0,,480.0,0.0,6.0,42.0,1.0,0.875,0.9333333333333333,0.9886363636363636,0.9803819444444444,0.960167590532261,0.9350469350469351,0.9444444444444444,36.0,0.972972972972973,0.9230769230769231,0.9090909090909091,0.8682539682539683,0.8888888888888888,0.8333333333333334,,hybrid_ml_fall_a5_direction,FullNoTiming,HGB,132.0,0.2048912043068868,best_val_f1_then_recall088_hard_negative_fp_tiebreak,False,False,A5_reference,100.0,100.0,,low,HistGradientBoosting iterations=100.
HYB_HGB_FullNoTiming,E7,weda,180.0,,148.0,7.0,1.0,24.0,0.7741935483870968,0.96,0.8571428571428571,0.9555555555555556,0.9907096774193549,0.9601019410696832,0.8390350877192981,0.84,25.0,0.8421052631578947,0.875,0.8,0.8140350877192982,0.96,0.8,14.0,hybrid_ml_fall_a5_direction,FullNoTiming,HGB,132.0,0.2048912043068868,best_val_f1_then_recall088_hard_negative_fp_tiebreak,False,False,A5_reference,100.0,100.0,,low,HistGradientBoosting iterations=100.
HYB_RF_FullTiming,E3,bits+weda,708.0,,629.0,6.0,5.0,68.0,0.918918918918919,0.9315068493150684,0.9251700680272109,0.9844632768361582,0.9859238485600259,0.94749951821152,0.8966626725247414,0.9016393442622951,61.0,0.9285714285714286,0.896551724137931,0.8648648648648649,0.8597883597883599,0.9344262295081968,0.8360655737704918,,hybrid_ml_fall_a5_direction,FullTiming,RF,136.0,0.5521966527196653,best_val_f1_then_recall088_hard_negative_fp_tiebreak,True,False,A5_reference,2420.0,50.0,5.0,medium,"RF 50 trees depth<=5, total nodes=2420."
HYB_RF_FullTiming,E6,bits,528.0,,479.0,1.0,5.0,43.0,0.9772727272727273,0.8958333333333334,0.9347826086956522,0.9886363636363636,0.9883463541666665,0.9574992214258893,0.9350469350469351,0.9444444444444444,36.0,0.972972972972973,0.9230769230769231,0.9090909090909091,0.8682539682539683,0.8888888888888888,0.8333333333333334,,hybrid_ml_fall_a5_direction,FullTiming,RF,136.0,0.5521966527196653,best_val_f1_then_recall088_hard_negative_fp_tiebreak,True,False,A5_reference,2420.0,50.0,5.0,medium,"RF 50 trees depth<=5, total nodes=2420."
HYB_RF_FullTiming,E7,weda,180.0,,150.0,5.0,0.0,25.0,0.8333333333333334,1.0,0.9090909090909091,0.9722222222222222,0.9961290322580645,0.966618305146492,0.8390350877192981,0.84,25.0,0.8421052631578947,0.875,0.8,0.8390350877192981,1.0,0.84,16.0,hybrid_ml_fall_a5_direction,FullTiming,RF,136.0,0.5521966527196653,best_val_f1_then_recall088_hard_negative_fp_tiebreak,True,False,A5_reference,2420.0,50.0,5.0,medium,"RF 50 trees depth<=5, total nodes=2420."
HYB_GB_FullTiming,E3,bits+weda,708.0,,627.0,8.0,5.0,68.0,0.8947368421052632,0.9315068493150684,0.912751677852349,0.981638418079096,0.9799482256498758,0.8372167503637764,0.8966626725247414,0.9016393442622951,61.0,0.9285714285714286,0.896551724137931,0.8648648648648649,0.8524130190796857,0.9344262295081968,0.8360655737704918,,hybrid_ml_fall_a5_direction,FullTiming,GB,136.0,0.7735104602510461,best_val_f1_then_recall088_hard_negative_fp_tiebreak,True,False,A5_reference,1432.0,100.0,3.0,medium,GradientBoosting trees=100.
HYB_GB_FullTiming,E6,bits,528.0,,475.0,5.0,5.0,43.0,0.8958333333333334,0.8958333333333334,0.8958333333333334,0.9810606060606061,0.9754557291666667,0.8095095267183103,0.9350469350469351,0.9444444444444444,36.0,0.972972972972973,0.9230769230769231,0.9090909090909091,0.842953342953343,0.8888888888888888,0.8333333333333334,,hybrid_ml_fall_a5_direction,FullTiming,GB,136.0,0.7735104602510461,best_val_f1_then_recall088_hard_negative_fp_tiebreak,True,False,A5_reference,1432.0,100.0,3.0,medium,GradientBoosting trees=100.
HYB_GB_FullTiming,E7,weda,180.0,,152.0,3.0,0.0,25.0,0.8928571428571429,1.0,0.9433962264150944,0.9833333333333333,0.9945806451612904,0.9532244323526193,0.8390350877192981,0.84,25.0,0.8421052631578947,0.875,0.8,0.8390350877192981,1.0,0.84,18.0,hybrid_ml_fall_a5_direction,FullTiming,GB,136.0,0.7735104602510461,best_val_f1_then_recall088_hard_negative_fp_tiebreak,True,False,A5_reference,1432.0,100.0,3.0,medium,GradientBoosting trees=100.
HYB_HGB_FullTiming,E3,bits+weda,708.0,,629.0,6.0,3.0,70.0,0.9210526315789473,0.958904109589041,0.9395973154362416,0.9872881355932204,0.9960306331571567,0.9807603171388762,0.8966626725247414,0.9016393442622951,61.0,0.9285714285714286,0.896551724137931,0.8648648648648649,0.8770328770328769,0.9672131147540983,0.8688524590163934,,hybrid_ml_fall_a5_direction,FullTiming,HGB,136.0,0.3225313807531381,best_val_f1_then_recall088_hard_negative_fp_tiebreak,True,False,A5_reference,100.0,100.0,,low,HistGradientBoosting iterations=100.
HYB_HGB_FullTiming,E6,bits,528.0,,477.0,3.0,3.0,45.0,0.9375,0.9375,0.9375,0.9886363636363636,0.996267361111111,0.9765630625054152,0.9350469350469351,0.9444444444444444,36.0,0.972972972972973,0.9230769230769231,0.9090909090909091,0.8956228956228957,0.9444444444444444,0.8888888888888888,,hybrid_ml_fall_a5_direction,FullTiming,HGB,136.0,0.3225313807531381,best_val_f1_then_recall088_hard_negative_fp_tiebreak,True,False,A5_reference,100.0,100.0,,low,HistGradientBoosting iterations=100.
HYB_HGB_FullTiming,E7,weda,180.0,,152.0,3.0,0.0,25.0,0.8928571428571429,1.0,0.9433962264150944,0.9833333333333333,0.9994838709677419,0.9968615384615386,0.8390350877192981,0.84,25.0,0.8421052631578947,0.875,0.8,0.8390350877192981,1.0,0.84,18.0,hybrid_ml_fall_a5_direction,FullTiming,HGB,136.0,0.3225313807531381,best_val_f1_then_recall088_hard_negative_fp_tiebreak,True,False,A5_reference,100.0,100.0,,low,HistGradientBoosting iterations=100.
