experiment_id,train_dataset,test_dataset,sampling_rate,input_shape,n_train,n_val,n_test,fall_f1,fall_precision,fall_recall,fall_accuracy,direction_macro_f1,direction_accuracy,direction_n_supervised,best_epoch,best_val_loss,model_params,model_size_float32_kb,model_size_int8_kb_if_available,inference_latency_ms
E1_BITS_TO_BITS,bits,bits,25.0,"(50, 12)",45398,8427,7706,0.7213675213675214,0.6196769456681351,0.8629856850715747,0.78847651180898,0.6153967624586444,0.6165137614678899,1635,1,1.2431498765945435,65959,257.65234375,64.4130859375,76.18572333334062
E2_WEDA_TO_WEDA,weda,weda,25.0,"(50, 12)",18016,2441,1587,0.7142857142857143,0.6081081081081081,0.8653846153846154,0.9319470699432892,0.7269320518905236,0.7371794871794872,156,13,0.2259383201599121,65959,257.65234375,64.4130859375,91.19197333334341
E3_BITS_WEDA_MIXED,bits+weda,bits+weda,25.0,"(50, 12)",63414,10868,9293,0.7113451412158928,0.6080196399345336,0.8569780853517878,0.8053373506940708,0.6215232526225135,0.6214405360134003,1791,1,1.0681848526000977,65959,257.65234375,64.4130859375,75.15639333332729
E4_BITS_TO_WEDA,bits,weda,25.0,"(50, 12)",45398,8427,1587,0.32889963724304716,0.20268256333830104,0.8717948717948718,0.6502835538752363,0.486758669497523,0.5256410256410257,156,1,1.2431498765945435,65959,257.65234375,64.4130859375,98.85037666666297
E5_WEDA_TO_BITS,weda,bits,25.0,"(50, 12)",18016,2441,7706,0.15187931475326003,0.20259208731241474,0.12147239263803682,0.5695561899818323,0.5900972669769663,0.6507645259938838,1635,13,0.2259383201599121,65959,257.65234375,64.4130859375,100.82654333333873
