run_id,experiment_id,train_protocol,model_name,seed,learning_rate,best_epoch,best_val_macro_f1,best_val_loss,direction_macro_f1,direction_accuracy,forward_f1,backward_f1,lateral_f1,direction_n_supervised,historical_A5_reference_macro_f1,delta_vs_historical_A5,params,estimated_fp32_kb,estimated_int8_kb,cm_00,cm_01,cm_02,cm_10,cm_11,cm_12,cm_20,cm_21,cm_22,params_reduction_vs_A5_Direction_Only,params_reduction_vs_historical_A5,edge_suitability,tflite_convert,int8_tflite_convert,macs_estimate,complexity_note
A5_Direction_Only_E3_BITS_WEDA_MIXED_seed45_lr0.0005,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,A5_Direction_Only,45,0.0005,17,0.8594288290028654,0.5992542505264282,0.7552825552825553,0.7868852459016393,0.9090909090909091,0.7567567567567568,0.6,61,0.8967,-0.14141744471744477,57268,223.703125,55.92578125,25,0,2,1,14,0,2,8,9,,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only_E3_BITS_WEDA_MIXED_seed45_lr0.0005,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,A5_Direction_Only,45,0.0005,17,0.8594288290028654,0.5992542505264282,0.7309941520467836,0.7777777777777778,0.8947368421052632,0.6666666666666666,0.631578947368421,36,0.935,-0.2040058479532164,57268,223.703125,55.92578125,17,0,1,1,5,0,2,4,6,,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only_E3_BITS_WEDA_MIXED_seed45_lr0.0005,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,A5_Direction_Only,45,0.0005,17,0.8594288290028654,0.5992542505264282,0.7682709447415329,0.8,0.9411764705882353,0.8181818181818182,0.5454545454545454,25,0.839,-0.07072905525846707,57268,223.703125,55.92578125,8,0,1,0,9,0,0,4,3,,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only_E4_BITS_TO_WEDA_seed45_lr0.0005,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,A5_Direction_Only,45,0.0005,12,0.8513457556935817,0.4059147536754608,0.3333333333333333,0.4,0.6,0.0,0.4,25,,,57268,223.703125,55.92578125,6,0,3,3,0,6,2,1,4,,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only_E5_WEDA_TO_BITS_seed45_lr0.0005,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,A5_Direction_Only,45,0.0005,32,1.0,0.05922723934054375,0.5752811635164576,0.6388888888888888,0.8108108108108109,0.47058823529411764,0.4444444444444444,36,,,57268,223.703125,55.92578125,15,1,2,2,4,0,2,6,4,,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only_E1_BITS_TO_BITS_seed46_lr0.001,E1_BITS_TO_BITS,E1_BITS_TO_BITS,A5_Direction_Only,46,0.001,11,0.8513457556935817,0.4938577711582184,0.8902319902319903,0.8888888888888888,0.9142857142857143,0.9230769230769231,0.8333333333333334,36,,,57268,223.703125,55.92578125,16,0,2,0,6,0,1,1,10,,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only_E2_WEDA_TO_WEDA_seed46_lr0.001,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,A5_Direction_Only,46,0.001,14,0.8009259259259259,1.1238555908203125,0.7821262558104664,0.8,0.8421052631578947,0.8888888888888888,0.6153846153846154,25,,,57268,223.703125,55.92578125,8,0,1,0,8,1,2,1,4,,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only_E3_BITS_WEDA_MIXED_seed46_lr0.001,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,A5_Direction_Only,46,0.001,4,0.8717846327909221,0.40599822998046875,0.7714833059660645,0.7868852459016393,0.8620689655172413,0.7857142857142857,0.6666666666666666,61,0.8967,-0.12521669403393554,57268,223.703125,55.92578125,25,0,2,1,11,3,5,2,12,,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only_E3_BITS_WEDA_MIXED_seed46_lr0.001,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,A5_Direction_Only,46,0.001,4,0.8717846327909221,0.40599822998046875,0.7838827838827839,0.8333333333333334,0.9230769230769231,0.6666666666666666,0.7619047619047619,36,0.935,-0.15111721611721618,57268,223.703125,55.92578125,18,0,0,1,4,1,2,2,8,,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only_E3_BITS_WEDA_MIXED_seed46_lr0.001,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,A5_Direction_Only,46,0.001,4,0.8717846327909221,0.40599822998046875,0.7150584795321637,0.72,0.7368421052631579,0.875,0.5333333333333333,25,0.839,-0.12394152046783624,57268,223.703125,55.92578125,7,0,2,0,7,2,3,0,4,,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only_E4_BITS_TO_WEDA_seed46_lr0.001,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,A5_Direction_Only,46,0.001,11,0.8513457556935817,0.4938577711582184,0.3288267288267288,0.36,0.3076923076923077,0.5454545454545454,0.13333333333333333,25,,,57268,223.703125,55.92578125,2,1,6,2,6,1,0,6,1,,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only_E5_WEDA_TO_BITS_seed46_lr0.001,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,A5_Direction_Only,46,0.001,14,0.8009259259259259,1.1238555908203125,0.5805617147080562,0.6944444444444444,0.8780487804878049,0.36363636363636365,0.5,36,,,57268,223.703125,55.92578125,18,0,0,1,2,3,4,3,5,,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only_E1_BITS_TO_BITS_seed46_lr0.0005,E1_BITS_TO_BITS,E1_BITS_TO_BITS,A5_Direction_Only,46,0.0005,14,0.8138528138528139,0.519839346408844,0.8079365079365078,0.8333333333333334,0.9,0.8571428571428571,0.6666666666666666,36,,,57268,223.703125,55.92578125,18,0,0,0,6,0,4,2,6,,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only_E2_WEDA_TO_WEDA_seed46_lr0.0005,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,A5_Direction_Only,46,0.0005,18,0.7592592592592592,1.154614806175232,0.5970809376382132,0.6,0.631578947368421,0.5714285714285714,0.5882352941176471,25,,,57268,223.703125,55.92578125,6,1,2,2,4,3,2,0,5,,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only_E3_BITS_WEDA_MIXED_seed46_lr0.0005,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,A5_Direction_Only,46,0.0005,4,0.8736113736113736,0.46063873171806335,0.7887955182072829,0.819672131147541,0.9,0.8235294117647058,0.6428571428571429,61,0.8967,-0.10790448179271717,57268,223.703125,55.92578125,27,0,0,1,14,0,5,5,9,,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only_E3_BITS_WEDA_MIXED_seed46_lr0.0005,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,A5_Direction_Only,46,0.0005,4,0.8736113736113736,0.46063873171806335,0.7627450980392158,0.8055555555555556,0.9,0.8,0.5882352941176471,36,0.935,-0.1722549019607843,57268,223.703125,55.92578125,18,0,0,0,6,0,4,3,5,,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only_E3_BITS_WEDA_MIXED_seed46_lr0.0005,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,A5_Direction_Only,46,0.0005,4,0.8736113736113736,0.46063873171806335,0.8231259968102073,0.84,0.9,0.8421052631578947,0.7272727272727273,25,0.839,-0.015874003189792707,57268,223.703125,55.92578125,9,0,0,1,8,0,1,2,4,,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only_E4_BITS_TO_WEDA_seed46_lr0.0005,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,A5_Direction_Only,46,0.0005,14,0.8138528138528139,0.519839346408844,0.2716049382716049,0.36,0.5925925925925926,0.0,0.2222222222222222,25,,,57268,223.703125,55.92578125,8,1,0,8,0,1,2,4,1,,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only_E5_WEDA_TO_BITS_seed46_lr0.0005,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,A5_Direction_Only,46,0.0005,18,0.7592592592592592,1.154614806175232,0.5373015873015873,0.6388888888888888,0.85,0.42857142857142855,0.3333333333333333,36,,,57268,223.703125,55.92578125,17,1,0,0,3,3,5,4,3,,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E1_BITS_TO_BITS_seed42_lr0.001,E1_BITS_TO_BITS,E1_BITS_TO_BITS,LDX1_D1_Wide_DSConv,42,0.001,13,0.8772175536881419,0.40127184987068176,0.7486057486057486,0.7777777777777778,0.8648648648648649,0.7142857142857143,0.6666666666666666,36,,,5699,22.26171875,5.5654296875,16,0,2,1,5,0,2,3,7,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E2_WEDA_TO_WEDA_seed42_lr0.001,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,LDX1_D1_Wide_DSConv,42,0.001,31,0.9191176470588235,0.23667098581790924,0.9568151147098515,0.96,0.9473684210526315,1.0,0.9230769230769231,25,,,5699,22.26171875,5.5654296875,9,0,0,0,9,0,1,0,6,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed42_lr0.001,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,42,0.001,11,0.8928812415654521,0.40853050351142883,0.8829185520361991,0.8852459016393442,0.9019607843137255,0.875,0.8717948717948718,61,0.8967,-0.013781447963800986,5699,22.26171875,5.5654296875,23,2,2,0,14,1,1,1,17,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed42_lr0.001,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,42,0.001,11,0.8928812415654521,0.40853050351142883,0.8902319902319903,0.8888888888888888,0.9142857142857143,0.9230769230769231,0.8333333333333334,36,0.935,-0.044768009768009764,5699,22.26171875,5.5654296875,16,0,2,0,6,0,1,1,10,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed42_lr0.001,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,42,0.001,11,0.8928812415654521,0.40853050351142883,0.8834795321637428,0.88,0.875,0.8421052631578947,0.9333333333333333,25,0.839,0.044479532163742785,5699,22.26171875,5.5654296875,7,2,0,0,8,1,0,0,7,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E4_BITS_TO_WEDA_seed42_lr0.001,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,LDX1_D1_Wide_DSConv,42,0.001,13,0.8772175536881419,0.40127184987068176,0.3354978354978355,0.44,0.6428571428571429,0.18181818181818182,0.18181818181818182,25,,,5699,22.26171875,5.5654296875,9,0,0,5,1,3,5,1,1,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E5_WEDA_TO_BITS_seed42_lr0.001,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,LDX1_D1_Wide_DSConv,42,0.001,31,0.9191176470588235,0.23667098581790924,0.7321123321123321,0.7777777777777778,0.9142857142857143,0.6153846153846154,0.6666666666666666,36,,,5699,22.26171875,5.5654296875,16,0,2,0,4,2,1,3,8,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E1_BITS_TO_BITS_seed42_lr0.0005,E1_BITS_TO_BITS,E1_BITS_TO_BITS,LDX1_D1_Wide_DSConv,42,0.0005,24,0.8772175536881419,0.40039607882499695,0.8513457556935817,0.8611111111111112,0.9142857142857143,0.8571428571428571,0.782608695652174,36,,,5699,22.26171875,5.5654296875,16,0,2,0,6,0,1,2,9,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E2_WEDA_TO_WEDA_seed42_lr0.0005,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,LDX1_D1_Wide_DSConv,42,0.0005,7,0.9166666666666666,0.8628743886947632,0.6,0.6,0.5,0.7,0.6,25,,,5699,22.26171875,5.5654296875,5,4,0,2,7,0,4,0,3,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed42_lr0.0005,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,42,0.0005,23,0.8928812415654521,0.42846181988716125,0.8444155280850142,0.8524590163934426,0.9056603773584906,0.8275862068965517,0.8,61,0.8967,-0.052284471914985864,5699,22.26171875,5.5654296875,24,1,2,0,12,3,2,1,16,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed42_lr0.0005,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,42,0.0005,23,0.8928812415654521,0.42846181988716125,0.8492063492063492,0.8611111111111112,0.9142857142857143,0.8333333333333334,0.8,36,0.935,-0.08579365079365087,5699,22.26171875,5.5654296875,16,0,2,0,5,1,1,1,10,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed42_lr0.0005,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,42,0.0005,23,0.8928812415654521,0.42846181988716125,0.8374727668845315,0.84,0.8888888888888888,0.8235294117647058,0.8,25,0.839,-0.0015272331154684293,5699,22.26171875,5.5654296875,8,1,0,0,7,2,1,0,6,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E4_BITS_TO_WEDA_seed42_lr0.0005,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,LDX1_D1_Wide_DSConv,42,0.0005,24,0.8772175536881419,0.40039607882499695,0.3383838383838384,0.44,0.6666666666666666,0.16666666666666666,0.18181818181818182,25,,,5699,22.26171875,5.5654296875,9,0,0,5,1,3,4,2,1,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E5_WEDA_TO_BITS_seed42_lr0.0005,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,LDX1_D1_Wide_DSConv,42,0.0005,7,0.9166666666666666,0.8628743886947632,0.7424501424501425,0.7777777777777778,0.8717948717948718,0.8,0.5555555555555556,36,,,5699,22.26171875,5.5654296875,17,0,1,0,6,0,4,3,5,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E1_BITS_TO_BITS_seed43_lr0.001,E1_BITS_TO_BITS,E1_BITS_TO_BITS,LDX1_D1_Wide_DSConv,43,0.001,29,0.8993788819875776,0.32943034172058105,0.8534618534618535,0.8888888888888888,0.972972972972973,0.7692307692307693,0.8181818181818182,36,,,5699,22.26171875,5.5654296875,18,0,0,0,5,1,1,2,9,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E2_WEDA_TO_WEDA_seed43_lr0.001,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,LDX1_D1_Wide_DSConv,43,0.001,14,0.9581699346405229,0.28886836767196655,0.9197780776728145,0.92,0.8888888888888888,0.9473684210526315,0.9230769230769231,25,,,5699,22.26171875,5.5654296875,8,1,0,0,9,0,1,0,6,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed43_lr0.001,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,43,0.001,13,0.8916293916293917,0.3871763348579407,0.8716991341991341,0.8852459016393442,0.9454545454545454,0.8571428571428571,0.8125,61,0.8967,-0.025000865800865912,5699,22.26171875,5.5654296875,26,1,0,0,15,0,2,4,13,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed43_lr0.001,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,43,0.001,13,0.8916293916293917,0.3871763348579407,0.8681704260651628,0.8888888888888888,0.9473684210526315,0.8571428571428571,0.8,36,0.935,-0.06682957393483724,5699,22.26171875,5.5654296875,18,0,0,0,6,0,2,2,8,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed43_lr0.001,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,43,0.001,13,0.8916293916293917,0.3871763348579407,0.8772175536881419,0.88,0.9411764705882353,0.8571428571428571,0.8333333333333334,25,0.839,0.03821755368814195,5699,22.26171875,5.5654296875,8,1,0,0,9,0,0,2,5,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E4_BITS_TO_WEDA_seed43_lr0.001,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,LDX1_D1_Wide_DSConv,43,0.001,29,0.8993788819875776,0.32943034172058105,0.3742985409652076,0.44,0.5925925925925926,0.16666666666666666,0.36363636363636365,25,,,5699,22.26171875,5.5654296875,8,0,1,7,1,1,3,2,2,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E5_WEDA_TO_BITS_seed43_lr0.001,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,LDX1_D1_Wide_DSConv,43,0.001,14,0.9581699346405229,0.28886836767196655,0.6749999999999999,0.75,0.9,0.625,0.5,36,,,5699,22.26171875,5.5654296875,18,0,0,1,5,0,3,5,4,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E1_BITS_TO_BITS_seed43_lr0.0005,E1_BITS_TO_BITS,E1_BITS_TO_BITS,LDX1_D1_Wide_DSConv,43,0.0005,6,0.8412617220801364,0.9288222789764404,0.8244348244348245,0.8333333333333334,0.8888888888888888,0.8571428571428571,0.7272727272727273,36,,,5699,22.26171875,5.5654296875,16,0,2,0,6,0,2,2,8,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E2_WEDA_TO_WEDA_seed43_lr0.0005,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,LDX1_D1_Wide_DSConv,43,0.0005,22,0.9581699346405229,0.3224090039730072,0.8288770053475935,0.84,0.8181818181818182,0.9411764705882353,0.7272727272727273,25,,,5699,22.26171875,5.5654296875,9,0,0,1,8,0,3,0,4,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed43_lr0.0005,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,43,0.0005,16,0.8914640914640914,0.4659833610057831,0.8439325419257585,0.8524590163934426,0.8852459016393442,0.896551724137931,0.75,61,0.8967,-0.05276745807424155,5699,22.26171875,5.5654296875,27,0,0,1,13,1,6,1,12,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed43_lr0.0005,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,43,0.0005,16,0.8914640914640914,0.4659833610057831,0.8111111111111112,0.8333333333333334,0.9,0.8333333333333334,0.7,36,0.935,-0.12388888888888883,5699,22.26171875,5.5654296875,18,0,0,0,5,1,4,1,7,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed43_lr0.0005,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,43,0.0005,16,0.8914640914640914,0.4659833610057831,0.8772175536881419,0.88,0.8571428571428571,0.9411764705882353,0.8333333333333334,25,0.839,0.03821755368814195,5699,22.26171875,5.5654296875,9,0,0,1,8,0,2,0,5,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E4_BITS_TO_WEDA_seed43_lr0.0005,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,LDX1_D1_Wide_DSConv,43,0.0005,6,0.8412617220801364,0.9288222789764404,0.40452140452140456,0.44,0.5555555555555556,0.18181818181818182,0.47619047619047616,25,,,5699,22.26171875,5.5654296875,5,0,4,3,1,5,1,1,5,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E5_WEDA_TO_BITS_seed43_lr0.0005,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,LDX1_D1_Wide_DSConv,43,0.0005,22,0.9581699346405229,0.3224090039730072,0.6412698412698412,0.7222222222222222,0.8571428571428571,0.6666666666666666,0.4,36,,,5699,22.26171875,5.5654296875,18,0,0,1,5,0,5,4,3,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E1_BITS_TO_BITS_seed44_lr0.001,E1_BITS_TO_BITS,E1_BITS_TO_BITS,LDX1_D1_Wide_DSConv,44,0.001,19,0.8250000000000001,0.42251822352409363,0.7756132756132756,0.7777777777777778,0.8333333333333334,0.8571428571428571,0.6363636363636364,36,,,5699,22.26171875,5.5654296875,15,0,3,0,6,0,3,2,7,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E2_WEDA_TO_WEDA_seed44_lr0.001,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,LDX1_D1_Wide_DSConv,44,0.001,14,0.8379629629629629,0.41684025526046753,0.9214177978883861,0.92,0.9,0.9411764705882353,0.9230769230769231,25,,,5699,22.26171875,5.5654296875,9,0,0,1,8,0,1,0,6,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed44_lr0.001,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,44,0.001,8,0.8464773572134003,0.5116893649101257,0.7786137234413096,0.8032786885245902,0.8666666666666667,0.8484848484848485,0.6206896551724138,61,0.8967,-0.11808627655869042,5699,22.26171875,5.5654296875,26,0,1,1,14,0,6,4,9,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
