run_id,experiment_id,train_protocol,model_name,seed,learning_rate,best_epoch,best_val_macro_f1,best_val_loss,direction_macro_f1,direction_accuracy,forward_f1,backward_f1,lateral_f1,direction_n_supervised,historical_A5_reference_macro_f1,delta_vs_historical_A5,params,estimated_fp32_kb,estimated_int8_kb,cm_00,cm_01,cm_02,cm_10,cm_11,cm_12,cm_20,cm_21,cm_22,params_reduction_vs_A5_Direction_Only,params_reduction_vs_historical_A5,edge_suitability,tflite_convert,int8_tflite_convert,macs_estimate,complexity_note
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed44_lr0.001,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,44,0.001,8,0.8464773572134003,0.5116893649101257,0.7754385964912279,0.8055555555555556,0.8947368421052632,0.8,0.631578947368421,36,0.935,-0.15956140350877213,5699,22.26171875,5.5654296875,17,0,1,0,6,0,3,3,6,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed44_lr0.001,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,44,0.001,8,0.8464773572134003,0.5116893649101257,0.769023569023569,0.8,0.8181818181818182,0.8888888888888888,0.6,25,0.839,-0.06997643097643091,5699,22.26171875,5.5654296875,9,0,0,1,8,0,3,1,3,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E4_BITS_TO_WEDA_seed44_lr0.001,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,LDX1_D1_Wide_DSConv,44,0.001,19,0.8250000000000001,0.42251822352409363,0.3143288084464555,0.32,0.4,0.3076923076923077,0.23529411764705882,25,,,5699,22.26171875,5.5654296875,4,0,5,4,2,3,3,2,2,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E5_WEDA_TO_BITS_seed44_lr0.001,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,LDX1_D1_Wide_DSConv,44,0.001,14,0.8379629629629629,0.41684025526046753,0.6695767195767196,0.7222222222222222,0.85,0.7142857142857143,0.4444444444444444,36,,,5699,22.26171875,5.5654296875,17,0,1,0,5,1,5,3,4,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E1_BITS_TO_BITS_seed44_lr0.0005,E1_BITS_TO_BITS,E1_BITS_TO_BITS,LDX1_D1_Wide_DSConv,44,0.0005,21,0.8216538789428816,0.4658571481704712,0.8172932330827067,0.8333333333333334,0.8947368421052632,0.8571428571428571,0.7,36,,,5699,22.26171875,5.5654296875,17,0,1,0,6,0,3,2,7,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E2_WEDA_TO_WEDA_seed44_lr0.0005,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,LDX1_D1_Wide_DSConv,44,0.0005,29,0.8379629629629629,0.3807212710380554,0.9214177978883861,0.92,0.9,0.9411764705882353,0.9230769230769231,25,,,5699,22.26171875,5.5654296875,9,0,0,1,8,0,1,0,6,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed44_lr0.0005,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,44,0.0005,13,0.8606887589343731,0.4860003590583801,0.8344086021505376,0.8360655737704918,0.8571428571428571,0.9032258064516129,0.7428571428571429,61,0.8967,-0.06229139784946247,5699,22.26171875,5.5654296875,24,0,3,1,14,0,4,2,13,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed44_lr0.0005,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,44,0.0005,13,0.8606887589343731,0.4860003590583801,0.7962247962247962,0.8055555555555556,0.8648648648648649,0.8571428571428571,0.6666666666666666,36,0.935,-0.1387752037752038,5699,22.26171875,5.5654296875,16,0,2,0,6,0,3,2,7,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed44_lr0.0005,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,44,0.0005,13,0.8606887589343731,0.4860003590583801,0.880141530296329,0.88,0.8421052631578947,0.9411764705882353,0.8571428571428571,25,0.839,0.041141530296329054,5699,22.26171875,5.5654296875,8,0,1,1,8,0,1,0,6,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E4_BITS_TO_WEDA_seed44_lr0.0005,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,LDX1_D1_Wide_DSConv,44,0.0005,21,0.8216538789428816,0.4658571481704712,0.17582417582417584,0.24,0.38461538461538464,0.0,0.14285714285714285,25,,,5699,22.26171875,5.5654296875,5,0,4,7,0,2,5,1,1,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E5_WEDA_TO_BITS_seed44_lr0.0005,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,LDX1_D1_Wide_DSConv,44,0.0005,29,0.8379629629629629,0.3807212710380554,0.6872586872586872,0.75,0.918918918918919,0.5714285714285714,0.5714285714285714,36,,,5699,22.26171875,5.5654296875,17,0,1,0,4,2,2,4,6,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E1_BITS_TO_BITS_seed45_lr0.001,E1_BITS_TO_BITS,E1_BITS_TO_BITS,LDX1_D1_Wide_DSConv,45,0.001,29,0.9147511312217195,0.3181042969226837,0.9267399267399267,0.9166666666666666,0.9230769230769231,1.0,0.8571428571428571,36,,,5699,22.26171875,5.5654296875,18,0,0,0,6,0,3,0,9,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E2_WEDA_TO_WEDA_seed45_lr0.001,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,LDX1_D1_Wide_DSConv,45,0.001,25,0.9581699346405229,0.21828188002109528,0.7432306255835668,0.76,0.8571428571428571,0.7058823529411765,0.6666666666666666,25,,,5699,22.26171875,5.5654296875,9,0,0,2,6,1,1,2,4,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed45_lr0.001,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,45,0.001,12,0.8799875143961166,0.39094385504722595,0.8028762198253725,0.819672131147541,0.8813559322033898,0.8,0.7272727272727273,61,0.8967,-0.09382378017462756,5699,22.26171875,5.5654296875,26,0,1,2,12,1,4,3,12,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed45_lr0.001,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,45,0.001,12,0.8799875143961166,0.39094385504722595,0.8051408051408052,0.8333333333333334,0.918918918918919,0.7692307692307693,0.7272727272727273,36,0.935,-0.12985919485919484,5699,22.26171875,5.5654296875,17,0,1,0,5,1,2,2,8,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed45_lr0.001,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,45,0.001,12,0.8799875143961166,0.39094385504722595,0.7896613190730838,0.8,0.8181818181818182,0.8235294117647058,0.7272727272727273,25,0.839,-0.04933868092691618,5699,22.26171875,5.5654296875,9,0,0,2,7,0,2,1,4,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E4_BITS_TO_WEDA_seed45_lr0.001,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,LDX1_D1_Wide_DSConv,45,0.001,29,0.9147511312217195,0.3181042969226837,0.45538140020898643,0.52,0.6206896551724138,0.2,0.5454545454545454,25,,,5699,22.26171875,5.5654296875,9,0,0,7,1,1,4,0,3,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E5_WEDA_TO_BITS_seed45_lr0.001,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,LDX1_D1_Wide_DSConv,45,0.001,25,0.9581699346405229,0.21828188002109528,0.6314699792960662,0.6944444444444444,0.8571428571428571,0.42857142857142855,0.6086956521739131,36,,,5699,22.26171875,5.5654296875,15,1,2,1,3,2,1,4,7,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E1_BITS_TO_BITS_seed45_lr0.0005,E1_BITS_TO_BITS,E1_BITS_TO_BITS,LDX1_D1_Wide_DSConv,45,0.0005,20,0.937057387057387,0.4073459208011627,0.8280701754385965,0.8611111111111112,0.9473684210526315,0.8,0.7368421052631579,36,,,5699,22.26171875,5.5654296875,18,0,0,0,6,0,2,3,7,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E2_WEDA_TO_WEDA_seed45_lr0.0005,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,LDX1_D1_Wide_DSConv,45,0.0005,50,0.9581699346405229,0.15689246356487274,0.7814814814814816,0.8,0.9,0.7777777777777778,0.6666666666666666,25,,,5699,22.26171875,5.5654296875,9,0,0,1,7,1,1,2,4,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed45_lr0.0005,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,45,0.0005,33,0.8772175536881419,0.4301561713218689,0.7839520431171975,0.8032786885245902,0.8727272727272727,0.6896551724137931,0.7894736842105263,61,0.8967,-0.11274795688280259,5699,22.26171875,5.5654296875,24,1,2,3,10,2,1,3,15,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed45_lr0.0005,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,45,0.0005,33,0.8772175536881419,0.4301561713218689,0.718114478114478,0.7777777777777778,0.8888888888888888,0.5454545454545454,0.72,36,0.935,-0.21688552188552201,5699,22.26171875,5.5654296875,16,0,2,1,3,2,1,2,9,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed45_lr0.0005,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,45,0.0005,33,0.8772175536881419,0.4301561713218689,0.8476533213375319,0.84,0.8421052631578947,0.7777777777777778,0.9230769230769231,25,0.839,0.008653321337531938,5699,22.26171875,5.5654296875,8,1,0,2,7,0,0,1,6,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E4_BITS_TO_WEDA_seed45_lr0.0005,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,LDX1_D1_Wide_DSConv,45,0.0005,20,0.937057387057387,0.4073459208011627,0.5031746031746032,0.56,0.6428571428571429,0.2,0.6666666666666666,25,,,5699,22.26171875,5.5654296875,9,0,0,7,1,1,3,0,4,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E5_WEDA_TO_BITS_seed45_lr0.0005,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,LDX1_D1_Wide_DSConv,45,0.0005,50,0.9581699346405229,0.15689246356487274,0.7808125851604113,0.8333333333333334,0.9444444444444444,0.6153846153846154,0.782608695652174,36,,,5699,22.26171875,5.5654296875,17,0,1,1,4,1,0,3,9,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E1_BITS_TO_BITS_seed46_lr0.001,E1_BITS_TO_BITS,E1_BITS_TO_BITS,LDX1_D1_Wide_DSConv,46,0.001,19,0.8927738927738927,0.32027503848075867,0.9123621949708905,0.9166666666666666,0.9444444444444444,0.9230769230769231,0.8695652173913043,36,,,5699,22.26171875,5.5654296875,17,0,1,0,6,0,1,1,10,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E2_WEDA_TO_WEDA_seed46_lr0.001,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,LDX1_D1_Wide_DSConv,46,0.001,29,0.9581699346405229,0.2332695722579956,0.7625199362041467,0.8,0.9,0.8421052631578947,0.5454545454545454,25,,,5699,22.26171875,5.5654296875,9,0,0,0,8,1,2,2,3,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed46_lr0.001,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,46,0.001,18,0.8788964303670186,0.3708952069282532,0.8155388471177943,0.819672131147541,0.8571428571428571,0.7894736842105263,0.8,61,0.8967,-0.08116115288220571,5699,22.26171875,5.5654296875,21,4,2,0,15,0,1,4,14,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed46_lr0.001,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,46,0.001,18,0.8788964303670186,0.3708952069282532,0.8513457556935817,0.8611111111111112,0.9142857142857143,0.8571428571428571,0.782608695652174,36,0.935,-0.08365424430641832,5699,22.26171875,5.5654296875,16,0,2,0,6,0,1,2,9,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed46_lr0.001,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,46,0.001,18,0.8788964303670186,0.3708952069282532,0.7658730158730159,0.76,0.7142857142857143,0.75,0.8333333333333334,25,0.839,-0.07312698412698404,5699,22.26171875,5.5654296875,5,4,0,0,9,0,0,2,5,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E4_BITS_TO_WEDA_seed46_lr0.001,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,LDX1_D1_Wide_DSConv,46,0.001,19,0.8927738927738927,0.32027503848075867,0.5650717703349282,0.6,0.7,0.36363636363636365,0.631578947368421,25,,,5699,22.26171875,5.5654296875,7,0,2,3,2,4,1,0,6,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E5_WEDA_TO_BITS_seed46_lr0.001,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,LDX1_D1_Wide_DSConv,46,0.001,29,0.9581699346405229,0.2332695722579956,0.7333085593955159,0.7777777777777778,0.8888888888888888,0.6153846153846154,0.6956521739130435,36,,,5699,22.26171875,5.5654296875,16,0,2,1,4,1,1,3,8,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E1_BITS_TO_BITS_seed46_lr0.0005,E1_BITS_TO_BITS,E1_BITS_TO_BITS,LDX1_D1_Wide_DSConv,46,0.0005,29,0.9147511312217195,0.3260679543018341,0.8867258867258868,0.8888888888888888,0.918918918918919,0.9230769230769231,0.8181818181818182,36,,,5699,22.26171875,5.5654296875,17,0,1,0,6,0,2,1,9,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E2_WEDA_TO_WEDA_seed46_lr0.0005,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,LDX1_D1_Wide_DSConv,46,0.0005,54,0.9191176470588235,0.266832172870636,0.6997493734335839,0.76,0.8571428571428571,0.8421052631578947,0.4,25,,,5699,22.26171875,5.5654296875,9,0,0,0,8,1,3,2,2,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed46_lr0.0005,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,46,0.0005,34,0.8881874701099952,0.37062790989875793,0.831001031991744,0.8360655737704918,0.88,0.7894736842105263,0.8235294117647058,61,0.8967,-0.06569896800825603,5699,22.26171875,5.5654296875,22,4,1,0,15,0,1,4,14,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed46_lr0.0005,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,46,0.0005,34,0.8881874701099952,0.37062790989875793,0.8732563732563733,0.8888888888888888,0.9444444444444444,0.8571428571428571,0.8181818181818182,36,0.935,-0.06174362674362677,5699,22.26171875,5.5654296875,17,0,1,0,6,0,1,2,9,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed46_lr0.0005,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,LDX1_D1_Wide_DSConv,46,0.0005,34,0.8881874701099952,0.37062790989875793,0.7658730158730159,0.76,0.7142857142857143,0.75,0.8333333333333334,25,0.839,-0.07312698412698404,5699,22.26171875,5.5654296875,5,4,0,0,9,0,0,2,5,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E4_BITS_TO_WEDA_seed46_lr0.0005,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,LDX1_D1_Wide_DSConv,46,0.0005,29,0.9147511312217195,0.3260679543018341,0.5288888888888889,0.6,0.72,0.2,0.6666666666666666,25,,,5699,22.26171875,5.5654296875,9,0,0,5,1,3,2,0,5,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv_E5_WEDA_TO_BITS_seed46_lr0.0005,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,LDX1_D1_Wide_DSConv,46,0.0005,54,0.9191176470588235,0.266832172870636,0.7538587538587539,0.8055555555555556,0.918918918918919,0.6153846153846154,0.7272727272727273,36,,,5699,22.26171875,5.5654296875,17,0,1,1,4,1,1,3,8,,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
