model_name,protocol_id,seed,learning_rate,best_val_macro_f1,best_val_loss,architecture_note,params,estimated_fp32_kb,estimated_int8_kb,params_reduction_vs_A5_Direction_Only,params_reduction_vs_historical_A5,edge_suitability,tflite_convert,int8_tflite_convert,macs_estimate,complexity_note
A5_Direction_Only,E4_BITS_TO_WEDA,45,0.0005,0.8513457556935817,0.4059147536754608,"PyTorch direction-only equivalent of DS-Fall-RD A5: dual-stream acc/gyro, fusion 1x1, DS-TCN dilation 1/2/4, direction gated attention, direction dense head; fall branch removed.",57268,223.703125,55.92578125,0.0,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only,E5_WEDA_TO_BITS,45,0.0005,1.0,0.05922723934054375,"PyTorch direction-only equivalent of DS-Fall-RD A5: dual-stream acc/gyro, fusion 1x1, DS-TCN dilation 1/2/4, direction gated attention, direction dense head; fall branch removed.",57268,223.703125,55.92578125,0.0,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only,E1_BITS_TO_BITS,46,0.001,0.8513457556935817,0.4938577711582184,"PyTorch direction-only equivalent of DS-Fall-RD A5: dual-stream acc/gyro, fusion 1x1, DS-TCN dilation 1/2/4, direction gated attention, direction dense head; fall branch removed.",57268,223.703125,55.92578125,0.0,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only,E2_WEDA_TO_WEDA,46,0.001,0.8009259259259259,1.1238555908203125,"PyTorch direction-only equivalent of DS-Fall-RD A5: dual-stream acc/gyro, fusion 1x1, DS-TCN dilation 1/2/4, direction gated attention, direction dense head; fall branch removed.",57268,223.703125,55.92578125,0.0,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only,E3_BITS_WEDA_MIXED,46,0.001,0.8717846327909221,0.40599822998046875,"PyTorch direction-only equivalent of DS-Fall-RD A5: dual-stream acc/gyro, fusion 1x1, DS-TCN dilation 1/2/4, direction gated attention, direction dense head; fall branch removed.",57268,223.703125,55.92578125,0.0,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only,E4_BITS_TO_WEDA,46,0.001,0.8513457556935817,0.4938577711582184,"PyTorch direction-only equivalent of DS-Fall-RD A5: dual-stream acc/gyro, fusion 1x1, DS-TCN dilation 1/2/4, direction gated attention, direction dense head; fall branch removed.",57268,223.703125,55.92578125,0.0,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only,E5_WEDA_TO_BITS,46,0.001,0.8009259259259259,1.1238555908203125,"PyTorch direction-only equivalent of DS-Fall-RD A5: dual-stream acc/gyro, fusion 1x1, DS-TCN dilation 1/2/4, direction gated attention, direction dense head; fall branch removed.",57268,223.703125,55.92578125,0.0,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only,E1_BITS_TO_BITS,46,0.0005,0.8138528138528139,0.519839346408844,"PyTorch direction-only equivalent of DS-Fall-RD A5: dual-stream acc/gyro, fusion 1x1, DS-TCN dilation 1/2/4, direction gated attention, direction dense head; fall branch removed.",57268,223.703125,55.92578125,0.0,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only,E2_WEDA_TO_WEDA,46,0.0005,0.7592592592592592,1.154614806175232,"PyTorch direction-only equivalent of DS-Fall-RD A5: dual-stream acc/gyro, fusion 1x1, DS-TCN dilation 1/2/4, direction gated attention, direction dense head; fall branch removed.",57268,223.703125,55.92578125,0.0,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only,E3_BITS_WEDA_MIXED,46,0.0005,0.8736113736113736,0.46063873171806335,"PyTorch direction-only equivalent of DS-Fall-RD A5: dual-stream acc/gyro, fusion 1x1, DS-TCN dilation 1/2/4, direction gated attention, direction dense head; fall branch removed.",57268,223.703125,55.92578125,0.0,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only,E4_BITS_TO_WEDA,46,0.0005,0.8138528138528139,0.519839346408844,"PyTorch direction-only equivalent of DS-Fall-RD A5: dual-stream acc/gyro, fusion 1x1, DS-TCN dilation 1/2/4, direction gated attention, direction dense head; fall branch removed.",57268,223.703125,55.92578125,0.0,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
A5_Direction_Only,E5_WEDA_TO_BITS,46,0.0005,0.7592592592592592,1.154614806175232,"PyTorch direction-only equivalent of DS-Fall-RD A5: dual-stream acc/gyro, fusion 1x1, DS-TCN dilation 1/2/4, direction gated attention, direction dense head; fall branch removed.",57268,223.703125,55.92578125,0.0,0.1317636713716096,medium,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,A5_Direction_Only; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv,E1_BITS_TO_BITS,42,0.001,0.8772175536881419,0.40127184987068176,"PyTorch implementation of prompt LDX1: 3 depthwise-separable Conv1D blocks, global average pooling, Dense(48), Dropout(0.15), Dense(3).",5699,22.26171875,5.5654296875,0.9004854368932039,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv,E2_WEDA_TO_WEDA,42,0.001,0.9191176470588235,0.23667098581790924,"PyTorch implementation of prompt LDX1: 3 depthwise-separable Conv1D blocks, global average pooling, Dense(48), Dropout(0.15), Dense(3).",5699,22.26171875,5.5654296875,0.9004854368932039,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv,E3_BITS_WEDA_MIXED,42,0.001,0.8928812415654521,0.40853050351142883,"PyTorch implementation of prompt LDX1: 3 depthwise-separable Conv1D blocks, global average pooling, Dense(48), Dropout(0.15), Dense(3).",5699,22.26171875,5.5654296875,0.9004854368932039,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv,E4_BITS_TO_WEDA,42,0.001,0.8772175536881419,0.40127184987068176,"PyTorch implementation of prompt LDX1: 3 depthwise-separable Conv1D blocks, global average pooling, Dense(48), Dropout(0.15), Dense(3).",5699,22.26171875,5.5654296875,0.9004854368932039,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv,E5_WEDA_TO_BITS,42,0.001,0.9191176470588235,0.23667098581790924,"PyTorch implementation of prompt LDX1: 3 depthwise-separable Conv1D blocks, global average pooling, Dense(48), Dropout(0.15), Dense(3).",5699,22.26171875,5.5654296875,0.9004854368932039,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv,E1_BITS_TO_BITS,42,0.0005,0.8772175536881419,0.40039607882499695,"PyTorch implementation of prompt LDX1: 3 depthwise-separable Conv1D blocks, global average pooling, Dense(48), Dropout(0.15), Dense(3).",5699,22.26171875,5.5654296875,0.9004854368932039,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv,E2_WEDA_TO_WEDA,42,0.0005,0.9166666666666666,0.8628743886947632,"PyTorch implementation of prompt LDX1: 3 depthwise-separable Conv1D blocks, global average pooling, Dense(48), Dropout(0.15), Dense(3).",5699,22.26171875,5.5654296875,0.9004854368932039,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv,E3_BITS_WEDA_MIXED,42,0.0005,0.8928812415654521,0.42846181988716125,"PyTorch implementation of prompt LDX1: 3 depthwise-separable Conv1D blocks, global average pooling, Dense(48), Dropout(0.15), Dense(3).",5699,22.26171875,5.5654296875,0.9004854368932039,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv,E4_BITS_TO_WEDA,42,0.0005,0.8772175536881419,0.40039607882499695,"PyTorch implementation of prompt LDX1: 3 depthwise-separable Conv1D blocks, global average pooling, Dense(48), Dropout(0.15), Dense(3).",5699,22.26171875,5.5654296875,0.9004854368932039,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
LDX1_D1_Wide_DSConv,E5_WEDA_TO_BITS,42,0.0005,0.9166666666666666,0.8628743886947632,"PyTorch implementation of prompt LDX1: 3 depthwise-separable Conv1D blocks, global average pooling, Dense(48), Dropout(0.15), Dense(3).",5699,22.26171875,5.5654296875,0.9004854368932039,0.913597841083097,high,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,,LDX1_D1_Wide_DSConv; PyTorch implementation; TensorFlow available=False
