model_name,learning_rate,mean_avg_E2E_direction_macro_f1,std_avg_E2E_direction_macro_f1,mean_e3_E2E,mean_e6_E2E,mean_e7_E2E,mean_coverage,mean_correct_rate
LDX1_D1_Wide_DSConv,0.001,0.7450846988639663,0.04312042653768026,0.7505142693571194,0.6962578528394923,0.7884819743952871,0.859338190649666,0.7134729811778993
LDX1_D1_Wide_DSConv,0.0005,0.7443382504723284,0.008701361608692108,0.7509763585420061,0.6699145701319613,0.8121238227430178,0.859338190649666,0.7151026108075288
A5_Direction_Only,0.0005,0.688767809619642,0.03421972123425285,0.7022805541593113,0.6694123338816433,0.6946105408179711,0.859338190649666,0.667043108682453
A5_Direction_Only,0.001,0.66521945073292,0.0977090008832595,0.6809974910440909,0.7026601820951666,0.6120006790595026,0.859338190649666,0.6516903460837887
