pipeline,experiment_id,train_protocol,source,E2E_Direction_Macro_F1,coverage,correct_rate,forward_f1,backward_f1,lateral_f1,direction_n_supervised,fall_branch
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed42_lr0.0005,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,fixed_GB_FallNoTiming_Full_132,0.6689814814814815,0.8055555555555556,0.6666666666666666,0.8125,0.4444444444444444,0.75,36,GradientBoosting_FallNoTiming_Full_132
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed42_lr0.0005,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,fixed_GB_FallNoTiming_Full_132,0.7911764705882353,0.92,0.76,0.8235294117647058,0.75,0.8,25,GradientBoosting_FallNoTiming_Full_132
LDX1_D1_Wide_DSConv_E4_BITS_TO_WEDA_seed42_lr0.0005,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,fixed_GB_FallNoTiming_Full_132,0.2828282828282828,0.96,0.4,0.6666666666666666,0.0,0.18181818181818182,25,GradientBoosting_FallNoTiming_Full_132
LDX1_D1_Wide_DSConv_E5_WEDA_TO_BITS_seed42_lr0.0005,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,fixed_GB_FallNoTiming_Full_132,0.5212121212121211,0.6944444444444444,0.5277777777777778,0.8,0.36363636363636365,0.4,36,GradientBoosting_FallNoTiming_Full_132
LDX1_D1_Wide_DSConv_E1_BITS_TO_BITS_seed43_lr0.001,E1_BITS_TO_BITS,E1_BITS_TO_BITS,fixed_GB_FallNoTiming_Full_132,0.6608225108225109,0.8055555555555556,0.7222222222222222,0.9142857142857143,0.25,0.8181818181818182,36,GradientBoosting_FallNoTiming_Full_132
LDX1_D1_Wide_DSConv_E2_WEDA_TO_WEDA_seed43_lr0.001,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,fixed_GB_FallNoTiming_Full_132,0.8539886039886039,0.88,0.8,0.75,0.8888888888888888,0.9230769230769231,25,GradientBoosting_FallNoTiming_Full_132
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed43_lr0.001,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,fixed_GB_FallNoTiming_Full_132,0.7973807554452715,0.8524590163934426,0.7540983606557377,0.8846153846153846,0.7333333333333333,0.7741935483870968,61,GradientBoosting_FallNoTiming_Full_132
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed43_lr0.001,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,fixed_GB_FallNoTiming_Full_132,0.7131465026201869,0.8055555555555556,0.6944444444444444,0.8571428571428571,0.5454545454545454,0.7368421052631579,36,GradientBoosting_FallNoTiming_Full_132
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed43_lr0.001,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,fixed_GB_FallNoTiming_Full_132,0.8722050223598211,0.92,0.84,0.9411764705882353,0.8421052631578947,0.8333333333333334,25,GradientBoosting_FallNoTiming_Full_132
LDX1_D1_Wide_DSConv_E4_BITS_TO_WEDA_seed43_lr0.001,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,fixed_GB_FallNoTiming_Full_132,0.31874298540965207,0.96,0.4,0.5925925925925926,0.0,0.36363636363636365,25,GradientBoosting_FallNoTiming_Full_132
LDX1_D1_Wide_DSConv_E5_WEDA_TO_BITS_seed43_lr0.001,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,fixed_GB_FallNoTiming_Full_132,0.5187257187257187,0.6944444444444444,0.5277777777777778,0.8484848484848485,0.3076923076923077,0.4,36,GradientBoosting_FallNoTiming_Full_132
LDX1_D1_Wide_DSConv_E1_BITS_TO_BITS_seed43_lr0.0005,E1_BITS_TO_BITS,E1_BITS_TO_BITS,fixed_GB_FallNoTiming_Full_132,0.6585858585858586,0.8055555555555556,0.6666666666666666,0.8484848484848485,0.4,0.7272727272727273,36,GradientBoosting_FallNoTiming_Full_132
LDX1_D1_Wide_DSConv_E2_WEDA_TO_WEDA_seed43_lr0.0005,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,fixed_GB_FallNoTiming_Full_132,0.7674242424242425,0.88,0.72,0.7,0.875,0.7272727272727273,25,GradientBoosting_FallNoTiming_Full_132
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed43_lr0.0005,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,fixed_GB_FallNoTiming_Full_132,0.7638095238095238,0.8524590163934426,0.7213114754098361,0.8214285714285714,0.72,0.75,61,GradientBoosting_FallNoTiming_Full_132
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed43_lr0.0005,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,fixed_GB_FallNoTiming_Full_132,0.6592592592592592,0.8055555555555556,0.6666666666666666,0.8333333333333334,0.4444444444444444,0.7,36,GradientBoosting_FallNoTiming_Full_132
LDX1_D1_Wide_DSConv_E3_BITS_WEDA_MIXED_seed43_lr0.0005,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,fixed_GB_FallNoTiming_Full_132,0.8361111111111111,0.92,0.8,0.8,0.875,0.8333333333333334,25,GradientBoosting_FallNoTiming_Full_132
LDX1_D1_Wide_DSConv_E4_BITS_TO_WEDA_seed43_lr0.0005,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,fixed_GB_FallNoTiming_Full_132,0.3439153439153439,0.96,0.4,0.5555555555555556,0.0,0.47619047619047616,25,GradientBoosting_FallNoTiming_Full_132
