model_name,protocol_id,seed,learning_rate,params,best_val_macro_f1,teacher_note,estimated_fp32_kb,estimated_int8_kb,macs_estimate,tflite_convert,int8_tflite_convert,edge_suitability,complexity_note
LDX3_A5_Direction_Small_075,E5_WEDA_TO_BITS,43,0.001,19648,0.6352941176470588,,76.75,19.1875,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,medium-high,LDX3_A5_Direction_Small_075; PyTorch implementation; TensorFlow available=False
LDX3_A5_Direction_Small_075,E1_BITS_TO_BITS,43,0.0005,19648,0.8993788819875776,,76.75,19.1875,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,medium-high,LDX3_A5_Direction_Small_075; PyTorch implementation; TensorFlow available=False
LDX3_A5_Direction_Small_075,E2_WEDA_TO_WEDA,43,0.0005,19648,0.7129713423831071,,76.75,19.1875,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,medium-high,LDX3_A5_Direction_Small_075; PyTorch implementation; TensorFlow available=False
LDX3_A5_Direction_Small_075,E3_BITS_WEDA_MIXED,43,0.0005,19648,0.8025086025086026,,76.75,19.1875,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,medium-high,LDX3_A5_Direction_Small_075; PyTorch implementation; TensorFlow available=False
LDX3_A5_Direction_Small_075,E4_BITS_TO_WEDA,43,0.0005,19648,0.8993788819875776,,76.75,19.1875,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,medium-high,LDX3_A5_Direction_Small_075; PyTorch implementation; TensorFlow available=False
LDX3_A5_Direction_Small_075,E5_WEDA_TO_BITS,43,0.0005,19648,0.7129713423831071,,76.75,19.1875,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,medium-high,LDX3_A5_Direction_Small_075; PyTorch implementation; TensorFlow available=False
LDX3_A5_Direction_Small_075,E1_BITS_TO_BITS,44,0.001,19648,0.8079365079365078,,76.75,19.1875,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,medium-high,LDX3_A5_Direction_Small_075; PyTorch implementation; TensorFlow available=False
LDX3_A5_Direction_Small_075,E2_WEDA_TO_WEDA,44,0.001,19648,0.801470588235294,,76.75,19.1875,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,medium-high,LDX3_A5_Direction_Small_075; PyTorch implementation; TensorFlow available=False
LDX3_A5_Direction_Small_075,E3_BITS_WEDA_MIXED,44,0.001,19648,0.7958105889140371,,76.75,19.1875,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,medium-high,LDX3_A5_Direction_Small_075; PyTorch implementation; TensorFlow available=False
LDX3_A5_Direction_Small_075,E4_BITS_TO_WEDA,44,0.001,19648,0.8079365079365078,,76.75,19.1875,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,medium-high,LDX3_A5_Direction_Small_075; PyTorch implementation; TensorFlow available=False
LDX3_A5_Direction_Small_075,E5_WEDA_TO_BITS,44,0.001,19648,0.801470588235294,,76.75,19.1875,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,medium-high,LDX3_A5_Direction_Small_075; PyTorch implementation; TensorFlow available=False
LDX3_A5_Direction_Small_075,E1_BITS_TO_BITS,44,0.0005,19648,0.7627450980392158,,76.75,19.1875,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,medium-high,LDX3_A5_Direction_Small_075; PyTorch implementation; TensorFlow available=False
LDX3_A5_Direction_Small_075,E2_WEDA_TO_WEDA,44,0.0005,19648,0.6479302832244008,,76.75,19.1875,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,medium-high,LDX3_A5_Direction_Small_075; PyTorch implementation; TensorFlow available=False
LDX3_A5_Direction_Small_075,E3_BITS_WEDA_MIXED,44,0.0005,19648,0.7870370370370371,,76.75,19.1875,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,medium-high,LDX3_A5_Direction_Small_075; PyTorch implementation; TensorFlow available=False
LDX3_A5_Direction_Small_075,E4_BITS_TO_WEDA,44,0.0005,19648,0.7627450980392158,,76.75,19.1875,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,medium-high,LDX3_A5_Direction_Small_075; PyTorch implementation; TensorFlow available=False
LDX3_A5_Direction_Small_075,E5_WEDA_TO_BITS,44,0.0005,19648,0.6479302832244008,,76.75,19.1875,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,medium-high,LDX3_A5_Direction_Small_075; PyTorch implementation; TensorFlow available=False
LDX4_D1_Wide_Attention_Distill_T2_A050,E1_BITS_TO_BITS,42,0.001,5748,0.7851851851851852,hard_label_fallback_missing_teacher_rows:172,22.453125,5.61328125,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,high,LDX4_D1_Wide_Attention_Distill_T2_A050; PyTorch implementation; TensorFlow available=False
LDX4_D1_Wide_Attention_Distill_T2_A050,E2_WEDA_TO_WEDA,42,0.001,5748,0.8379629629629629,hard_label_fallback_missing_teacher_rows:300,22.453125,5.61328125,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,high,LDX4_D1_Wide_Attention_Distill_T2_A050; PyTorch implementation; TensorFlow available=False
LDX4_D1_Wide_Attention_Distill_T2_A050,E3_BITS_WEDA_MIXED,42,0.001,5748,0.8437169782838412,hard_label_fallback_missing_teacher_rows:472,22.453125,5.61328125,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,high,LDX4_D1_Wide_Attention_Distill_T2_A050; PyTorch implementation; TensorFlow available=False
LDX4_D1_Wide_Attention_Distill_T2_A050,E4_BITS_TO_WEDA,42,0.001,5748,0.7851851851851852,hard_label_fallback_missing_teacher_rows:172,22.453125,5.61328125,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,high,LDX4_D1_Wide_Attention_Distill_T2_A050; PyTorch implementation; TensorFlow available=False
LDX4_D1_Wide_Attention_Distill_T2_A050,E5_WEDA_TO_BITS,42,0.001,5748,0.8379629629629629,hard_label_fallback_missing_teacher_rows:300,22.453125,5.61328125,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,high,LDX4_D1_Wide_Attention_Distill_T2_A050; PyTorch implementation; TensorFlow available=False
LDX4_D1_Wide_Attention_Distill_T2_A050,E1_BITS_TO_BITS,42,0.0005,5748,0.7668326220957798,hard_label_fallback_missing_teacher_rows:172,22.453125,5.61328125,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,high,LDX4_D1_Wide_Attention_Distill_T2_A050; PyTorch implementation; TensorFlow available=False
LDX4_D1_Wide_Attention_Distill_T2_A050,E2_WEDA_TO_WEDA,42,0.0005,5748,0.8297619047619048,hard_label_fallback_missing_teacher_rows:300,22.453125,5.61328125,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,high,LDX4_D1_Wide_Attention_Distill_T2_A050; PyTorch implementation; TensorFlow available=False
LDX4_D1_Wide_Attention_Distill_T2_A050,E3_BITS_WEDA_MIXED,42,0.0005,5748,0.8146496249944525,hard_label_fallback_missing_teacher_rows:472,22.453125,5.61328125,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,high,LDX4_D1_Wide_Attention_Distill_T2_A050; PyTorch implementation; TensorFlow available=False
LDX4_D1_Wide_Attention_Distill_T2_A050,E4_BITS_TO_WEDA,42,0.0005,5748,0.7668326220957798,hard_label_fallback_missing_teacher_rows:172,22.453125,5.61328125,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,high,LDX4_D1_Wide_Attention_Distill_T2_A050; PyTorch implementation; TensorFlow available=False
LDX4_D1_Wide_Attention_Distill_T2_A050,E5_WEDA_TO_BITS,42,0.0005,5748,0.8297619047619048,hard_label_fallback_missing_teacher_rows:300,22.453125,5.61328125,,not_available_tensorflow_import_failed,not_available_tensorflow_import_failed,high,LDX4_D1_Wide_Attention_Distill_T2_A050; PyTorch implementation; TensorFlow available=False
