id,model,feature_set,use_summary_branch,lambda_plane,lambda_sagittal,fall_loss_weighted,fall_accuracy,fall_precision,fall_recall,fall_f1,plane_num_supervised,plane_accuracy,plane_macro_f1,sagittal_num_supervised,sagittal_accuracy,sagittal_macro_f1,final_direction_num_supervised,final_direction_accuracy,final_direction_macro_f1,params,fp32_kb,estimated_int8_kb,inference_latency_ms,per_dataset_final_direction_macro_f1_std,source,bits_fall_f1,bits_final_direction_macro_f1,bits_final_direction_num_supervised,hifd_fall_f1,hifd_final_direction_macro_f1,hifd_final_direction_num_supervised,umafall_fall_f1,umafall_final_direction_macro_f1,umafall_final_direction_num_supervised,weda_fall_f1,weda_final_direction_macro_f1,weda_final_direction_num_supervised,final_direction_forward_precision,final_direction_forward_recall,final_direction_forward_f1,final_direction_backward_precision,final_direction_backward_recall,final_direction_backward_f1,final_direction_lateral_precision,final_direction_lateral_recall,final_direction_lateral_f1,bits_plane_macro_f1,bits_sagittal_macro_f1,hifd_plane_macro_f1,hifd_sagittal_macro_f1,umafall_plane_macro_f1,umafall_sagittal_macro_f1,weda_plane_macro_f1,weda_sagittal_macro_f1
B0,A5WCEFW,tilt12,False,,,True,0.97282099343955,0.9285714285714286,0.832,0.8776371308016878,,,,,,,113,0.6548672566371682,0.6507053856451447,65959,257.65234375,64.4130859375,82.62736666656565,0.13156043325271322,reused_existing_A5WCEFW_after_unit_fix,0.8837209302325582,0.8172932330827067,36,0.9655172413793104,0.7313131313131315,15,0.9041095890410958,0.5699019177280047,37,0.7755102040816326,0.482017543859649,25,0.7948717948717948,0.7045454545454546,0.7469879518072289,0.625,0.6060606060606061,0.6153846153846154,0.5476190476190477,0.6388888888888888,0.5897435897435898,,,,,,,,
B1,A10_HIER_DIR,tilt12,False,1.0,1.0,True,0.9522024367385192,0.7402597402597403,0.912,0.8172043010752689,113.0,0.7610619469026548,0.7402298850574712,77.0,0.7272727272727273,0.7256066519599524,113,0.6017699115044248,0.5972383533359142,73801,288.28515625,72.0712890625,64.2454633332818,0.08750699666152115,,0.898876404494382,0.7037037037037037,36,0.9032258064516129,0.4825396825396826,15,0.7659574468085106,0.5046897546897547,37,0.7384615384615385,0.5994152046783626,25,0.631578947368421,0.5454545454545454,0.5853658536585366,0.5666666666666667,0.5151515151515151,0.5396825396825397,0.6,0.75,0.6666666666666666,0.75,0.8888888888888888,0.7321428571428572,0.45054945054945056,0.7127329192546584,0.6794871794871795,0.7619047619047619,0.6493506493506493
B2,A11_HIER_DIR_SUMMARY,tilt12,True,1.0,1.0,True,0.9522024367385192,0.7341772151898734,0.928,0.8197879858657244,113.0,0.7699115044247787,0.73502886002886,77.0,0.7792207792207793,0.7786233722306781,113,0.6460176991150443,0.6444353313095889,75033,293.09765625,73.2744140625,71.14710666658843,0.07246983495263835,,0.8958333333333334,0.7212698412698413,36,0.875,0.6666666666666666,15,0.7789473684210526,0.52311939268461,37,0.7333333333333333,0.6457516339869281,25,0.717948717948718,0.6363636363636364,0.6746987951807228,0.5789473684210527,0.6666666666666666,0.6197183098591549,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.7242553191489361,0.9472527472527472,0.7619047619047619,0.696969696969697,0.6530264279624893,0.7028862478777589,0.8571428571428572,0.6666666666666666
