impact_index
11
23
50
7
50
50
50
50
50
46
50
50
23
27
30
50
31
50
50
50
50
25
22
48
50
50
50
33
50
27
50
50
50
50
50
50
50
50
50
50
50
50
50
50
39
46
42
50
50
50
50
48
36
26
28
43
44
13
49
16
50
50
50
15
17
15
50
50
50
45
46
50
50
50
50
50
50
50
50
50
50
50
50
50
27
28
32
15
30
29
50
50
45
41
6
50
50
50
25
41
50
29
50
17
47
22
13
11
50
33
39
50
30
29
50
50
50
50
50
50
50
50
50
50
50
50
30
28
26
91
46
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
16
18
17
49
50
47
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
32
50
50
50
50
50
50
50
50
31
34
34
50
50
50
50
50
50
50
50
50
50
38
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
37
4
23
50
26
50
50
50
50
50
50
50
50
50
50
50
30
45
50
50
50
50
50
50
50
50
50
50
45
50
50
16
50
50
50
50
50
50
50
50
50
50
21
27
50
47
50
50
50
50
50
50
50
50
32
50
50
50
50
50
50
50
50
50
50
50
50
50
47
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
2
25
35
30
50
50
50
50
50
50
50
50
50
50
50
50
50
29
50
43
50
42
50
47
50
50
50
32
50
50
50
50
50
47
49
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
40
50
43
45
50
50
50
50
50
50
50
50
82
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
10
50
50
50
50
97
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
92
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
80
50
50
50
50
50
50
50
50
50
50
50
50
50
50
67
50
50
50
50
50
50
50
50
50
50
50
50
3
50
86
50
50
50
50
77
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
74
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
82
89
50
50
50
50
50
87
50
50
50
50
50
50
50
50
50
77
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
74
50
50
50
50
50
50
50
50
50
50
84
50
50
50
50
50
50
50
62
50
50
50
50
92
50
50
50
50
50
50
99
50
99
50
50
50
50
99
50
50
50
50
50
50
50
75
50
50
50
50
62
50
64
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
83
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
50
