acc_mag_peak,gyro_mag_peak
32.791157,6.0448327
28.074902,6.0448327
29.579384,5.927057
29.579384,6.1692786
36.58333,6.1692786
36.58333,4.621688
43.866276,10.907795
13.379088,5.7280016
35.90056,5.7280016
51.67949,6.7386937
51.67949,6.7386937
52.762676,6.303966
52.762676,6.303966
39.036907,5.978294
34.77025,4.022437
14.916099,3.8065736
46.55298,5.345091
12.130128,2.6076808
48.49804,8.440971
52.306305,16.767826
52.306305,16.767826
48.978466,15.640013
41.590744,13.787313
41.590744,13.787313
41.43682,8.967162
41.43682,8.967162
11.862967,2.7184556
34.68271,4.0644803
34.68271,4.7254624
30.273586,4.7254624
30.273586,4.88467
29.928247,4.9193497
25.091433,4.9193497
25.091433,4.6
10.741975,1.4142135
37.22969,6.067125
37.22969,6.067125
33.08504,5.2191954
33.08504,5.2191954
35.195595,4.9264593
35.195595,4.9406476
28.641928,4.9406476
34.75126,5.0
34.75126,5.0
14.496207,4.0249224
14.496207,4.0249224
11.0440035,1.5937377
36.50178,5.565968
40.20485,5.9573483
56.138134,5.9573483
56.138134,5.571355
46.136425,4.607602
46.011627,4.836321
11.901682,1.6792856
31.53062,4.836321
31.53062,6.0778284
48.353905,6.0778284
63.04776,4.294182
63.04776,5.0099893
52.235813,5.0099893
52.235813,4.686149
45.895096,4.911211
37.523994,4.911211
12.816786,1.5033296
54.411488,4.248529
54.689034,4.6882825
54.689034,4.6882825
11.435034,6.331667
32.882824,6.670832
53.283207,7.640026
53.283207,8.978865
54.38612,9.527329
54.38612,13.804709
54.092052,13.804709
55.870296,12.02539
11.576269,2.4207437
12.244999,2.4207437
10.779147,2.6851442
37.474926,4.360046
37.474926,4.360046
32.806248,3.3852623
32.806248,3.4554305
32.942524,3.4554305
48.938637,4.834253
35.283566,6.873136
50.041386,6.873136
51.151733,5.5253954
11.871816,2.3895605
41.39577,7.3769913
61.138367,7.3769913
61.138367,6.7860146
58.90416,6.445154
51.400974,6.445154
49.228447,5.7410793
41.60481,5.401851
58.111618,8.34386
58.111618,8.34386
37.545708,5.561475
41.237606,5.6973677
43.152752,6.1237245
43.152752,6.1237245
42.544212,6.331666
39.689293,6.331666
39.689293,5.717517
14.279006,4.501111
44.053833,4.6076026
45.86469,4.8918295
11.881498,5.6089215
12.331261,2.624881
15.172014,5.574047
15.172014,5.574047
11.469089,2.2181072
15.379857,6.1016393
13.832209,3.4669871
16.025604,3.8065734
16.025604,3.8065734
14.117366,3.15119
17.299711,7.8542986
14.0776415,5.00999
14.012136,4.247352
14.012136,4.247352
14.02676,6.284107
18.210163,8.370185
18.210163,7.4819784
12.738916,4.2731724
15.322533,4.4788394
15.322533,4.4788394
17.449642,6.9641943
17.449642,6.9173694
11.421908,1.8493242
13.728074,3.214032
18.81223,6.207254
19.131649,6.6075716
13.677354,3.8444765
14.089003,3.5128336
14.089003,3.5128336
11.456439,1.5394804
13.546217,5.0705028
20.052681,4.710626
20.052681,4.710626
13.104961,4.619524
11.766903,4.619524
19.602297,7.8999996
15.28496,3.254228
14.340154,3.8691087
13.538464,3.8691087
16.009062,6.7134194
17.753872,5.9489493
17.473408,5.9489493
16.396952,4.9122295
16.396952,6.021628
14.783097,6.972087
13.273282,7.319153
13.038788,3.2341924
24.648125,5.1048994
24.648125,5.1048994
10.95719,1.0816654
13.777155,5.976621
18.366817,5.976621
18.366817,11.182576
17.212496,11.182576
14.735332,4.2801867
13.683202,4.2059484
20.900957,4.2059484
20.900957,2.7477264
11.806778,3.1288977
11.386395,3.1288977
19.755758,9.60052
21.01761,5.0447993
21.01761,5.0447993
12.5008,4.806246
16.248692,8.8470335
16.88816,4.920366
16.88816,4.6572523
11.624972,2.7184556
12.505998,2.7184556
12.505998,5.457105
13.513697,3.0149627
30.268297,3.956008
30.268297,3.956008
18.545618,3.0870697
22.981297,4.554119
11.328282,0.98994946
10.585839,0.78740084
11.333578,1.7720045
11.333578,1.7720045
11.496956,2.4207435
10.711208,1.8466185
10.988175,1.8466185
41.309322,5.0249376
41.309322,5.0249376
12.019152,1.1575837
17.85105,5.0537114
17.85105,5.0537114
22.353746,2.4919872
22.353746,2.4919872
10.968135,1.3038405
13.880563,2.4372115
21.782791,5.448853
21.782791,5.448853
14.665264,5.390733
18.221142,3.1208973
15.937377,5.455272
16.584932,5.455272
16.584932,3.258834
17.599148,3.407345
17.599148,3.407345
37.751953,4.628175
37.751953,4.628175
25.769167,4.707441
25.769167,4.707441
12.453513,2.4248714
10.727534,1.6911535
39.43729,10.936636
39.43729,10.936636
13.669675,3.544009
14.194717,2.886174
11.7341385,1.9026297
25.673918,6.2657804
25.673918,6.2657804
12.456725,2.0736442
13.277425,4.4575777
28.595455,5.8532043
28.595455,5.8532043
12.792185,2.5961509
12.792185,1.2688577
17.43703,1.2688577
10.274728,0.7615773
13.260845,2.887906
31.416397,5.2038445
31.416397,5.2038445
13.379461,2.184033
64.119965,11.375853
55.618435,18.304098
56.664185,11.3842
57.686134,9.75961
66.52759,8.389279
20.969978,4.788528
56.33445,12.684242
66.18791,10.907795
58.400085,9.366963
52.131474,16.463293
56.732353,20.652119
35.426685,17.531971
60.057972,7.6452603
56.196262,8.700575
57.133965,8.528774
67.09784,17.069857
56.24127,14.561594
62.89563,9.836158
51.740414,8.71493
55.330734,8.14371
53.790707,9.14385
67.14827,7.931582
54.06376,9.655568
64.07886,11.6623335
63.34335,10.635788
61.592857,6.8476276
55.568066,8.902809
66.866585,15.991873
57.851795,6.96563
58.235897,6.470703
64.83895,16.524223
57.226654,13.915818
51.429367,13.943816
65.37966,8.54927
60.451965,9.516828
57.483215,10.664427
57.21119,8.55453
59.985416,20.284723
55.349255,21.106873
65.51977,9.235258
56.05462,9.210864
51.64388,7.7756033
61.26418,21.215324
62.322067,24.523256
60.013496,25.430296
58.173187,16.31778
66.45758,21.862066
53.717968,10.988175
44.64314,11.45513
59.75801,21.868242
65.54243,23.259405
54.013515,12.528767
47.55008,10.936635
57.61276,18.559362
57.709705,20.090048
55.247536,16.83627
46.59324,17.762037
62.7444,12.85457
56.767067,6.9
66.626274,18.154339
46.458263,9.041018
39.8329,8.149846
53.65538,8.252273
62.71531,12.772627
58.030422,10.104454
57.935913,10.744301
46.51548,22.081892
53.921795,11.004545
38.58458,7.2284164
56.14303,8.257118
57.84548,11.170049
54.890163,10.805092
58.221043,17.330318
66.80696,26.570848
60.812008,16.040573
64.6697,30.978378
60.281425,18.005278
56.98649,12.599603
58.749126,20.792788
59.256477,24.811892
54.97172,19.640265
52.7259,10.964032
44.01375,8.376157
27.615938,6.129437
56.54423,22.302465
56.81989,21.039724
58.8017,17.513994
45.41861,16.574982
48.988773,19.978489
47.467884,21.067986
62.643913,17.54936
67.666245,17.136219
67.666245,20.133057
47.950916,11.147197
39.25621,11.662333
56.145615,11.477369
67.60895,22.750166
42.893707,12.078907
56.292896,13.345411
57.236786,14.20176
64.83124,17.654745
67.49319,16.059265
61.478615,14.336317
44.987663,13.8351
54.71243,13.167384
55.385468,13.987494
38.40065,8.623805
44.657024,10.913295
17.395403,3.4146743
42.204502,10.713543
45.334423,17.328012
39.327976,8.655634
61.585793,17.24355
50.737755,10.894493
53.554737,14.552319
59.711723,16.051792
55.529182,16.865646
55.113155,10.090094
60.095924,16.145897
54.310776,9.308061
63.631046,25.07748
57.84687,18.546427
58.763935,29.23149
59.394444,18.268553
55.404694,10.463746
55.203983,12.582925
55.18777,10.480935
66.29525,11.252555
62.66993,14.824304
16.926016,11.74138
65.043755,9.063112
61.497314,9.045441
54.741665,11.759677
61.5026,12.572191
67.49319,14.644453
53.644943,13.94776
53.32626,19.012102
65.043755,15.512898
47.714355,9.926228
53.073627,7.677239
40.78566,9.347727
58.02224,11.8063545
56.7149,9.149863
57.335243,8.392258
55.37815,8.239539
56.445374,8.326465
49.196136,6.5650587
55.41958,13.310898
50.433823,12.304876
60.58457,11.178998
58.083046,9.33863
50.79508,11.312825
48.44172,13.997143
57.33803,20.146711
63.81606,8.120345
60.026993,6.0083275
67.49289,14.010353
56.120853,17.134176
65.864105,12.025805
57.89162,13.598897
59.48294,8.768694
52.24634,10.057833
54.088448,11.694442
66.81025,19.10131
57.05646,15.600962
58.687393,8.334867
55.780014,10.802777
50.90177,10.159232
56.785297,14.792228
60.828693,15.36522
67.09188,11.947384
48.401756,18.269373
56.37278,19.569876
57.749977,12.350708
42.992558,10.698131
60.808964,15.093707
63.081615,18.535912
67.60895,14.193661
55.41859,18.45806
42.14665,13.302631
46.948162,22.199324
60.295025,16.504848
58.73415,14.512064
46.602253,11.677756
57.639656,12.241323
56.822006,10.7619705
48.132835,7.7595105
28.424812,11.712387
59.60411,9.381365
58.800003,8.647543
53.35054,11.822436
60.36688,16.726925
44.026695,15.298693
37.382484,8.613362
43.812897,17.747677
47.391457,11.362218
48.738075,18.598387
44.573868,7.156116
35.16376,11.1624365
25.760435,5.2507143
39.39251,12.751471
30.08621,6.720863
38.185993,8.682741
56.05506,15.139683
63.77633,23.17175
61.928104,16.978222
60.27014,18.405163
53.9179,8.488815
57.917526,7.7395086
41.095135,7.6124897
54.026012,11.403508
50.32067,13.997856
41.334972,10.010994
66.12723,9.16297
55.22762,9.22334
59.478146,18.159845
58.8803,11.1198015
33.70371,7.746612
44.11009,9.932271
36.26858,7.665507
49.770073,18.61263
49.49566,15.639053
51.948437,9.002777
59.972492,15.936749
42.403893,8.560373
65.45815,11.392542
54.86073,5.299056
64.119965,11.776672
37.816795,11.548593
38.18756,8.794316
48.32484,7.7084365
49.568336,8.441564
56.393265,9.92925
43.399883,8.488816
55.95141,16.161682
54.68894,12.8144455
50.754013,11.065713
39.751476,14.974646
42.721775,7.218033
42.74541,6.303967
43.4716,9.879777
42.89266,9.50684
32.27336,13.419762
62.36618,11.870551
60.1094,12.707871
52.00038,15.711778
57.02149,27.208271
46.38157,12.701967
65.76473,32.494152
49.612194,16.37895
50.424297,19.775236
48.653572,6.503076
57.525127,19.649681
61.08568,13.751364
49.21179,12.113629
52.781155,21.556206
61.579624,11.536465
62.225475,35.038696
53.391666,16.539347
61.837044,10.819427
57.456852,16.794641
65.08525,25.287546
56.50991,24.606098
55.319077,12.071869
56.372066,22.247696
55.68052,25.247179
63.96749,26.637754
46.242516,9.763708
61.124218,20.024485
62.620605,12.678328
41.124687,9.558765
55.498108,12.007915
57.32748,7.3702106
48.207054,10.257193
53.009148,11.916796
58.059364,12.68306
54.25173,14.35479
47.774994,12.225383
60.5693,10.940749
51.05624,9.864076
39.37842,6.252199
53.54213,11.297345
46.239594,11.648605
56.192883,26.646013
57.59028,27.73806
56.259132,5.9439044
48.226444,9.756023
49.208942,21.338463
67.78112,13.665285
64.26142,16.680828
60.488758,10.17153
46.24154,8.19573
55.366596,11.048077
50.331898,14.937537
42.06519,9.284934
45.818996,11.362218
51.757225,7.8721027
63.715694,9.516301
51.142742,24.811691
63.55423,25.668074
65.101845,9.297849
64.731834,9.357884
45.70394,15.474173
36.192265,10.20833
66.41882,17.284964
53.229595,14.483784
56.820152,22.222961
43.044743,12.656618
51.751423,14.697619
42.95649,14.70136
44.607845,12.685031
53.357475,13.840881
34.836903,8.505292
42.100117,7.5927596
64.66073,11.587924
58.834175,12.5383415
48.524734,16.230219
66.242355,12.092974
30.626131,8.848729
57.34963,10.139033
44.661613,6.970653
38.82641,7.159609
55.228706,12.201639
47.80722,18.505405
58.314747,17.14322
47.05433,11.644742
65.03291,11.992081
59.642937,15.432433
29.371756,11.35033
50.278625,15.912574
50.268677,12.005832
48.910633,15.791453
55.618435,15.205262
35.444324,8.036791
56.131275,17.712141
47.174675,16.145897
65.199005,16.537836
41.301453,21.711746
55.973293,17.882393
55.732037,19.75323
55.169285,15.487091
48.348427,10.600944
45.3,15.436645
39.97499,13.983204
63.172142,13.313902
57.492,13.093892
46.907784,11.621101
57.483215,11.849895
21.482086,6.611354
25.353106,7.54586
11.460412,0.9377066
11.867271,0.9377066
11.867271,0.8876013
11.39038,0.8876013
11.615471,1.95778
19.375328,6.7907047
25.899464,8.152774
25.899464,8.152774
24.932116,6.6684422
23.498442,6.400234
26.419273,6.7887516
9.9663725,0.04668994
9.995732,0.032695845
9.995732,0.032695845
9.951805,0.03716872
10.4409,0.03723213
15.402626,4.4343195
14.484871,4.4343195
14.568907,3.8052814
14.568907,3.8052814
14.3672085,2.9784853
37.084873,7.1953144
31.091625,2.1595836
22.032307,4.336272
14.485973,6.13845
10.179215,6.13845
10.769131,5.530201
10.769965,5.3953047
26.896202,8.000086
10.760909,2.0993907
11.095776,2.0993907
11.095776,1.0447389
12.095862,1.0492332
12.095862,1.0492332
11.073046,0.80202395
9.933376,0.40136775
9.933376,0.1751597
11.162515,6.438576
14.533949,6.438576
14.533949,2.901976
11.552559,5.4511952
15.236835,5.4511952
10.139371,1.3400985
10.097702,0.937666
10.097702,0.5842753
10.093674,0.6205253
9.9815235,0.67804426
10.094843,1.3792039
10.094843,1.3792039
10.946186,2.4015338
15.224487,3.4745073
15.224487,4.1145697
10.118297,0.6536544
10.067045,0.045724727
10.067045,0.053728368
10.034494,0.053728368
10.028924,0.038766406
10.547885,3.2814653
10.724554,1.1335561
10.724554,0.90977097
10.383595,0.42180854
10.383595,1.0040139
10.060448,0.6606253
11.415925,1.0453473
11.415925,1.0453473
12.240992,3.1375992
23.222004,7.7294397
10.290841,0.6688286
10.290841,0.55469525
10.25012,0.47790906
10.25012,0.28700528
10.11964,0.17082396
11.218805,0.69768095
10.628815,0.69768095
10.255588,0.31754896
10.255588,0.303451
10.191082,0.3291172
10.308627,2.9057145
10.308627,0.6878672
12.499217,1.4470557
12.63566,2.6853254
12.63566,2.6853254
10.535276,1.3669695
10.608844,1.8835934
11.409062,1.8835934
25.641619,3.257538
25.641619,3.3996282
9.980372,0.6559784
10.085458,0.63843185
10.535164,0.99313575
11.888717,2.580174
11.888717,2.580174
9.820403,0.6984827
9.802736,0.29756197
10.07968,0.4505205
14.554936,1.542924
14.554936,2.06175
11.243688,1.0735738
11.243688,1.143624
13.157714,1.1574366
13.157714,1.1988875
11.589373,1.1988875
9.925476,0.65461725
9.9786,0.28043917
10.077086,0.5457253
10.077086,0.5457253
9.896067,0.84198135
10.468433,0.6823231
10.822559,2.155635
11.204269,2.155635
11.204269,2.1242952
10.424977,2.3597298
10.145483,0.6913292
10.145483,0.31624183
11.454012,0.62448263
11.542126,1.040725
11.542126,1.4053375
9.823351,0.646846
9.950319,0.2977139
9.979663,0.2977139
9.979663,0.2038592
9.860226,0.2038592
9.905374,1.4142457
10.215904,1.4249821
12.05538,1.6763985
12.05538,2.0718958
10.764606,2.0718958
12.367239,1.3865185
12.367239,1.2476393
11.3454895,1.2476393
23.500319,5.002137
23.500319,5.589032
10.031261,0.7140385
10.031261,0.046232454
10.029253,0.054760255
10.012578,0.054760255
10.030398,0.041268453
10.076571,0.66720915
11.3939495,2.4219682
11.3939495,3.180969
10.216824,3.3254197
11.360669,4.3249655
10.659821,3.9860125
13.216198,4.9087343
46.23452,7.6886697
46.23452,7.6886697
16.05232,3.3596091
9.989807,0.69796747
9.989807,0.035409108
9.988613,0.07375408
10.4357,0.27151173
10.4357,0.39618933
14.868705,5.181856
19.364996,5.282034
19.364996,5.579144
15.576034,5.579144
16.378008,7.4923186
10.74404,2.3295135
12.099137,1.9196998
12.099137,1.4814861
11.448658,1.4814861
13.600087,2.2640398
10.407206,1.2429143
36.62868,4.624957
36.62868,5.8457036
35.962585,5.8457036
35.442383,4.5919037
10.106717,6.1267967
10.137315,0.48953846
11.125757,2.3075175
15.779227,4.2168865
15.779227,6.400252
10.042087,0.55790484
14.766972,1.7804463
14.766972,1.7804463
10.219596,1.5534768
10.145279,0.44471157
17.221912,7.4192166
18.218035,4.233489
18.218035,3.5667326
14.362178,1.110967
10.260796,0.3703939
9.897603,0.8468716
9.897603,0.8468716
18.589758,2.7220385
18.589758,5.4043837
12.47175,5.4173975
9.845261,0.7075201
9.800515,0.26142487
9.976372,0.48578867
9.976372,0.48578867
10.012634,0.3002227
11.339909,9.842984
11.339909,1.6182021
10.510282,1.3018266
12.429255,1.9184959
12.429255,1.9184959
9.824077,0.5989665
9.857598,0.06553079
9.857598,0.15707672
9.85906,0.15707672
9.85906,0.13203035
10.168169,0.5861709
10.168169,0.18090276
9.846653,0.17895627
9.846653,0.7452349
9.994485,0.80558103
22.85624,6.402879
22.947687,6.423056
22.947687,6.423056
20.144644,5.473082
24.405367,6.9328027
10.081696,0.5988961
10.081874,0.016633503
10.081874,0.017830579
10.080008,0.028547743
10.080008,0.028547743
10.109118,0.58271134
10.077307,0.09279523
10.124126,0.1446242
10.363591,0.20251267
10.363591,0.32723975
10.063766,0.5959667
11.0697,0.9365997
12.80934,3.648746
12.80934,3.648746
11.90656,3.6353836
9.891978,0.5450216
9.879464,0.063318186
9.879464,0.063318186
9.884837,0.03019727
9.88594,0.071802005
15.327395,2.511053
13.005742,2.165057
12.685505,3.5757158
12.685505,3.5757158
14.039426,3.5742126
18.004839,3.0236907
27.05837,4.599032
27.05837,4.599032
21.798033,3.1587107
21.798033,3.1587107
26.860567,2.7690256
27.974007,2.7690256
27.974007,1.7883497
28.644278,1.8384753
30.297102,2.1868377
11.659242,2.6020577
11.659242,2.6020577
10.986522,1.3248336
10.590644,0.857029
10.590644,0.7197009
10.668017,0.8386145
9.931466,0.50831
9.965034,0.4569076
10.232307,0.39041752
10.327466,0.39041752
15.619369,2.9231272
12.727949,2.064693
12.971557,2.0689025
14.099284,2.774335
14.099284,2.774335
18.786407,2.417829
20.380869,2.9833927
20.380869,2.9833927
18.993141,2.5970685
18.993141,2.4065835
10.0621,0.56201965
9.856217,0.21897839
9.87946,0.23219629
9.87946,0.29400328
9.8355465,0.29400328
11.295366,0.5817924
11.295366,1.12156
10.581433,1.12156
13.238352,0.79077774
13.238352,0.75725806
9.842019,0.57558703
9.823152,0.083409384
9.903988,0.083409384
9.903988,0.091545366
9.833398,0.091545366
9.819132,0.5360011
9.821004,0.080363505
9.877096,0.1319627
9.998889,0.6495878
11.64583,2.978791
33.968555,7.556182
34.286434,7.556182
34.286434,6.9513726
29.293509,6.9513726
27.05933,6.1984878
10.09339,2.164715
10.116637,0.065610915
10.116637,0.065610915
10.069719,0.08267497
10.074791,0.08267497
10.085552,0.49385667
10.100151,0.06885187
10.100151,0.073720075
10.677205,0.7296488
10.863777,1.6819363
10.125619,0.5988028
10.125619,0.05860487
10.096901,0.05860487
10.08783,0.056106575
10.08783,0.056106575
10.113342,0.6864549
10.089075,0.02378205
10.112147,0.02759056
10.112147,0.02759056
10.0913315,0.02657089
11.571373,3.8293629
14.261559,2.0799584
14.261559,2.0799584
13.058876,2.8014627
14.518773,2.8014627
17.612795,4.055893
19.02835,4.9397173
19.703836,4.9397173
20.425825,3.747859
22.886095,4.0013995
35.171913,2.6793432
35.24268,2.863322
37.51454,2.863322
51.682667,3.6044457
51.682667,4.605607
11.530565,0.9410537
10.56402,1.2254416
11.064723,1.629862
11.80187,4.0766435
30.970043,4.0766435
10.732998,0.65261567
14.253908,1.482533
14.253908,1.482533
11.53651,1.1969941
11.53651,1.1969941
16.195631,3.3169901
18.847492,3.5550737
20.166067,4.8625035
20.166067,4.8625035
11.588798,2.567654
11.458052,0.9253638
14.27073,0.9408039
14.27073,1.6312997
13.783015,1.6312997
13.783015,1.3953673
9.8282795,1.7075987
9.8282795,0.07540165
9.8256235,0.08028173
9.912813,1.3463355
10.187165,1.6293558
10.523146,1.1426265
10.523146,1.0374693
10.097348,0.9194072
10.160604,0.537746
10.455332,0.58854574
9.991939,0.533644
10.111089,0.27174854
10.7571335,0.44170713
10.7571335,0.44170713
10.031548,0.118877836
9.893432,0.5178227
9.893432,0.09334052
9.853188,0.09334052
9.853188,0.07995235
9.828092,0.044024345
12.705781,3.5273478
17.566916,4.3620267
17.566916,4.412899
22.589874,6.2543626
22.589874,6.2543626
10.0330515,0.5945638
10.0330515,0.16403997
9.991571,0.07117563
10.096352,0.15148473
11.305625,3.6334414
9.921708,0.5946999
9.921708,0.020149307
9.916217,0.020149307
9.911117,0.0137138935
9.922896,0.015366644
9.900569,0.5874591
9.916385,0.018488135
9.916385,0.018488135
9.924435,0.016706906
9.925202,0.017499348
9.924765,0.5885974
9.927255,0.025304854
9.927255,0.027126828
9.907689,0.040905185
9.912203,0.040905185
12.116112,1.9225218
12.116112,2.5162733
12.111544,2.5162733
12.068531,1.5528948
12.068531,1.1113948
29.250328,5.7487063
28.668589,6.019216
39.880848,6.5318217
39.880848,6.5318217
41.31598,6.317034
10.020881,8.719948
13.213711,1.6797768
25.837719,3.5880876
41.57147,5.0329247
41.57147,5.0329247
13.747663,4.17695
11.008495,4.17695
10.938277,1.2685122
10.689673,0.5900579
10.689673,0.47486514
10.280655,0.7847743
10.236534,1.3837482
10.362367,1.3837482
12.372147,1.2943745
12.372147,1.9825861
13.685439,1.6623837
13.685439,1.6623837
13.38515,1.57021
12.755502,3.8989294
12.755502,3.8989294
10.158988,0.6308271
10.158988,1.5658085
16.591179,2.0465662
16.591179,3.8572524
15.804193,3.8572524
9.933167,0.59918875
9.933167,0.1925647
9.880024,0.11385714
9.880024,0.23198125
9.86636,0.23198125
11.086332,0.98477614
11.273644,0.98477614
11.892028,2.0646749
12.922747,2.0646749
12.922747,1.2425609
9.906811,0.5254485
9.890939,0.51004636
9.890939,0.35436505
9.861535,0.698738
11.382805,2.397641
11.27276,2.7985528
11.423856,2.7985528
11.423856,2.992498
11.452377,2.9929118
12.882754,3.6509683
9.982094,0.5157584
9.982094,0.2811308
10.699635,1.8256055
14.338271,3.2949805
23.627308,6.396586
10.036615,0.5958876
10.031391,0.053268
10.0343075,0.053268
10.061066,0.04947693
10.061066,0.04947693
9.966239,1.1715153
9.923034,0.020066146
9.962979,0.07272364
10.976734,0.779868
12.109697,1.2872436
10.51265,1.4800786
10.51265,1.4800786
10.385038,0.82804674
10.563267,1.8110834
12.388321,3.4576237
9.880637,0.5835856
9.896316,0.18287751
9.896316,0.18287751
9.929112,0.17254554
10.16906,0.54490554
9.89595,0.5514159
9.83903,0.412461
10.119655,0.65681624
12.583264,1.158915
12.878727,1.4016094
35.43888,4.1670175
35.43888,4.713397
40.922478,4.713397
40.922478,5.7385087
40.49027,5.7385087
29.868229,4.1510377
38.951233,2.6498666
46.85799,3.3268867
46.85799,3.3268867
49.776966,4.024873
10.6894455,1.2475532
12.266636,1.2475532
13.396827,3.050277
13.396827,3.050277
11.456472,2.8127172
10.3934355,1.5850375
10.381844,1.5850375
11.385238,1.4715691
11.385238,1.5014312
10.352305,2.009135
10.161782,0.9068923
10.136111,1.3196961
15.127316,1.4714733
15.127316,1.8184103
15.308063,2.9051905
11.333781,2.1452732
10.58444,1.4506942
11.801838,1.0362068
12.002264,1.2224303
16.871107,1.6864132
9.933389,0.6196051
9.867667,0.3936684
9.946788,0.35356814
9.946788,0.3451167
9.827219,0.3166899
10.184583,0.58758163
10.184583,0.35850874
10.899888,0.52379215
11.080794,1.9684213
11.337089,1.9684213
25.85021,20.692987
25.85021,20.692987
18.640862,12.965577
11.074384,3.1619265
10.803615,3.1619265
10.286166,1.3155763
10.286166,1.3155763
9.962622,1.304708
9.860006,0.78045726
9.830431,0.43174788
16.151812,6.3503914
13.213115,3.1881847
21.451149,5.22881
21.451149,5.22881
24.936678,10.795142
11.144701,2.311639
13.785397,3.2553947
13.785397,3.2553947
10.530572,2.002617
10.345346,0.31392348
9.91916,0.5125131
9.9163685,0.031741492
9.894569,0.02494843
9.904936,0.02494843
9.928344,0.056371965
9.928111,0.5290177
9.928111,0.14930125
9.939786,0.030877654
9.939786,0.025550233
9.908815,0.025550233
9.871635,0.5289026
9.871635,0.043298237
9.871183,0.0453359
9.923518,0.0453359
9.923518,0.04401622
14.902245,3.8663764
14.895553,4.9359736
14.355291,4.9359736
13.658608,4.7481694
15.409266,5.0469885
18.455399,3.5284886
22.555279,4.2998147
22.760073,4.2998147
24.690296,4.4530582
24.690296,4.4530582
10.65104,1.657908
23.119734,3.160431
28.584293,3.160431
28.941761,3.8202765
31.6064,3.8202765
12.645021,3.0775228
12.645021,3.7585673
17.507088,3.7585673
17.507088,1.7915891
10.3038435,1.2920313
10.012534,0.56505
12.536149,0.7935703
12.536149,1.4655619
10.776015,1.4655619
10.561534,1.4084473
12.788061,1.9558834
18.053648,3.0391843
18.053648,3.3747418
15.366253,3.587301
19.41584,3.9738014
33.871742,13.690467
40.2261,13.690467
40.2261,11.390443
23.897804,8.540314
23.43836,5.478552
9.798827,1.3575388
9.831424,0.054247037
9.831424,0.044488456
9.820745,0.06545101
9.797403,0.06545101
12.797655,2.8614779
14.698015,1.8495343
16.203524,5.47875
21.326078,6.052557
21.326078,6.052557
10.711,4.079467
14.787796,5.2337074
14.787796,5.2337074
10.797389,1.9562726
12.312909,1.7834574
10.021718,0.5759793
10.054052,0.14377542
10.054052,0.09427137
9.988786,0.09185366
9.98983,0.06144807
12.942211,4.273322
14.712148,5.6774993
17.634762,7.4320765
17.634762,7.4320765
20.253778,6.574341
10.06141,0.66876554
10.106937,0.2605095
10.106937,0.14816725
10.017965,0.0394708
9.992792,0.036324654
10.573747,0.44154483
10.573747,0.5558404
11.35271,1.2288985
19.472277,3.2324855
19.472277,4.5573444
13.856787,2.3685374
13.856787,3.378207
14.941521,3.9140892
14.941521,3.9140892
27.033638,5.81253
10.001268,0.5624614
10.001268,0.064962536
9.97519,0.054412413
9.992724,0.20225082
10.263096,0.55606717
13.48758,3.0125651
15.010415,2.593872
15.010415,4.5148377
14.628077,7.0370436
12.313553,7.0370436
23.22361,3.2790716
35.214626,6.477267
35.214626,6.477267
34.87635,7.4107423
34.87635,7.4107423
29.503738,6.4029827
50.237164,6.4497237
50.237164,6.4497237
41.846138,4.7467256
38.710155,4.7467256
10.87589,0.82549214
10.87589,0.8649445
11.698019,1.0594488
11.698019,1.1687961
10.834659,1.6719142
10.777328,0.8781185
14.17852,1.5453017
14.17852,2.5650668
10.743766,2.5650668
10.743766,2.1605904
14.013951,7.0625854
22.583775,13.595161
22.583775,13.595161
17.471724,7.573144
16.93086,8.306669
11.14213,2.501445
14.597725,2.9591675
16.053925,3.2360106
16.053925,3.2360106
14.95108,3.197316
11.798664,4.3225036
11.233127,2.5582385
11.233127,2.5582385
10.21607,2.430394
10.21607,1.2349774
11.318467,1.4938279
11.318467,1.50614
12.568151,1.50614
12.568151,2.8634682
10.667887,2.8634682
9.893052,0.58784467
10.934759,1.135941
13.839613,1.8391145
24.439816,3.59417
24.439816,3.6424997
10.398288,1.5549712
16.247286,2.935896
16.247286,2.935896
14.626269,4.00565
14.626269,6.0285363
25.027557,7.454006
25.027557,7.454006
25.013636,7.488231
25.013636,7.488231
20.425047,5.817899
14.988777,2.7466297
10.527216,0.25835487
10.045676,0.17657636
9.950372,0.102915846
9.945844,0.09664806
11.627481,1.5548185
11.293374,1.2302413
11.234053,1.26271
10.722974,1.26271
10.298978,0.77603066
10.311039,0.58966035
14.050564,1.785908
14.050564,3.0657995
13.442919,3.0657995
11.655259,1.5564001
10.202847,0.5058251
10.714004,1.6486264
11.371792,1.9081949
13.511407,2.328774
14.247457,2.8516932
14.615689,2.9181347
15.673293,3.4000313
16.337904,4.0008535
16.337904,4.0008535
16.285221,3.4632251
27.560078,5.9214473
33.152187,6.461344
33.152187,6.461344
30.147032,5.979375
29.059536,5.979375
34.101063,4.4596443
46.76042,5.328735
46.76042,5.770754
39.80271,5.770754
39.2788,5.1750503
10.587022,0.7177032
14.048142,3.1656795
18.109856,3.653387
18.109856,3.653387
11.561224,1.5606612
10.405559,0.7669159
10.231974,2.3503258
14.2969675,2.3503258
14.2969675,2.2520766
11.182381,2.238407
24.380566,4.401855
24.380566,4.401855
15.716324,4.1409965
