run_id,experiment_id,train_protocol,test_dataset,model_name,model_type,feature_set,feature_count,threshold,threshold_note,TN,FP,FN,TP,fall_precision,fall_recall,fall_f1,accuracy,AUROC,average_precision,FP_reduction_vs_A5,complexity,complexity_note
FALL_LinearSVM_FallNoTiming_Full_E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,bits,LinearSVM,fall_only_ml,FallNoTiming_Full,132,0.5733108633193602,best_val_f1_then_precision_with_recall088_tiebreak,459,21,14,34,0.6181818181818182,0.7083333333333334,0.6601941747572816,0.9337121212121212,0.9090711805555556,0.641742781844151,-16,133,LinearSVM params~133
FALL_LinearSVM_FallNoTiming_Full_E6_E3_MIXED_TEST_BITS,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED_REUSED,bits,LinearSVM,fall_only_ml,FallNoTiming_Full,132,0.8897351138787699,best_val_f1_then_precision_with_recall088_tiebreak,478,2,13,35,0.9459459459459459,0.7291666666666666,0.8235294117647058,0.9715909090909091,0.9708333333333333,0.9073099911809371,-2,133,LinearSVM params~133
FALL_LinearSVM_FallNoTiming_Full_E7_E3_MIXED_TEST_WEDA,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED_REUSED,weda,LinearSVM,fall_only_ml,FallNoTiming_Full,132,0.8897351138787699,best_val_f1_then_precision_with_recall088_tiebreak,151,4,8,17,0.8095238095238095,0.68,0.7391304347826086,0.9333333333333333,0.9809032258064516,0.9066380234144942,17,133,LinearSVM params~133
FALL_RandomForest_FallNoTiming_Full_E1_BITS_TO_BITS,E1_BITS_TO_BITS,E1_BITS_TO_BITS,bits,RandomForest,fall_only_ml,FallNoTiming_Full,132,0.4962482566248257,best_val_f1_then_precision_with_recall088_tiebreak,477,3,5,43,0.9347826086956522,0.8958333333333334,0.9148936170212766,0.9848484848484849,0.9825737847222222,0.9571260696294454,-1,300,RandomForest trees=300 fall / 200 direction
FALL_RandomForest_FallNoTiming_Full_E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,weda,RandomForest,fall_only_ml,FallNoTiming_Full,132,0.46288702928870296,best_val_f1_then_precision_with_recall088_tiebreak,149,6,2,23,0.7931034482758621,0.92,0.8518518518518519,0.9555555555555556,0.9921290322580645,0.960086799870134,-1,300,RandomForest trees=300 fall / 200 direction
FALL_RandomForest_FallNoTiming_Full_E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,bits+weda,RandomForest,fall_only_ml,FallNoTiming_Full,132,0.34728033472803344,best_val_f1_then_precision_with_recall088_tiebreak,619,16,9,64,0.8,0.8767123287671232,0.8366013071895425,0.9646892655367232,0.9759896451299751,0.9212124738007041,5,300,RandomForest trees=300 fall / 200 direction
FALL_RandomForest_FallNoTiming_Full_E3_BITS_WEDA_MIXED,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,bits,RandomForest,fall_only_ml,FallNoTiming_Full,132,0.34728033472803344,best_val_f1_then_precision_with_recall088_tiebreak,479,1,7,41,0.9761904761904762,0.8541666666666666,0.9111111111111111,0.9848484848484849,0.9763237847222221,0.949644631784752,-1,300,RandomForest trees=300 fall / 200 direction
FALL_RandomForest_FallNoTiming_Full_E3_BITS_WEDA_MIXED,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,weda,RandomForest,fall_only_ml,FallNoTiming_Full,132,0.34728033472803344,best_val_f1_then_precision_with_recall088_tiebreak,140,15,2,23,0.6052631578947368,0.92,0.7301587301587301,0.9055555555555556,0.9820645161290323,0.9182415402025176,6,300,RandomForest trees=300 fall / 200 direction
FALL_RandomForest_FallNoTiming_Full_E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,weda,RandomForest,fall_only_ml,FallNoTiming_Full,132,0.4962482566248257,best_val_f1_then_precision_with_recall088_tiebreak,116,39,0,25,0.390625,1.0,0.5617977528089888,0.7833333333333333,0.9411612903225806,0.7254244101823363,5,300,RandomForest trees=300 fall / 200 direction
FALL_RandomForest_FallNoTiming_Full_E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,bits,RandomForest,fall_only_ml,FallNoTiming_Full,132,0.46288702928870296,best_val_f1_then_precision_with_recall088_tiebreak,478,2,20,28,0.9333333333333333,0.5833333333333334,0.717948717948718,0.9583333333333334,0.963845486111111,0.8677773298275737,3,300,RandomForest trees=300 fall / 200 direction
FALL_RandomForest_FallNoTiming_Full_E6_E3_MIXED_TEST_BITS,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED_REUSED,bits,RandomForest,fall_only_ml,FallNoTiming_Full,132,0.34728033472803344,best_val_f1_then_precision_with_recall088_tiebreak,479,1,7,41,0.9761904761904762,0.8541666666666666,0.9111111111111111,0.9848484848484849,0.9763237847222221,0.949644631784752,-1,300,RandomForest trees=300 fall / 200 direction
FALL_RandomForest_FallNoTiming_Full_E7_E3_MIXED_TEST_WEDA,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED_REUSED,weda,RandomForest,fall_only_ml,FallNoTiming_Full,132,0.34728033472803344,best_val_f1_then_precision_with_recall088_tiebreak,140,15,2,23,0.6052631578947368,0.92,0.7301587301587301,0.9055555555555556,0.9820645161290323,0.9182415402025176,6,300,RandomForest trees=300 fall / 200 direction
FALL_GradientBoosting_FallNoTiming_Full_E1_BITS_TO_BITS,E1_BITS_TO_BITS,E1_BITS_TO_BITS,bits,GradientBoosting,fall_only_ml,FallNoTiming_Full,132,0.6235903918421675,best_val_f1_then_precision_with_recall088_tiebreak,478,2,8,40,0.9523809523809523,0.8333333333333334,0.8888888888888888,0.9810606060606061,0.9817708333333333,0.9517911254398667,0,100,GradientBoosting default trees=100
FALL_GradientBoosting_FallNoTiming_Full_E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,weda,GradientBoosting,fall_only_ml,FallNoTiming_Full,132,0.7187731120959577,best_val_f1_then_precision_with_recall088_tiebreak,152,3,3,22,0.88,0.88,0.88,0.9666666666666667,0.9912258064516128,0.9626091204934958,2,100,GradientBoosting default trees=100
FALL_GradientBoosting_FallNoTiming_Full_E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,bits+weda,GradientBoosting,fall_only_ml,FallNoTiming_Full,132,0.48460387851025294,best_val_f1_then_precision_with_recall088_tiebreak,628,7,11,62,0.8985507246376812,0.8493150684931506,0.8732394366197183,0.9745762711864406,0.9833567036997086,0.9355970977588354,14,100,GradientBoosting default trees=100
FALL_GradientBoosting_FallNoTiming_Full_E3_BITS_WEDA_MIXED,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,bits,GradientBoosting,fall_only_ml,FallNoTiming_Full,132,0.48460387851025294,best_val_f1_then_precision_with_recall088_tiebreak,480,0,9,39,1.0,0.8125,0.896551724137931,0.9829545454545454,0.9877387152777778,0.9554014080837365,0,100,GradientBoosting default trees=100
FALL_GradientBoosting_FallNoTiming_Full_E3_BITS_WEDA_MIXED,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,weda,GradientBoosting,fall_only_ml,FallNoTiming_Full,132,0.48460387851025294,best_val_f1_then_precision_with_recall088_tiebreak,148,7,2,23,0.7666666666666667,0.92,0.8363636363636363,0.95,0.9816774193548388,0.9410734472049691,14,100,GradientBoosting default trees=100
FALL_GradientBoosting_FallNoTiming_Full_E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,weda,GradientBoosting,fall_only_ml,FallNoTiming_Full,132,0.6235903918421675,best_val_f1_then_precision_with_recall088_tiebreak,94,61,1,24,0.2823529411764706,0.96,0.43636363636363634,0.6555555555555556,0.9065806451612903,0.6423071843214023,-17,100,GradientBoosting default trees=100
FALL_GradientBoosting_FallNoTiming_Full_E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,bits,GradientBoosting,fall_only_ml,FallNoTiming_Full,132,0.7187731120959577,best_val_f1_then_precision_with_recall088_tiebreak,477,3,15,33,0.9166666666666666,0.6875,0.7857142857142857,0.9659090909090909,0.9384765625,0.8752666711597591,2,100,GradientBoosting default trees=100
FALL_GradientBoosting_FallNoTiming_Full_E6_E3_MIXED_TEST_BITS,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED_REUSED,bits,GradientBoosting,fall_only_ml,FallNoTiming_Full,132,0.48460387851025294,best_val_f1_then_precision_with_recall088_tiebreak,480,0,9,39,1.0,0.8125,0.896551724137931,0.9829545454545454,0.9877387152777778,0.9554014080837365,0,100,GradientBoosting default trees=100
FALL_GradientBoosting_FallNoTiming_Full_E7_E3_MIXED_TEST_WEDA,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED_REUSED,weda,GradientBoosting,fall_only_ml,FallNoTiming_Full,132,0.48460387851025294,best_val_f1_then_precision_with_recall088_tiebreak,148,7,2,23,0.7666666666666667,0.92,0.8363636363636363,0.95,0.9816774193548388,0.9410734472049691,14,100,GradientBoosting default trees=100
FALL_HistGradientBoosting_FallNoTiming_Full_E1_BITS_TO_BITS,E1_BITS_TO_BITS,E1_BITS_TO_BITS,bits,HistGradientBoosting,fall_only_ml,FallNoTiming_Full,132,0.12552300329652522,best_val_f1_then_precision_with_recall088_tiebreak,474,6,3,45,0.8823529411764706,0.9375,0.9090909090909091,0.9829545454545454,0.983984375,0.967337933337497,-4,140,HistGradientBoosting max_iter=140
FALL_HistGradientBoosting_FallNoTiming_Full_E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,weda,HistGradientBoosting,fall_only_ml,FallNoTiming_Full,132,0.6736389267734862,best_val_f1_then_precision_with_recall088_tiebreak,152,3,2,23,0.8846153846153846,0.92,0.9019607843137255,0.9722222222222222,0.9974193548387097,0.9864367816091955,2,140,HistGradientBoosting max_iter=140
FALL_HistGradientBoosting_FallNoTiming_Full_E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,bits+weda,HistGradientBoosting,fall_only_ml,FallNoTiming_Full,132,0.07112964762469026,best_val_f1_then_precision_with_recall088_tiebreak,625,10,6,67,0.8701298701298701,0.9178082191780822,0.8933333333333333,0.9774011299435028,0.9825477294790206,0.9549181840974719,11,140,HistGradientBoosting max_iter=140
FALL_HistGradientBoosting_FallNoTiming_Full_E3_BITS_WEDA_MIXED,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,bits,HistGradientBoosting,fall_only_ml,FallNoTiming_Full,132,0.07112964762469026,best_val_f1_then_precision_with_recall088_tiebreak,480,0,5,43,1.0,0.8958333333333334,0.945054945054945,0.990530303030303,0.9807291666666668,0.9622662634193049,0,140,HistGradientBoosting max_iter=140
FALL_HistGradientBoosting_FallNoTiming_Full_E3_BITS_WEDA_MIXED,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,weda,HistGradientBoosting,fall_only_ml,FallNoTiming_Full,132,0.07112964762469026,best_val_f1_then_precision_with_recall088_tiebreak,145,10,1,24,0.7058823529411765,0.96,0.8135593220338984,0.9388888888888889,0.9891612903225806,0.9545921032989999,11,140,HistGradientBoosting max_iter=140
FALL_HistGradientBoosting_FallNoTiming_Full_E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,weda,HistGradientBoosting,fall_only_ml,FallNoTiming_Full,132,0.12552300329652522,best_val_f1_then_precision_with_recall088_tiebreak,88,67,0,25,0.2717391304347826,1.0,0.42735042735042733,0.6277777777777778,0.911741935483871,0.6717047608644531,-23,140,HistGradientBoosting max_iter=140
FALL_HistGradientBoosting_FallNoTiming_Full_E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,bits,HistGradientBoosting,fall_only_ml,FallNoTiming_Full,132,0.6736389267734862,best_val_f1_then_precision_with_recall088_tiebreak,474,6,19,29,0.8285714285714286,0.6041666666666666,0.6987951807228916,0.9526515151515151,0.9612630208333334,0.861943145123743,-1,140,HistGradientBoosting max_iter=140
FALL_HistGradientBoosting_FallNoTiming_Full_E6_E3_MIXED_TEST_BITS,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED_REUSED,bits,HistGradientBoosting,fall_only_ml,FallNoTiming_Full,132,0.07112964762469026,best_val_f1_then_precision_with_recall088_tiebreak,480,0,5,43,1.0,0.8958333333333334,0.945054945054945,0.990530303030303,0.9807291666666668,0.9622662634193049,0,140,HistGradientBoosting max_iter=140
FALL_HistGradientBoosting_FallNoTiming_Full_E7_E3_MIXED_TEST_WEDA,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED_REUSED,weda,HistGradientBoosting,fall_only_ml,FallNoTiming_Full,132,0.07112964762469026,best_val_f1_then_precision_with_recall088_tiebreak,145,10,1,24,0.7058823529411765,0.96,0.8135593220338984,0.9388888888888889,0.9891612903225806,0.9545921032989999,11,140,HistGradientBoosting max_iter=140
