run_id,experiment_id,train_protocol,test_dataset,model_name,model_type,feature_set,feature_count,direction_macro_f1,direction_accuracy,forward_f1,backward_f1,lateral_f1,direction_n_supervised,cm_00,cm_01,cm_02,cm_10,cm_11,cm_12,cm_20,cm_21,cm_22,complexity,complexity_note
DIR_GradientBoosting_DirectionNoMagnitude_E7_E3_MIXED_TEST_WEDA,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED_REUSED,weda,GradientBoosting,direction_only_ml,DirectionNoMagnitude,64,0.8314589893537262,0.84,0.7777777777777778,0.9473684210526315,0.7692307692307693,25,7,1,1,0,9,0,2,0,5,100,GradientBoosting default trees=100
DIR_HistGradientBoosting_DirectionNoMagnitude_E1_BITS_TO_BITS,E1_BITS_TO_BITS,E1_BITS_TO_BITS,bits,HistGradientBoosting,direction_only_ml,DirectionNoMagnitude,64,0.8463396506874767,0.8333333333333334,0.8333333333333334,0.9230769230769231,0.782608695652174,36,15,1,2,0,6,0,3,0,9,140,HistGradientBoosting max_iter=140
DIR_HistGradientBoosting_DirectionNoMagnitude_E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,weda,HistGradientBoosting,direction_only_ml,DirectionNoMagnitude,64,0.7987861811391223,0.8,0.7058823529411765,0.8571428571428571,0.8333333333333334,25,6,3,0,0,9,0,2,0,5,140,HistGradientBoosting max_iter=140
DIR_HistGradientBoosting_DirectionNoMagnitude_E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,bits+weda,HistGradientBoosting,direction_only_ml,DirectionNoMagnitude,64,0.8329702251270877,0.8360655737704918,0.8518518518518519,0.8823529411764706,0.7647058823529411,61,23,2,2,0,15,0,4,2,13,140,HistGradientBoosting max_iter=140
DIR_HistGradientBoosting_DirectionNoMagnitude_E3_BITS_WEDA_MIXED,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,bits,HistGradientBoosting,direction_only_ml,DirectionNoMagnitude,64,0.8244348244348245,0.8333333333333334,0.8888888888888888,0.8571428571428571,0.7272727272727273,36,16,0,2,0,6,0,2,2,8,140,HistGradientBoosting max_iter=140
DIR_HistGradientBoosting_DirectionNoMagnitude_E3_BITS_WEDA_MIXED,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,weda,HistGradientBoosting,direction_only_ml,DirectionNoMagnitude,64,0.837037037037037,0.84,0.7777777777777778,0.9,0.8333333333333334,25,7,2,0,0,9,0,2,0,5,140,HistGradientBoosting max_iter=140
DIR_HistGradientBoosting_DirectionNoMagnitude_E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,weda,HistGradientBoosting,direction_only_ml,DirectionNoMagnitude,64,0.2351046698872786,0.28,0.4444444444444444,0.0,0.2608695652173913,25,4,0,5,1,0,8,4,0,3,140,HistGradientBoosting max_iter=140
DIR_HistGradientBoosting_DirectionNoMagnitude_E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,bits,HistGradientBoosting,direction_only_ml,DirectionNoMagnitude,64,0.4931623931623932,0.6111111111111112,0.8717948717948718,0.3076923076923077,0.3,36,17,0,1,0,2,4,4,5,3,140,HistGradientBoosting max_iter=140
DIR_HistGradientBoosting_DirectionNoMagnitude_E6_E3_MIXED_TEST_BITS,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED_REUSED,bits,HistGradientBoosting,direction_only_ml,DirectionNoMagnitude,64,0.8244348244348245,0.8333333333333334,0.8888888888888888,0.8571428571428571,0.7272727272727273,36,16,0,2,0,6,0,2,2,8,140,HistGradientBoosting max_iter=140
DIR_HistGradientBoosting_DirectionNoMagnitude_E7_E3_MIXED_TEST_WEDA,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED_REUSED,weda,HistGradientBoosting,direction_only_ml,DirectionNoMagnitude,64,0.837037037037037,0.84,0.7777777777777778,0.9,0.8333333333333334,25,7,2,0,0,9,0,2,0,5,140,HistGradientBoosting max_iter=140
DIR_LogisticRegression_DirectionFullNoTiming_E1_BITS_TO_BITS,E1_BITS_TO_BITS,E1_BITS_TO_BITS,bits,LogisticRegression,direction_only_ml,DirectionFullNoTiming,132,0.8871143871143872,0.8888888888888888,0.918918918918919,0.9090909090909091,0.8333333333333334,36,17,0,1,0,5,1,2,0,10,133,LR params=133
DIR_LogisticRegression_DirectionFullNoTiming_E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,weda,LogisticRegression,direction_only_ml,DirectionFullNoTiming,132,0.7547049441786283,0.76,0.7368421052631579,0.8,0.7272727272727273,25,7,2,0,1,8,0,2,1,4,133,LR params=133
DIR_LogisticRegression_DirectionFullNoTiming_E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,bits+weda,LogisticRegression,direction_only_ml,DirectionFullNoTiming,132,0.7962125020948551,0.8032786885245902,0.8461538461538461,0.7777777777777778,0.7647058823529411,61,22,4,1,0,14,1,3,3,13,133,LR params=133
DIR_LogisticRegression_DirectionFullNoTiming_E3_BITS_WEDA_MIXED,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,bits,LogisticRegression,direction_only_ml,DirectionFullNoTiming,132,0.7666237666237666,0.8055555555555556,0.918918918918919,0.7142857142857143,0.6666666666666666,36,17,0,1,0,5,1,2,3,7,133,LR params=133
DIR_LogisticRegression_DirectionFullNoTiming_E3_BITS_WEDA_MIXED,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,weda,LogisticRegression,direction_only_ml,DirectionFullNoTiming,132,0.8026418026418026,0.8,0.6666666666666666,0.8181818181818182,0.9230769230769231,25,5,4,0,0,9,0,1,0,6,133,LR params=133
DIR_LogisticRegression_DirectionFullNoTiming_E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,weda,LogisticRegression,direction_only_ml,DirectionFullNoTiming,132,0.33816425120772947,0.36,0.6666666666666666,0.0,0.34782608695652173,25,5,0,4,1,0,8,0,3,4,133,LR params=133
DIR_LogisticRegression_DirectionFullNoTiming_E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,bits,LogisticRegression,direction_only_ml,DirectionFullNoTiming,132,0.49603174603174605,0.6111111111111112,0.8095238095238095,0.42857142857142855,0.25,36,17,0,1,2,3,1,5,5,2,133,LR params=133
DIR_LogisticRegression_DirectionFullNoTiming_E6_E3_MIXED_TEST_BITS,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED_REUSED,bits,LogisticRegression,direction_only_ml,DirectionFullNoTiming,132,0.7666237666237666,0.8055555555555556,0.918918918918919,0.7142857142857143,0.6666666666666666,36,17,0,1,0,5,1,2,3,7,133,LR params=133
DIR_LogisticRegression_DirectionFullNoTiming_E7_E3_MIXED_TEST_WEDA,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED_REUSED,weda,LogisticRegression,direction_only_ml,DirectionFullNoTiming,132,0.8026418026418026,0.8,0.6666666666666666,0.8181818181818182,0.9230769230769231,25,5,4,0,0,9,0,1,0,6,133,LR params=133
DIR_LinearSVM_DirectionFullNoTiming_E1_BITS_TO_BITS,E1_BITS_TO_BITS,E1_BITS_TO_BITS,bits,LinearSVM,direction_only_ml,DirectionFullNoTiming,132,0.8659932659932661,0.8611111111111112,0.8888888888888888,0.9090909090909091,0.8,36,16,0,2,0,5,1,2,0,10,133,LinearSVM params~133
DIR_LinearSVM_DirectionFullNoTiming_E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,weda,LinearSVM,direction_only_ml,DirectionFullNoTiming,132,0.8740740740740741,0.88,0.8888888888888888,0.9,0.8333333333333334,25,8,1,0,0,9,0,1,1,5,133,LinearSVM params~133
DIR_LinearSVM_DirectionFullNoTiming_E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,bits+weda,LinearSVM,direction_only_ml,DirectionFullNoTiming,132,0.8140432098765432,0.819672131147541,0.8518518518518519,0.7777777777777778,0.8125,61,23,4,0,1,14,0,3,3,13,133,LinearSVM params~133
DIR_LinearSVM_DirectionFullNoTiming_E3_BITS_WEDA_MIXED,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,bits,LinearSVM,direction_only_ml,DirectionFullNoTiming,132,0.7914015808752651,0.8333333333333334,0.9230769230769231,0.7142857142857143,0.7368421052631579,36,18,0,0,1,5,0,2,3,7,133,LinearSVM params~133
DIR_LinearSVM_DirectionFullNoTiming_E3_BITS_WEDA_MIXED,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,weda,LinearSVM,direction_only_ml,DirectionFullNoTiming,132,0.8026418026418026,0.8,0.6666666666666666,0.8181818181818182,0.9230769230769231,25,5,4,0,0,9,0,1,0,6,133,LinearSVM params~133
DIR_LinearSVM_DirectionFullNoTiming_E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,weda,LinearSVM,direction_only_ml,DirectionFullNoTiming,132,0.32954545454545453,0.36,0.625,0.0,0.36363636363636365,25,5,1,3,1,0,8,1,2,4,133,LinearSVM params~133
DIR_LinearSVM_DirectionFullNoTiming_E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,bits,LinearSVM,direction_only_ml,DirectionFullNoTiming,132,0.48145111703217874,0.5833333333333334,0.7804878048780488,0.42857142857142855,0.23529411764705882,36,16,0,2,2,3,1,5,5,2,133,LinearSVM params~133
DIR_LinearSVM_DirectionFullNoTiming_E6_E3_MIXED_TEST_BITS,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED_REUSED,bits,LinearSVM,direction_only_ml,DirectionFullNoTiming,132,0.7914015808752651,0.8333333333333334,0.9230769230769231,0.7142857142857143,0.7368421052631579,36,18,0,0,1,5,0,2,3,7,133,LinearSVM params~133
DIR_LinearSVM_DirectionFullNoTiming_E7_E3_MIXED_TEST_WEDA,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED_REUSED,weda,LinearSVM,direction_only_ml,DirectionFullNoTiming,132,0.8026418026418026,0.8,0.6666666666666666,0.8181818181818182,0.9230769230769231,25,5,4,0,0,9,0,1,0,6,133,LinearSVM params~133
DIR_RandomForest_DirectionFullNoTiming_E1_BITS_TO_BITS,E1_BITS_TO_BITS,E1_BITS_TO_BITS,bits,RandomForest,direction_only_ml,DirectionFullNoTiming,132,0.9537037037037037,0.9444444444444444,0.9444444444444444,1.0,0.9166666666666666,36,17,0,1,0,6,0,1,0,11,300,RandomForest trees=300 fall / 200 direction
DIR_RandomForest_DirectionFullNoTiming_E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,weda,RandomForest,direction_only_ml,DirectionFullNoTiming,132,0.7949604743083004,0.8,0.782608695652174,0.875,0.7272727272727273,25,9,0,0,2,7,0,3,0,4,300,RandomForest trees=300 fall / 200 direction
DIR_RandomForest_DirectionFullNoTiming_E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,bits+weda,RandomForest,direction_only_ml,DirectionFullNoTiming,132,0.813799007019346,0.819672131147541,0.847457627118644,0.8666666666666667,0.7272727272727273,61,25,0,2,2,13,0,5,2,12,300,RandomForest trees=300 fall / 200 direction
DIR_RandomForest_DirectionFullNoTiming_E3_BITS_WEDA_MIXED,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,bits,RandomForest,direction_only_ml,DirectionFullNoTiming,132,0.8244348244348245,0.8333333333333334,0.8888888888888888,0.8571428571428571,0.7272727272727273,36,16,0,2,0,6,0,2,2,8,300,RandomForest trees=300 fall / 200 direction
DIR_RandomForest_DirectionFullNoTiming_E3_BITS_WEDA_MIXED,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,weda,RandomForest,direction_only_ml,DirectionFullNoTiming,132,0.7949604743083004,0.8,0.782608695652174,0.875,0.7272727272727273,25,9,0,0,2,7,0,3,0,4,300,RandomForest trees=300 fall / 200 direction
DIR_RandomForest_DirectionFullNoTiming_E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,weda,RandomForest,direction_only_ml,DirectionFullNoTiming,132,0.4041771094402673,0.44,0.631578947368421,0.2,0.38095238095238093,25,6,0,3,1,1,7,3,0,4,300,RandomForest trees=300 fall / 200 direction
DIR_RandomForest_DirectionFullNoTiming_E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,bits,RandomForest,direction_only_ml,DirectionFullNoTiming,132,0.5794871794871794,0.6666666666666666,0.8717948717948718,0.5333333333333333,0.3333333333333333,36,17,0,1,0,4,2,4,5,3,300,RandomForest trees=300 fall / 200 direction
DIR_RandomForest_DirectionFullNoTiming_E6_E3_MIXED_TEST_BITS,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED_REUSED,bits,RandomForest,direction_only_ml,DirectionFullNoTiming,132,0.8244348244348245,0.8333333333333334,0.8888888888888888,0.8571428571428571,0.7272727272727273,36,16,0,2,0,6,0,2,2,8,300,RandomForest trees=300 fall / 200 direction
DIR_RandomForest_DirectionFullNoTiming_E7_E3_MIXED_TEST_WEDA,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED_REUSED,weda,RandomForest,direction_only_ml,DirectionFullNoTiming,132,0.7949604743083004,0.8,0.782608695652174,0.875,0.7272727272727273,25,9,0,0,2,7,0,3,0,4,300,RandomForest trees=300 fall / 200 direction
DIR_GradientBoosting_DirectionFullNoTiming_E1_BITS_TO_BITS,E1_BITS_TO_BITS,E1_BITS_TO_BITS,bits,GradientBoosting,direction_only_ml,DirectionFullNoTiming,132,0.8659932659932661,0.8611111111111112,0.8888888888888888,0.9090909090909091,0.8,36,16,0,2,0,5,1,2,0,10,100,GradientBoosting default trees=100
DIR_GradientBoosting_DirectionFullNoTiming_E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,weda,GradientBoosting,direction_only_ml,DirectionFullNoTiming,132,0.8421717171717172,0.84,0.8181818181818182,0.875,0.8333333333333334,25,9,0,0,2,7,0,2,0,5,100,GradientBoosting default trees=100
DIR_GradientBoosting_DirectionFullNoTiming_E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,bits+weda,GradientBoosting,direction_only_ml,DirectionFullNoTiming,132,0.8577334139947571,0.8688524590163934,0.9122807017543859,0.8275862068965517,0.8333333333333334,61,26,0,1,2,12,1,2,2,15,100,GradientBoosting default trees=100
DIR_GradientBoosting_DirectionFullNoTiming_E3_BITS_WEDA_MIXED,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,bits,GradientBoosting,direction_only_ml,DirectionFullNoTiming,132,0.8320946364424625,0.8611111111111112,0.9444444444444444,0.7692307692307693,0.782608695652174,36,17,0,1,0,5,1,1,2,9,100,GradientBoosting default trees=100
DIR_GradientBoosting_DirectionFullNoTiming_E3_BITS_WEDA_MIXED,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,weda,GradientBoosting,direction_only_ml,DirectionFullNoTiming,132,0.88507326007326,0.88,0.8571428571428571,0.875,0.9230769230769231,25,9,0,0,2,7,0,1,0,6,100,GradientBoosting default trees=100
DIR_GradientBoosting_DirectionFullNoTiming_E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,weda,GradientBoosting,direction_only_ml,DirectionFullNoTiming,132,0.37868712702472296,0.4,0.5882352941176471,0.2,0.34782608695652173,25,5,0,4,0,1,8,3,0,4,100,GradientBoosting default trees=100
DIR_GradientBoosting_DirectionFullNoTiming_E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,bits,GradientBoosting,direction_only_ml,DirectionFullNoTiming,132,0.5740740740740741,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.5,36,16,0,2,0,2,4,2,4,6,100,GradientBoosting default trees=100
DIR_GradientBoosting_DirectionFullNoTiming_E6_E3_MIXED_TEST_BITS,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED_REUSED,bits,GradientBoosting,direction_only_ml,DirectionFullNoTiming,132,0.8320946364424625,0.8611111111111112,0.9444444444444444,0.7692307692307693,0.782608695652174,36,17,0,1,0,5,1,1,2,9,100,GradientBoosting default trees=100
DIR_GradientBoosting_DirectionFullNoTiming_E7_E3_MIXED_TEST_WEDA,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED_REUSED,weda,GradientBoosting,direction_only_ml,DirectionFullNoTiming,132,0.88507326007326,0.88,0.8571428571428571,0.875,0.9230769230769231,25,9,0,0,2,7,0,1,0,6,100,GradientBoosting default trees=100
DIR_HistGradientBoosting_DirectionFullNoTiming_E1_BITS_TO_BITS,E1_BITS_TO_BITS,E1_BITS_TO_BITS,bits,HistGradientBoosting,direction_only_ml,DirectionFullNoTiming,132,0.8938436764523722,0.8888888888888888,0.8888888888888888,0.9230769230769231,0.8695652173913043,36,16,1,1,0,6,0,2,0,10,140,HistGradientBoosting max_iter=140
DIR_HistGradientBoosting_DirectionFullNoTiming_E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,weda,HistGradientBoosting,direction_only_ml,DirectionFullNoTiming,132,0.8614718614718614,0.88,0.8571428571428571,1.0,0.7272727272727273,25,9,0,0,0,9,0,3,0,4,140,HistGradientBoosting max_iter=140
DIR_HistGradientBoosting_DirectionFullNoTiming_E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,bits+weda,HistGradientBoosting,direction_only_ml,DirectionFullNoTiming,132,0.8796786399902349,0.8852459016393442,0.9122807017543859,0.9032258064516129,0.8235294117647058,61,26,0,1,1,14,0,3,2,14,140,HistGradientBoosting max_iter=140
DIR_HistGradientBoosting_DirectionFullNoTiming_E3_BITS_WEDA_MIXED,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,bits,HistGradientBoosting,direction_only_ml,DirectionFullNoTiming,132,0.8732563732563733,0.8888888888888888,0.9444444444444444,0.8571428571428571,0.8181818181818182,36,17,0,1,0,6,0,1,2,9,140,HistGradientBoosting max_iter=140
DIR_HistGradientBoosting_DirectionFullNoTiming_E3_BITS_WEDA_MIXED,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,weda,HistGradientBoosting,direction_only_ml,DirectionFullNoTiming,132,0.8772175536881419,0.88,0.8571428571428571,0.9411764705882353,0.8333333333333334,25,9,0,0,1,8,0,2,0,5,140,HistGradientBoosting max_iter=140
DIR_HistGradientBoosting_DirectionFullNoTiming_E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,weda,HistGradientBoosting,direction_only_ml,DirectionFullNoTiming,132,0.34074074074074073,0.36,0.5555555555555556,0.16666666666666666,0.3,25,5,1,3,1,1,7,3,1,3,140,HistGradientBoosting max_iter=140
DIR_HistGradientBoosting_DirectionFullNoTiming_E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,bits,HistGradientBoosting,direction_only_ml,DirectionFullNoTiming,132,0.5387185913501703,0.6388888888888888,0.8717948717948718,0.42857142857142855,0.3157894736842105,36,17,0,1,0,3,3,4,5,3,140,HistGradientBoosting max_iter=140
DIR_HistGradientBoosting_DirectionFullNoTiming_E6_E3_MIXED_TEST_BITS,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED_REUSED,bits,HistGradientBoosting,direction_only_ml,DirectionFullNoTiming,132,0.8732563732563733,0.8888888888888888,0.9444444444444444,0.8571428571428571,0.8181818181818182,36,17,0,1,0,6,0,1,2,9,140,HistGradientBoosting max_iter=140
DIR_HistGradientBoosting_DirectionFullNoTiming_E7_E3_MIXED_TEST_WEDA,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED_REUSED,weda,HistGradientBoosting,direction_only_ml,DirectionFullNoTiming,132,0.8772175536881419,0.88,0.8571428571428571,0.9411764705882353,0.8333333333333334,25,9,0,0,1,8,0,2,0,5,140,HistGradientBoosting max_iter=140
