run_id,experiment_id,train_protocol,test_dataset,model_name,feature_set,feature_count,fall_precision,fall_recall,fall_f1,fall_accuracy,AUROC,average_precision,TN,FP,FN,TP,threshold,A5_FP,FP_reduction_vs_A5,selected_features
FALLRED_LogisticRegression_FallTop8_ImpactEnergy_E1_BITS_TO_BITS,E1_BITS_TO_BITS,E1_BITS_TO_BITS,bits,LogisticRegression,FallTop8_ImpactEnergy,8,0.7884615384615384,0.8541666666666666,0.82,0.9659090909090909,0.975390625,0.9000715431218475,469,11,7,41,0.6965488990666224,2,-9,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_LogisticRegression_FallTop8_ImpactEnergy_E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,weda,LogisticRegression,FallTop8_ImpactEnergy,8,0.8181818181818182,0.36,0.5,0.9,0.9636129032258065,0.7985795976680188,153,2,16,9,0.9111198054194274,5,3,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_LogisticRegression_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,bits+weda,LogisticRegression,FallTop8_ImpactEnergy,8,0.8333333333333334,0.6164383561643836,0.7086614173228346,0.9477401129943502,0.9597238701326717,0.8283560562149045,626,9,28,45,0.8907776905589913,21,12,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_LogisticRegression_FallTop8_ImpactEnergy_E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,weda,LogisticRegression,FallTop8_ImpactEnergy,8,0.26881720430107525,1.0,0.423728813559322,0.6222222222222222,0.9174193548387097,0.5781177327964714,87,68,0,25,0.6965488990666224,44,-24,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_LogisticRegression_FallTop8_ImpactEnergy_E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,bits,LogisticRegression,FallTop8_ImpactEnergy,8,0.58,0.6041666666666666,0.5918367346938775,0.9242424242424242,0.9533854166666665,0.7578831267013525,459,21,19,29,0.9111198054194274,5,-16,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_LogisticRegression_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,bits,LogisticRegression,FallTop8_ImpactEnergy,8,0.8611111111111112,0.6458333333333334,0.7380952380952381,0.9583333333333334,0.96875,0.863802234506201,475,5,17,31,0.8907776905589913,0,-5,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_LogisticRegression_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,weda,LogisticRegression,FallTop8_ImpactEnergy,8,0.7777777777777778,0.56,0.6511627906976745,0.9166666666666666,0.9592258064516128,0.7689685201782538,151,4,11,14,0.8907776905589913,21,17,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_GradientBoosting_FallTop8_ImpactEnergy_E1_BITS_TO_BITS,E1_BITS_TO_BITS,E1_BITS_TO_BITS,bits,GradientBoosting,FallTop8_ImpactEnergy,8,0.8367346938775511,0.8541666666666666,0.845360824742268,0.9715909090909091,0.9774956597222223,0.9375841623225948,472,8,7,41,0.2830335797407687,2,-6,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_GradientBoosting_FallTop8_ImpactEnergy_E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,weda,GradientBoosting,FallTop8_ImpactEnergy,8,0.6666666666666666,0.8,0.7272727272727273,0.9166666666666666,0.959483870967742,0.7996709126017045,145,10,5,20,0.4181086040764299,5,-5,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_GradientBoosting_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,bits+weda,GradientBoosting,FallTop8_ImpactEnergy,8,0.7236842105263158,0.7534246575342466,0.738255033557047,0.9449152542372882,0.9609535109481178,0.8249098927058119,614,21,18,55,0.3794752128769463,21,0,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_GradientBoosting_FallTop8_ImpactEnergy_E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,weda,GradientBoosting,FallTop8_ImpactEnergy,8,0.2553191489361702,0.96,0.40336134453781514,0.6055555555555555,0.832516129032258,0.3821287885455227,85,70,1,24,0.2830335797407687,44,-26,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_GradientBoosting_FallTop8_ImpactEnergy_E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,bits,GradientBoosting,FallTop8_ImpactEnergy,8,0.5818181818181818,0.6666666666666666,0.6213592233009708,0.9261363636363636,0.9383680555555557,0.647294617967859,457,23,16,32,0.4181086040764299,5,-18,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_GradientBoosting_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,bits,GradientBoosting,FallTop8_ImpactEnergy,8,0.7727272727272727,0.7083333333333334,0.7391304347826086,0.9545454545454546,0.9644965277777778,0.8459611758461734,470,10,14,34,0.3794752128769463,0,-10,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_GradientBoosting_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,weda,GradientBoosting,FallTop8_ImpactEnergy,8,0.65625,0.84,0.7368421052631579,0.9166666666666666,0.9607741935483872,0.8022019381809846,144,11,4,21,0.3794752128769463,21,10,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_HistGradientBoosting_FallTop8_ImpactEnergy_E1_BITS_TO_BITS,E1_BITS_TO_BITS,E1_BITS_TO_BITS,bits,HistGradientBoosting,FallTop8_ImpactEnergy,8,0.8269230769230769,0.8958333333333334,0.86,0.9734848484848485,0.9784939236111111,0.9281746913576195,471,9,5,43,0.18410084541036692,2,-7,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_HistGradientBoosting_FallTop8_ImpactEnergy_E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,weda,HistGradientBoosting,FallTop8_ImpactEnergy,8,0.64,0.64,0.64,0.9,0.9440000000000002,0.7404062042999018,146,9,9,16,0.8073385750182419,5,-4,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_HistGradientBoosting_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,bits+weda,HistGradientBoosting,FallTop8_ImpactEnergy,8,0.7222222222222222,0.7123287671232876,0.7172413793103448,0.942090395480226,0.9621507927947363,0.8352087191226405,615,20,21,52,0.5145853928777275,21,1,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_HistGradientBoosting_FallTop8_ImpactEnergy_E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,weda,HistGradientBoosting,FallTop8_ImpactEnergy,8,0.2839506172839506,0.92,0.4339622641509434,0.6666666666666666,0.8596129032258065,0.468741510928627,97,58,2,23,0.18410084541036692,44,-14,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_HistGradientBoosting_FallTop8_ImpactEnergy_E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,bits,HistGradientBoosting,FallTop8_ImpactEnergy,8,0.6363636363636364,0.5833333333333334,0.6086956521739131,0.9318181818181818,0.95234375,0.6519529298058652,464,16,20,28,0.8073385750182419,5,-11,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_HistGradientBoosting_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,bits,HistGradientBoosting,FallTop8_ImpactEnergy,8,0.8372093023255814,0.75,0.7912087912087912,0.9640151515151515,0.9662977430555555,0.8765491131190737,473,7,12,36,0.5145853928777275,0,-7,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_HistGradientBoosting_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,weda,HistGradientBoosting,FallTop8_ImpactEnergy,8,0.5517241379310345,0.64,0.5925925925925926,0.8777777777777778,0.943483870967742,0.7462416328430127,142,13,9,16,0.5145853928777275,21,8,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_RandomForest_FallTop8_ImpactEnergy_E1_BITS_TO_BITS,E1_BITS_TO_BITS,E1_BITS_TO_BITS,bits,RandomForest,FallTop8_ImpactEnergy,8,0.8695652173913043,0.8333333333333334,0.851063829787234,0.9734848484848485,0.9867621527777779,0.9318203032749206,474,6,8,40,0.3933054393305439,2,-4,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_RandomForest_FallTop8_ImpactEnergy_E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,weda,RandomForest,FallTop8_ImpactEnergy,8,0.6153846153846154,0.64,0.6274509803921569,0.8944444444444445,0.9508387096774193,0.7730301729217448,145,10,9,16,0.500418410041841,5,-5,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_RandomForest_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,bits+weda,RandomForest,FallTop8_ImpactEnergy,8,0.7466666666666667,0.7671232876712328,0.7567567567567568,0.9491525423728814,0.9711789450976162,0.8428831588058733,616,19,17,56,0.4267782426778242,21,2,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_RandomForest_FallTop8_ImpactEnergy_E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,weda,RandomForest,FallTop8_ImpactEnergy,8,0.44,0.88,0.5866666666666667,0.8277777777777777,0.9069677419354839,0.598249457830386,127,28,3,22,0.3933054393305439,44,16,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_RandomForest_FallTop8_ImpactEnergy_E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,bits,RandomForest,FallTop8_ImpactEnergy,8,0.6744186046511628,0.6041666666666666,0.6373626373626373,0.9375,0.9444444444444445,0.6064561025951628,466,14,19,29,0.500418410041841,5,-9,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_RandomForest_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,bits,RandomForest,FallTop8_ImpactEnergy,8,0.8095238095238095,0.7083333333333334,0.7555555555555555,0.9583333333333334,0.9798394097222222,0.8775341217233478,472,8,14,34,0.4267782426778242,0,-8,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_RandomForest_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,weda,RandomForest,FallTop8_ImpactEnergy,8,0.6666666666666666,0.88,0.7586206896551724,0.9222222222222223,0.9540645161290322,0.7899822265685439,144,11,3,22,0.4267782426778242,21,10,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB10_d2_FallTop8_ImpactEnergy_E1_BITS_TO_BITS,E1_BITS_TO_BITS,E1_BITS_TO_BITS,bits,TinyGB10_d2,FallTop8_ImpactEnergy,8,0.59375,0.7916666666666666,0.6785714285714286,0.9318181818181818,0.9670789930555556,0.8325485973688931,454,26,10,38,0.1739934164087646,2,-24,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB10_d2_FallTop8_ImpactEnergy_E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,weda,TinyGB10_d2,FallTop8_ImpactEnergy,8,0.64,0.64,0.64,0.9,0.9579354838709677,0.784142264467501,146,9,9,16,0.4240669300750975,5,-4,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB10_d2_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,bits+weda,TinyGB10_d2,FallTop8_ImpactEnergy,8,0.6021505376344086,0.7671232876712328,0.6746987951807228,0.923728813559322,0.9457447955991802,0.7073920427432707,598,37,17,56,0.2432319850096762,21,-16,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB10_d2_FallTop8_ImpactEnergy_E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,weda,TinyGB10_d2,FallTop8_ImpactEnergy,8,0.3968253968253968,1.0,0.5681818181818182,0.7888888888888889,0.8636129032258065,0.39634408602150534,117,38,0,25,0.1739934164087646,44,6,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB10_d2_FallTop8_ImpactEnergy_E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,bits,TinyGB10_d2,FallTop8_ImpactEnergy,8,0.6666666666666666,0.7083333333333334,0.6868686868686869,0.9412878787878788,0.9082899305555556,0.5016236010603912,463,17,14,34,0.4240669300750975,5,-12,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB10_d2_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,bits,TinyGB10_d2,FallTop8_ImpactEnergy,8,0.5932203389830508,0.7291666666666666,0.6542056074766355,0.9299242424242424,0.9503689236111112,0.748361646541655,456,24,13,35,0.2432319850096762,0,-24,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB10_d2_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,weda,TinyGB10_d2,FallTop8_ImpactEnergy,8,0.6176470588235294,0.84,0.711864406779661,0.9055555555555556,0.935741935483871,0.6827700404170992,142,13,4,21,0.2432319850096762,21,8,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB20_d2_FallTop8_ImpactEnergy_E1_BITS_TO_BITS,E1_BITS_TO_BITS,E1_BITS_TO_BITS,bits,TinyGB20_d2,FallTop8_ImpactEnergy,8,0.78,0.8125,0.7959183673469388,0.9621212121212122,0.9713107638888889,0.8724496228141436,469,11,9,39,0.2510242926869818,2,-9,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB20_d2_FallTop8_ImpactEnergy_E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,weda,TinyGB20_d2,FallTop8_ImpactEnergy,8,0.6521739130434783,0.6,0.625,0.9,0.9618064516129032,0.8015641802688291,147,8,10,15,0.5168388052038029,5,-3,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB20_d2_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,bits+weda,TinyGB20_d2,FallTop8_ImpactEnergy,8,0.632183908045977,0.7534246575342466,0.6875,0.9293785310734464,0.9523244525941107,0.7416316359646152,603,32,18,55,0.3020800601238257,21,-11,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB20_d2_FallTop8_ImpactEnergy_E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,weda,TinyGB20_d2,FallTop8_ImpactEnergy,8,0.39344262295081966,0.96,0.5581395348837209,0.7888888888888889,0.8788387096774194,0.531059612566515,118,37,1,24,0.2510242926869818,44,7,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB20_d2_FallTop8_ImpactEnergy_E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,bits,TinyGB20_d2,FallTop8_ImpactEnergy,8,0.6444444444444445,0.6041666666666666,0.6236559139784946,0.9337121212121212,0.921657986111111,0.5429379744845599,464,16,19,29,0.5168388052038029,5,-11,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB20_d2_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,bits,TinyGB20_d2,FallTop8_ImpactEnergy,8,0.6296296296296297,0.7083333333333334,0.6666666666666666,0.9356060606060606,0.9581597222222221,0.7793563125609061,460,20,14,34,0.3020800601238257,0,-20,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB20_d2_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,weda,TinyGB20_d2,FallTop8_ImpactEnergy,8,0.6363636363636364,0.84,0.7241379310344828,0.9111111111111111,0.9414193548387096,0.7022427897845355,143,12,4,21,0.3020800601238257,21,9,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB30_d2_FallTop8_ImpactEnergy_E1_BITS_TO_BITS,E1_BITS_TO_BITS,E1_BITS_TO_BITS,bits,TinyGB30_d2,FallTop8_ImpactEnergy,8,0.7169811320754716,0.7916666666666666,0.7524752475247525,0.9526515151515151,0.9692274305555556,0.875043652251739,465,15,10,38,0.276838486096345,2,-13,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB30_d2_FallTop8_ImpactEnergy_E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,weda,TinyGB30_d2,FallTop8_ImpactEnergy,8,0.6451612903225806,0.8,0.7142857142857143,0.9111111111111111,0.9621935483870967,0.8124706354499979,144,11,5,20,0.37757679089161583,5,-6,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB30_d2_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,bits+weda,TinyGB30_d2,FallTop8_ImpactEnergy,8,0.6666666666666666,0.7397260273972602,0.7012987012987013,0.9350282485875706,0.9556358537374608,0.7667534049133893,608,27,19,54,0.35478470614844476,21,-6,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB30_d2_FallTop8_ImpactEnergy_E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,weda,TinyGB30_d2,FallTop8_ImpactEnergy,8,0.3968253968253968,1.0,0.5681818181818182,0.7888888888888889,0.8814193548387097,0.5164895402462797,117,38,0,25,0.276838486096345,44,6,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB30_d2_FallTop8_ImpactEnergy_E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,bits,TinyGB30_d2,FallTop8_ImpactEnergy,8,0.5862068965517241,0.7083333333333334,0.6415094339622641,0.928030303030303,0.9194444444444443,0.5099136610285699,456,24,14,34,0.37757679089161583,5,-19,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB30_d2_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,bits,TinyGB30_d2,FallTop8_ImpactEnergy,8,0.68,0.7083333333333334,0.6938775510204082,0.9431818181818182,0.9599609375,0.7946937692467702,464,16,14,34,0.35478470614844476,0,-16,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB30_d2_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,weda,TinyGB30_d2,FallTop8_ImpactEnergy,8,0.6451612903225806,0.8,0.7142857142857143,0.9111111111111111,0.9460645161290322,0.7159898515463031,144,11,5,20,0.35478470614844476,21,10,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB10_d3_FallTop8_ImpactEnergy_E1_BITS_TO_BITS,E1_BITS_TO_BITS,E1_BITS_TO_BITS,bits,TinyGB10_d3,FallTop8_ImpactEnergy,8,0.8297872340425532,0.8125,0.8210526315789474,0.9678030303030303,0.9766493055555556,0.9241016074090975,472,8,9,39,0.2149242467737252,2,-6,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB10_d3_FallTop8_ImpactEnergy_E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,E2_WEDA_TO_WEDA,weda,TinyGB10_d3,FallTop8_ImpactEnergy,8,0.8823529411764706,0.6,0.7142857142857143,0.9333333333333333,0.9584516129032259,0.8072314792428369,153,2,10,15,0.4898898641198542,5,3,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB10_d3_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,E3_BITS_WEDA_MIXED,bits+weda,TinyGB10_d3,FallTop8_ImpactEnergy,8,0.6865671641791045,0.6301369863013698,0.6571428571428571,0.9322033898305084,0.954028691619027,0.7680146364227181,614,21,27,46,0.40561540141623786,21,0,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB10_d3_FallTop8_ImpactEnergy_E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,E4_BITS_TO_WEDA,weda,TinyGB10_d3,FallTop8_ImpactEnergy,8,0.39344262295081966,0.96,0.5581395348837209,0.7888888888888889,0.8692903225806452,0.5317862758133176,118,37,1,24,0.2149242467737252,44,7,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB10_d3_FallTop8_ImpactEnergy_E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,E5_WEDA_TO_BITS,bits,TinyGB10_d3,FallTop8_ImpactEnergy,8,0.5555555555555556,0.4166666666666667,0.47619047619047616,0.9166666666666666,0.9172960069444444,0.4978746684269596,464,16,28,20,0.4898898641198542,5,-11,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB10_d3_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E6_E3_MIXED_TEST_BITS,E3_BITS_WEDA_MIXED,bits,TinyGB10_d3,FallTop8_ImpactEnergy,8,0.7209302325581395,0.6458333333333334,0.6813186813186813,0.9450757575757576,0.9588758680555556,0.802176535713876,468,12,17,31,0.40561540141623786,0,-12,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
FALLRED_TinyGB10_d3_FallTop8_ImpactEnergy_E3_BITS_WEDA_MIXED,E7_E3_MIXED_TEST_WEDA,E3_BITS_WEDA_MIXED,weda,TinyGB10_d3,FallTop8_ImpactEnergy,8,0.625,0.6,0.6122448979591837,0.8944444444444445,0.9429677419354839,0.7254574019331053,146,9,10,15,0.40561540141623786,21,12,acc_mag_range;acc_mag_max;acc_mag_p95;acc_mag_std;gyro_mag_p95;jerk_p95;jerk_std;post_acc_mag_std
