epoch,direction_output_accuracy,direction_output_loss,fall_output_accuracy,fall_output_loss,learning_rate,loss,val_direction_macro_f1,val_direction_output_accuracy,val_direction_output_loss,val_fall_f1,val_fall_output_accuracy,val_fall_output_loss,val_loss
18,0.4983888268470764,0.05213034152984619,0.9842463135719299,0.04495963826775551,0.0005000000237487257,0.12233804166316986,0.7128878066378066,0.5220183730125427,0.08176176995038986,0.8093023255813954,0.9623852968215942,0.4973042905330658,0.5619450807571411
19,0.473326176404953,0.04833729565143585,0.9872896671295166,0.03823716938495636,0.0005000000237487257,0.11084117740392685,0.7034796893667861,0.38623854517936707,0.087256520986557,0.7871485943775101,0.9513761401176453,0.30390796065330505,0.4108791947364807
20,0.46007877588272095,0.04306359589099884,0.984783411026001,0.042789261788129807,0.0005000000237487257,0.10723093897104263,0.6478632478632479,0.4458715617656708,0.10420418530702591,0.792156862745098,0.9513761401176453,0.355559766292572,0.47609370946884155
21,0.4702828526496887,0.04183570668101311,0.9874686598777771,0.03680109977722168,0.0005000000237487257,0.09946217387914658,0.660770287888932,0.4192660450935364,0.09574197232723236,0.8054298642533937,0.9605504870414734,0.4840388894081116,0.5710245370864868
22,0.4844253361225128,0.03821819648146629,0.9912280440330505,0.025735286995768547,0.0002500000118743628,0.08305329084396362,0.653270496622045,0.47064220905303955,0.09980947524309158,0.8034934497816594,0.9587156176567078,0.41097867488861084,0.5224719047546387
23,0.495524525642395,0.031406864523887634,0.9940923452377319,0.01942344568669796,0.0002500000118743628,0.0667993575334549,0.6821133633633633,0.43027523159980774,0.10256871581077576,0.8090909090909091,0.9614678621292114,0.49811214208602905,0.608289361000061
24,0.47296813130378723,0.03156491741538048,0.994629442691803,0.0162840336561203,0.0002500000118743628,0.06315356492996216,0.6564870666627813,0.5174311995506287,0.12427813559770584,0.7878787878787878,0.9550458788871765,0.4611579477787018,0.6017248630523682
25,0.5075187683105469,0.027032874524593353,0.9942713975906372,0.019496195018291473,0.0002500000118743628,0.06028840318322182,0.703184426423863,0.46330276131629944,0.12350496649742126,0.7888446215139442,0.9513761401176453,0.35832303762435913,0.5027426481246948
26,0.4897959232330322,0.02545725740492344,0.9935553073883057,0.017921999096870422,0.0002500000118743628,0.05639946833252907,0.6674311655175517,0.45045870542526245,0.11695631593465805,0.8,0.9559633135795593,0.40065500140190125,0.5402591228485107
27,0.4708199203014374,0.02427123300731182,0.9962406158447266,0.013645458035171032,0.0002500000118743628,0.049848318099975586,0.642693225740007,0.526605486869812,0.14213483035564423,0.7863247863247863,0.9541284441947937,0.45906251668930054,0.6282979249954224
28,0.49641960859298706,0.020129524171352386,0.9958825707435608,0.011520806699991226,0.0001250000059371814,0.041585564613342285,0.65076675421503,0.4798165261745453,0.12982647120952606,0.8071748878923767,0.9605504870414734,0.5257127285003662,0.666146457195282
29,0.5064446926116943,0.020481903105974197,0.9960615634918213,0.009974445216357708,0.0001250000059371814,0.040789831429719925,0.668007662835249,0.4990825653076172,0.14045152068138123,0.7982456140350878,0.957798182964325,0.5104355812072754,0.6596047282218933
30,0.49964195489883423,0.020131690427660942,0.994629442691803,0.013163295574486256,0.0001250000059371814,0.04362655058503151,0.6824017376381494,0.4623853266239166,0.12997448444366455,0.7933884297520661,0.9541284441947937,0.3927426338195801,0.5462437868118286
