epoch,direction_output_accuracy,direction_output_loss,fall_output_accuracy,fall_output_loss,learning_rate,loss,val_direction_macro_f1,val_direction_output_accuracy,val_direction_output_loss,val_domain_score,val_fall_f1,val_fall_output_accuracy,val_fall_output_loss,val_loss
0,0.1598265916109085,0.08897354453802109,0.789595365524292,0.4420059025287628,0.0010000000474974513,0.5785685181617737,0.2009132420091324,0.7441217303276062,0.0984129011631012,0.2009132420091324,0.0,0.9128630757331848,0.8537370562553406,0.8221628069877625
1,0.1760115623474121,0.07393953949213028,0.902890145778656,0.2739911377429962,0.0010000000474974513,0.39260920882225037,0.10526315789473684,0.052558783441782,0.09851441532373428,0.10526315789473684,0.0,0.9128630757331848,0.9492437839508057,0.8756652474403381
2,0.3959537446498871,0.06666054576635361,0.9375722408294678,0.2045983523130417,0.0010000000474974513,0.304372102022171,0.21621621621621623,0.9626556038856506,0.09858330339193344,0.21621621621621623,0.0,0.9128630757331848,1.0264002084732056,0.9244661927223206
3,0.5121387243270874,0.06297872215509415,0.9404624104499817,0.20114414393901825,0.0010000000474974513,0.2739392817020416,0.21333333333333335,0.9626556038856506,0.09884531050920486,0.21333333333333335,0.0,0.9128630757331848,1.1932750940322876,1.0369703769683838
4,0.5358381271362305,0.059881825000047684,0.9156069159507751,0.19894254207611084,0.0010000000474974513,0.29658836126327515,0.21621621621621623,0.9612724781036377,0.0987398698925972,0.21621621621621623,0.0,0.9128630757331848,1.1708226203918457,1.013617753982544
5,0.4361271560192108,0.05637558177113533,0.9407514333724976,0.15265817940235138,0.0010000000474974513,0.24425536394119263,0.2191780821917808,0.9474412202835083,0.09951850026845932,0.2191780821917808,0.0,0.9128630757331848,1.458032250404358,1.218032717704773
6,0.4315028786659241,0.051155779510736465,0.9621387124061584,0.11033660918474197,0.0010000000474974513,0.18069343268871307,0.2240740740740741,0.3084370791912079,0.10091838240623474,0.2240740740740741,0.0,0.9128630757331848,1.702197551727295,1.3895901441574097
7,0.40549132227897644,0.04881313443183899,0.9638728499412537,0.10178522020578384,0.0010000000474974513,0.16436797380447388,0.21126228269085412,0.2710926830768585,0.10020216554403305,0.21126228269085412,0.0,0.9128630757331848,2.0712063312530518,1.6579569578170776
8,0.3867051899433136,0.059887707233428955,0.9274566769599915,0.1642281860113144,0.0010000000474974513,0.23807983100414276,0.33004926108374383,0.7468879818916321,0.09904109686613083,0.36129926108374383,0.03125,0.9142462015151978,1.589316725730896,1.274191975593567
9,0.3664740025997162,0.06465509533882141,0.9502890110015869,0.09575282037258148,0.0010000000474974513,0.18615761399269104,0.3122923588039867,0.5020747184753418,0.09694603085517883,0.609589656101284,0.2972972972972973,0.9280774593353271,1.7914109230041504,1.4079225063323975
10,0.44075143337249756,0.049964483827352524,0.9656069278717041,0.08933490514755249,0.0010000000474974513,0.15654335916042328,0.3381858902575588,0.42600277066230774,0.09713879972696304,0.6802911534154535,0.34210526315789475,0.930843710899353,1.8078488111495972,1.4079598188400269
11,0.43872833251953125,0.0520569309592247,0.9754335284233093,0.09985612332820892,0.0005000000237487257,0.13343442976474762,0.3733412556941969,0.5491009950637817,0.09368661791086197,0.8552689665375703,0.4819277108433735,0.9405255913734436,1.6274505853652954,1.271296501159668
12,0.4130057692527771,0.04254209250211716,0.9491329193115234,0.101166270673275,0.0005000000237487257,0.167470782995224,0.4704851559793793,0.4246196448802948,0.09358946233987808,1.1977578832521065,0.7272727272727273,0.9626556038856506,1.077939510345459,0.8769811391830444
13,0.42052024602890015,0.03903307393193245,0.9690751433372498,0.08863776922225952,0.0005000000237487257,0.13595137000083923,0.4493518177728704,0.45781466364860535,0.08985882997512817,1.2140577001258115,0.7647058823529411,0.9668049812316895,0.9802735447883606,0.8004667162895203
14,0.4291907548904419,0.03952290490269661,0.9699422121047974,0.058140337467193604,0.0005000000237487257,0.12156888097524643,0.4863581718523952,0.42600277066230774,0.09130179136991501,1.2863581718523953,0.8,0.9709543585777283,0.9602506160736084,0.7818831205368042
15,0.4147398769855499,0.03503512591123581,0.9771676063537598,0.054413702338933945,0.0005000000237487257,0.10375295579433441,0.6277777777777778,0.5020747184753418,0.07965828478336334,1.4425925925925926,0.8148148148148148,0.9723374843597412,0.9322376847267151,0.7479343414306641
16,0.4390173554420471,0.0345025435090065,0.9806358218193054,0.07271893322467804,0.0005000000237487257,0.1139301210641861,0.559225187132164,0.44674965739250183,0.09261471033096313,1.38165509367422,0.822429906542056,0.9737206101417542,0.8759786486625671,0.7294483184814453
17,0.4526011645793915,0.03503340482711792,0.9710982441902161,0.05272427573800087,0.0005000000237487257,0.10564493387937546,0.6040305010893247,0.5186722278594971,0.07662972062826157,1.4587313557901793,0.8547008547008547,0.97648686170578,0.7902025580406189,0.6392980217933655
18,0.43265897035598755,0.030854564160108566,0.9855491518974304,0.49053457379341125,0.0005000000237487257,0.11150681972503662,0.5787958514451308,0.44398340582847595,0.08195234090089798,1.4095650822143617,0.8307692307692308,0.9695712327957153,0.45599207282066345,0.419234037399292
19,0.3916184902191162,0.04068968817591667,0.8263005614280701,0.2524477541446686,0.0005000000237487257,0.31519606709480286,0.631350319463924,0.46196404099464417,0.07722052186727524,1.4860511741647786,0.8547008547008547,0.97648686170578,0.45697906613349915,0.4190644323825836
20,0.3919075131416321,0.03725466877222061,0.9254335165023804,0.16046397387981415,0.0005000000237487257,0.22112594544887543,0.6320666197513488,0.5283541083335876,0.06955230981111526,1.4075768238329815,0.7755102040816326,0.954356849193573,0.2707742750644684,0.2826137840747833
21,0.3988439440727234,0.04063180834054947,0.9560693502426147,0.12080671638250351,0.0005000000237487257,0.15249094367027283,0.7235374149659864,0.48547717928886414,0.06432840973138809,1.4848277375466314,0.7612903225806451,0.9488243460655212,0.2467968463897705,0.26386287808418274
22,0.36098265647888184,0.039425697177648544,0.9057803750038147,0.15852992236614227,0.0005000000237487257,0.21254746615886688,0.6574287050023375,0.43015214800834656,0.06565427035093307,1.3769409001242887,0.7195121951219512,0.9363762140274048,0.30141323804855347,0.3116375207901001
23,0.36387282609939575,0.037083543837070465,0.96589595079422,0.11084599047899246,0.0005000000237487257,0.14173321425914764,0.7338259441707718,0.4246196448802948,0.06839383393526077,1.5565209796317647,0.8226950354609929,0.9654218554496765,0.2847723364830017,0.2907394468784332
24,0.3523121476173401,0.03231547400355339,0.9653179049491882,0.0766482725739479,0.0005000000237487257,0.1274675726890564,0.6481481481481481,0.2738589346408844,0.07537537068128586,1.503220611916264,0.855072463768116,0.9723374843597412,0.2858645021915436,0.29944321513175964
25,0.3046242892742157,0.03047015331685543,0.9679190516471863,0.06488019973039627,0.0005000000237487257,0.11203668266534805,0.7091666666666666,0.3402489721775055,0.07223402708768845,1.5813471177944862,0.8721804511278195,0.97648686170578,0.29965347051620483,0.30382466316223145
26,0.34682080149650574,0.029133176431059837,0.9763005971908569,0.07584591209888458,0.0005000000237487257,0.10824806243181229,0.7186147186147185,0.3236514627933502,0.07148519903421402,1.5778739778739777,0.8592592592592593,0.9737206101417542,0.3026767075061798,0.3056473135948181
27,0.33670520782470703,0.02568000927567482,0.9702312350273132,0.06349153816699982,0.0005000000237487257,0.1050531268119812,0.694390576743518,0.29737207293510437,0.07763814181089401,1.5684646508175921,0.8740740740740741,0.97648686170578,0.29133284091949463,0.3041936457157135
28,0.33843931555747986,0.03811553120613098,0.9751445055007935,0.052500929683446884,0.0005000000237487257,0.0982833132147789,0.6696961596721018,0.2627939283847809,0.08425859361886978,1.486597568122806,0.8169014084507042,0.9640387296676636,0.30949926376342773,0.3301549553871155
29,0.22745664417743683,0.037554461508989334,0.9768785834312439,0.057942092418670654,0.0005000000237487257,0.11191391199827194,0.6391603939632251,0.2738589346408844,0.07570505887269974,1.5246565771693321,0.8854961832061069,0.9792531132698059,0.3548107445240021,0.3435269296169281
30,0.27658960223197937,0.02773999609053135,0.9817919135093689,0.04117438197135925,0.0005000000237487257,0.0856381207704544,0.6767274208689799,0.25864455103874207,0.08025059849023819,1.529668597339568,0.8529411764705882,0.9723374843597412,0.3234563171863556,0.330063134431839
31,0.27774566411972046,0.02728174440562725,0.9777456521987915,0.043183572590351105,0.0005000000237487257,0.08687686175107956,0.694390576743518,0.23236514627933502,0.0740225687623024,1.583279465632407,0.8888888888888888,0.9806362390518188,0.39511311054229736,0.37216997146606445
32,0.29075145721435547,0.021400609984993935,0.9843930602073669,0.040690042078495026,0.0002500000118743628,0.07502714544534683,0.6606837606837607,0.25034579634666443,0.07504753023386002,1.5394716394716395,0.8787878787878788,0.977869987487793,0.3340930640697479,0.32787033915519714
33,0.29393064975738525,0.02249133586883545,0.9835259914398193,0.036938052624464035,0.0002500000118743628,0.07264810800552368,0.6958730158730159,0.25172892212867737,0.07805602252483368,1.548814192343604,0.8529411764705882,0.9723374843597412,0.3378857672214508,0.335550993680954
34,0.29075145721435547,0.020174842327833176,0.9878612756729126,0.030023161321878433,0.0002500000118743628,0.062279075384140015,0.7121933424532604,0.26141080260276794,0.07736947387456894,1.5824223500868482,0.8702290076335878,0.97648686170578,0.3577154576778412,0.3459227681159973
35,0.30202311277389526,0.02201031520962715,0.9820809364318848,0.044470611959695816,0.0002500000118743628,0.07831963151693344,0.7111183390253158,0.27939143776893616,0.08034311980009079,1.5948392692578741,0.8837209302325582,0.9792531132698059,0.381357342004776,0.3661768436431885
36,0.319653183221817,0.021033644676208496,0.986994206905365,0.032439619302749634,0.0002500000118743628,0.06627985090017319,0.7252547919588593,0.329183965921402,0.08019935339689255,1.588891155595223,0.8636363636363636,0.9751037359237671,0.35891851782798767,0.3514765202999115
37,0.3260115683078766,0.01846224069595337,0.9890173673629761,0.03181196376681328,0.0002500000118743628,0.05787535756826401,0.7091666666666666,0.30428770184516907,0.08005308359861374,1.5860897435897434,0.8769230769230769,0.977869987487793,0.3773766756057739,0.3617013394832611
38,0.29393064975738525,0.018735235556960106,0.9916185140609741,0.028819406405091286,0.0002500000118743628,0.05870823934674263,0.6589097177332471,0.2697095572948456,0.08386621624231339,1.5565475130088378,0.8976377952755905,0.9820193648338318,0.4076403081417084,0.38622623682022095
39,0.3086705207824707,0.01844298467040062,0.9881502985954285,0.03900619596242905,0.0002500000118743628,0.06508392840623856,0.660952380952381,0.2904564440250397,0.0859856903553009,1.4778537894030852,0.8169014084507042,0.9640387296676636,0.3567436635494232,0.3587838113307953
40,0.32745665311813354,0.018501881510019302,0.9817919135093689,0.03505406156182289,0.0002500000118743628,0.06498826295137405,0.6578483245149912,0.2904564440250397,0.08956298977136612,1.523519966306036,0.8656716417910447,0.9751037359237671,0.3917098939418793,0.3841639757156372
41,0.30433526635169983,0.01740388013422489,0.9907514452934265,0.02848777361214161,0.0002500000118743628,0.05654418095946312,0.642294291074779,0.25449517369270325,0.09147115796804428,1.4591956995254831,0.8169014084507042,0.9640387296676636,0.382930189371109,0.3848167359828949
42,0.3008670508861542,0.016824224963784218,0.9846820831298828,0.02873237431049347,0.0001250000059371814,0.05563084036111832,0.660952380952381,0.25864455103874207,0.08994406461715698,1.483647416413374,0.8226950354609929,0.9654218554496765,0.3906790316104889,0.3859325647354126
43,0.30028900504112244,0.021281298249959946,0.99190753698349,0.021161120384931564,0.0001250000059371814,0.04710423946380615,0.660952380952381,0.26556017994880676,0.09117981791496277,1.5397402597402596,0.8787878787878788,0.977869987487793,0.39698806405067444,0.3891698122024536
44,0.32919076085090637,0.01509990356862545,0.9893063306808472,0.040095098316669464,0.0001250000059371814,0.0478864461183548,0.693131313131313,0.27247580885887146,0.09369995445013046,1.57862749633742,0.8854961832061069,0.9792531132698059,0.3960959017276764,0.390262633562088
45,0.29393064975738525,0.01729641482234001,0.992485523223877,0.024846145883202553,0.0001250000059371814,0.052573900669813156,0.660952380952381,0.24619640409946442,0.09094652533531189,1.5266240227434258,0.8656716417910447,0.9751037359237671,0.41524001955986023,0.4006626605987549
46,0.2806358337402344,0.01593620516359806,0.9913294911384583,0.030175967141985893,0.0001250000059371814,0.048929352313280106,0.6446793134598013,0.25034579634666443,0.09173617511987686,1.4913946419269546,0.8467153284671532,0.9709543585777283,0.41047850251197815,0.39990273118019104
47,0.2872832417488098,0.01575835607945919,0.994508683681488,0.020145069807767868,0.0001250000059371814,0.04532397538423538,0.660952380952381,0.25864455103874207,0.0918511152267456,1.5464485641584877,0.8854961832061069,0.9792531132698059,0.4312227666378021,0.41114506125450134
48,0.2988439202308655,0.018721165135502815,0.9936416149139404,0.3248930275440216,0.0001250000059371814,0.054646242409944534,0.660952380952381,0.260027676820755,0.09219604730606079,1.5397402597402596,0.8787878787878788,0.977869987487793,0.41698452830314636,0.402385413646698
49,0.2994219660758972,0.015698662027716637,0.9791907668113708,0.046818871051073074,0.0001250000059371814,0.07113107293844223,0.6660818713450293,0.2572614252567291,0.10116340965032578,1.4551975176035326,0.7891156462585034,0.9571231007575989,0.3479117453098297,0.3762710690498352
50,0.2893063724040985,0.013564159162342548,0.9838150143623352,0.03994441777467728,0.0001250000059371814,0.061620842665433884,0.6460818713450293,0.2531120479106903,0.10184267908334732,1.524869750132908,0.8787878787878788,0.977869987487793,0.3780801296234131,0.3879827558994293
51,0.28265896439552307,0.015847256407141685,0.9898843765258789,0.02974916808307171,0.0001250000059371814,0.05406292900443077,0.6773504273504273,0.2531120479106903,0.09663621336221695,1.5765752335519778,0.8992248062015504,0.9820193648338318,0.38976478576660156,0.38821277022361755
52,0.2904624342918396,0.014820012263953686,0.9881502985954285,0.02981375716626644,6.25000029685907e-05,0.0539078563451767,0.6773504273504273,0.25034579634666443,0.09688196331262589,1.5765752335519778,0.8992248062015504,0.9820193648338318,0.39031681418418884,0.38858556747436523
53,0.2875722646713257,0.015697430819272995,0.9907514452934265,0.03386883810162544,6.25000029685907e-05,0.049655482172966,0.6773504273504273,0.25172892212867737,0.09922519326210022,1.5765752335519778,0.8992248062015504,0.9820193648338318,0.38737520575523376,0.38934195041656494
54,0.28988438844680786,0.0174848772585392,0.9904624223709106,0.029577868059277534,6.25000029685907e-05,0.053633954375982285,0.6794579945799457,0.25449517369270325,0.09883052855730057,1.5786828007814961,0.8992248062015504,0.9820193648338318,0.4058178961277008,0.400480180978775
55,0.29797688126564026,0.014039317145943642,0.986994206905365,0.03273864835500717,6.25000029685907e-05,0.055562447756528854,0.6794579945799457,0.2558782994747162,0.0988255962729454,1.5786828007814961,0.8992248062015504,0.9820193648338318,0.37956002354621887,0.383261114358902
