dataset,n_test,fall_accuracy,fall_precision,fall_recall,fall_f1,direction_n_supervised,direction_accuracy,direction_macro_f1
bits,7706,0.7866597456527381,0.6167979002624672,0.8650306748466258,0.7201225740551583,1635,0.6287461773700306,0.6289367341101451
weda,1587,0.8960302457466919,0.4810126582278481,0.7307692307692307,0.5801526717557252,156,0.5448717948717948,0.5049609085316916
