model_name,task,feature,class_name,native_importance,signed_coefficient,permutation_importance_mean,permutation_importance_std
logistic_regression,direction_classification,integrated_gy,forward,0.46637372082055933,0.46637372082055933,,
logistic_regression,direction_classification,integrated_gy,backward,0.4612800974088679,-0.4612800974088679,,
logistic_regression,direction_classification,integrated_gy,lateral,0.005093623411691922,-0.005093623411691922,,
logistic_regression,direction_classification,gz_mean,,0.314552951296043,,0.044165455952359475,0.015512348270885452
logistic_regression,direction_classification,gz_mean,forward,0.4718294269440636,0.4718294269440636,,
logistic_regression,direction_classification,gz_mean,backward,0.09799727828854553,-0.09799727828854553,,
logistic_regression,direction_classification,gz_mean,lateral,0.3738321486555198,-0.3738321486555198,,
logistic_regression,direction_classification,gz_std,,0.3148095972364424,,0.06631698082775841,0.011099772802380186
logistic_regression,direction_classification,gz_std,forward,0.47221439585466357,-0.47221439585466357,,
logistic_regression,direction_classification,gz_std,backward,0.020110656906022283,0.020110656906022283,,
logistic_regression,direction_classification,gz_std,lateral,0.45210373894864136,0.45210373894864136,,
logistic_regression,direction_classification,gz_min,,0.2356234461074697,,0.015406770782279543,0.0016121096696828105
logistic_regression,direction_classification,gz_min,forward,0.16121459034858715,-0.16121459034858715,,
logistic_regression,direction_classification,gz_min,backward,0.19222057881261806,-0.19222057881261806,,
logistic_regression,direction_classification,gz_min,lateral,0.3534351691612039,0.3534351691612039,,
logistic_regression,direction_classification,gz_max,,0.15848336878008407,,0.018934749444553357,0.015516491338408156
logistic_regression,direction_classification,gz_max,forward,0.23772505317012632,0.23772505317012632,,
logistic_regression,direction_classification,gz_max,backward,0.11433098508306667,-0.11433098508306667,,
logistic_regression,direction_classification,gz_max,lateral,0.12339406808705924,-0.12339406808705924,,
logistic_regression,direction_classification,gz_range,,0.22794601420399074,,0.017641710479298432,0.021589220332069718
logistic_regression,direction_classification,gz_range,forward,0.27331979261724615,0.27331979261724615,,
logistic_regression,direction_classification,gz_range,backward,0.06859922868873945,0.06859922868873945,,
logistic_regression,direction_classification,gz_range,lateral,0.3419190213059866,-0.3419190213059866,,
logistic_regression,direction_classification,gz_final_initial,,0.1362406086418241,,0.019180605640095116,0.011602562485343294
logistic_regression,direction_classification,gz_final_initial,forward,0.2043609129627354,-0.2043609129627354,,
logistic_regression,direction_classification,gz_final_initial,backward,0.13338159686965784,0.13338159686965784,,
logistic_regression,direction_classification,gz_final_initial,lateral,0.07097931609307905,0.07097931609307905,,
logistic_regression,direction_classification,gz_median,,0.21162992367685318,,0.053408869926628036,0.02075827381548882
logistic_regression,direction_classification,gz_median,forward,0.31744488551527994,0.31744488551527994,,
logistic_regression,direction_classification,gz_median,backward,0.03419712281393108,-0.03419712281393108,,
logistic_regression,direction_classification,gz_median,lateral,0.28324776270134855,-0.28324776270134855,,
logistic_regression,direction_classification,gz_iqr,,0.461924632217615,,0.0339066004400818,0.018374614935358455
logistic_regression,direction_classification,gz_iqr,forward,0.6928869483264234,0.6928869483264234,,
logistic_regression,direction_classification,gz_iqr,backward,0.3554301432015808,-0.3554301432015808,,
logistic_regression,direction_classification,gz_iqr,lateral,0.3374568051248408,-0.3374568051248408,,
logistic_regression,direction_classification,peak_signed_gz,,0.2808110026457007,,0.03616106055557626,0.02101525442892722
logistic_regression,direction_classification,peak_signed_gz,forward,0.421216503968551,-0.421216503968551,,
logistic_regression,direction_classification,peak_signed_gz,backward,0.06324818503866617,0.06324818503866617,,
logistic_regression,direction_classification,peak_signed_gz,lateral,0.35796831892988484,0.35796831892988484,,
logistic_regression,direction_classification,integrated_gz,,0.3145532684034067,,0.043117566876353465,0.01104337682508068
logistic_regression,direction_classification,integrated_gz,forward,0.47182990260511154,0.47182990260511154,,
logistic_regression,direction_classification,integrated_gz,backward,0.0979973253801731,-0.0979973253801731,,
logistic_regression,direction_classification,integrated_gz,lateral,0.3738325772249354,-0.3738325772249354,,
logistic_regression,direction_classification,acc_mag_mean,,0.20322109666986457,,0.03358022016845545,0.011817967205421215
logistic_regression,direction_classification,acc_mag_mean,forward,0.30483164500479565,0.30483164500479565,,
logistic_regression,direction_classification,acc_mag_mean,backward,0.13889913813062202,-0.13889913813062202,,
logistic_regression,direction_classification,acc_mag_mean,lateral,0.1659325068741761,-0.1659325068741761,,
logistic_regression,direction_classification,acc_mag_std,,0.3235611826027502,,0.03148551194275249,0.020305896670014707
logistic_regression,direction_classification,acc_mag_std,forward,0.3807668393469908,0.3807668393469908,,
logistic_regression,direction_classification,acc_mag_std,backward,0.48534177390412403,-0.48534177390412403,,
logistic_regression,direction_classification,acc_mag_std,lateral,0.10457493455713568,0.10457493455713568,,
logistic_regression,direction_classification,acc_mag_min,,0.08204595389176068,,0.03277084562533481,0.006558335425208516
logistic_regression,direction_classification,acc_mag_min,forward,0.08040231767599405,0.08040231767599405,,
logistic_regression,direction_classification,acc_mag_min,backward,0.042666613161647444,0.042666613161647444,,
logistic_regression,direction_classification,acc_mag_min,lateral,0.12306893083764055,-0.12306893083764055,,
logistic_regression,direction_classification,acc_mag_max,,0.2643876400926908,,0.03791131240371761,0.015378100237357997
logistic_regression,direction_classification,acc_mag_max,forward,0.3398681340318504,0.3398681340318504,,
logistic_regression,direction_classification,acc_mag_max,backward,0.3965814601390358,-0.3965814601390358,,
logistic_regression,direction_classification,acc_mag_max,lateral,0.056713326107186185,0.056713326107186185,,
logistic_regression,direction_classification,acc_mag_p95,,0.22792348836591766,,0.039232727232727235,0.012627142171517893
logistic_regression,direction_classification,acc_mag_p95,forward,0.34188523254887665,0.34188523254887665,,
logistic_regression,direction_classification,acc_mag_p95,backward,0.20909121418969287,-0.20909121418969287,,
logistic_regression,direction_classification,acc_mag_p95,lateral,0.1327940183591835,-0.1327940183591835,,
logistic_regression,direction_classification,acc_mag_range,,0.2626599755869565,,0.029598561182502127,0.008271350671358564
logistic_regression,direction_classification,acc_mag_range,forward,0.3269546423167475,0.3269546423167475,,
logistic_regression,direction_classification,acc_mag_range,backward,0.3939899633804354,-0.3939899633804354,,
logistic_regression,direction_classification,acc_mag_range,lateral,0.06703532106368651,0.06703532106368651,,
logistic_regression,direction_classification,acc_mag_median,,0.23824797071695214,,0.030225517949734205,0.008709633498338688
logistic_regression,direction_classification,acc_mag_median,forward,0.3573719560754282,0.3573719560754282,,
logistic_regression,direction_classification,acc_mag_median,backward,0.13108115647727936,-0.13108115647727936,,
logistic_regression,direction_classification,acc_mag_median,lateral,0.22629079959814885,-0.22629079959814885,,
