direction,feature,n_bits,n_weda,bits_median,weda_median,median_delta_bits_minus_weda,cohens_d_bits_vs_weda,ks_statistic
backward,az_std,41,126,4.3286557,7.67525585,-3.3466001500000004,-1.131864747119181,0.548586914440573
backward,gz_max,41,126,1.4426194,3.96883295,-2.5262135499999996,-1.0753124456048346,0.5400696864111498
backward,gx_max,41,126,2.6633725,5.32993555,-2.66656305,-0.6886360254169407,0.5309717382888115
backward,gx_min,41,126,-3.0284257,-6.6958022,3.6673765,1.0956511435500893,0.5265195509097949
backward,delta_pitch_window,41,126,-0.1784525960683822,-0.819139264523983,0.6406866684556007,1.063437033262633,0.5129694154084398
backward,ax_iqr,41,126,4.8277879655361176,9.402852406725287,-4.57506444118917,-1.1610983280289324,0.5106465350367789
backward,pitch_iqr,41,126,0.4660044349730015,1.0281234439462423,-0.5621190089732409,-1.2383631677310851,0.5083236546651181
backward,peak_signed_gy,41,126,-2.7056444,-5.634027700000001,2.9283833000000006,0.3671068898045974,0.5061943476577623
backward,gy_std,41,126,0.9986011,1.92311775,-0.92451665,-1.1261807501441599,0.4986449864498645
backward,pre_acc_mag_std,41,126,3.4040865898132324,5.766690492630005,-2.3626039028167725,-0.8976223044785838,0.4930313588850174
backward,ax_final_initial,41,126,3.8915353,8.5219485,-4.6304132000000005,-0.930781989811504,0.48335269066976383
backward,pitch_final_initial,41,126,-0.30118513,-1.0767245,0.7755393700000001,0.9716696279706671,0.48335269066976383
backward,gx_std,41,126,1.5029608,2.43550225,-0.9325414499999998,-0.9360617933441387,0.4742547425474255
backward,gy_max,41,126,1.6591101,3.2429825,-1.5838724000000002,-0.8681013671720414,0.4630274874177313
backward,gz_min,41,126,-2.4644747,-4.788619349999999,2.3241446499999996,0.9535276774238,0.44947735191637633
backward,ay_std,41,126,5.0518446,6.8235814999999995,-1.7717368999999996,-0.9775736105830153,0.4357336430507162
backward,post_impact_energy,41,126,134.2482421875,181.102919921875,-46.854677734375,-0.6167587191402221,0.43128145567169957
backward,roll_std,41,126,0.89890385,1.3146279,-0.4157240500000001,-0.8614288044803888,0.4289585753000387
backward,roll_median,41,126,-0.13817705,-0.548393395,0.4102163449999999,0.8056516046598386,0.4289585753000387
backward,post_gy_mean,41,126,0.1004160642623901,-0.3606856018304825,0.46110166609287256,0.6337250129894819,0.42160278745644597
backward,post_ax_mean,41,126,3.6525144577026367,0.8619241714477539,2.790590286254883,0.8235964370049308,0.41927990708478513
backward,post_pitch_mean,41,126,-0.2910232245922088,-0.12770254909992212,-0.16332067549228668,-0.7001937929523782,0.4152148664343786
backward,post_roll_mean,41,126,0.0071633853949606,-0.5871029794216156,0.5942663648165762,0.7586037097248505,0.41366627951993806
backward,roll_max,41,126,1.9405404,2.9221624,-0.981622,-1.0088819899508938,0.4113433991482772
backward,post_ay_mean,41,126,-0.1560310125350952,-4.288158655166626,4.132127642631531,0.898884905236077,0.4068912117692606
backward,gz_std,41,126,1.0784916,1.85747895,-0.77898735,-0.9715712586260796,0.40282617111885405
backward,ay_median,41,126,-0.38786066,-2.39346,2.0055993400000003,0.7915582184291746,0.3840495547812621
backward,pre_gy_mean,41,126,-1.063315987586975,-0.6493865847587585,-0.41392940282821655,-0.47368444298440476,0.3840495547812621
backward,acc_mag_iqr,41,126,3.452800989151001,5.48969829082489,-2.036897301673889,-0.6409554703918524,0.38250096786682153
backward,peak_signed_gx,41,126,1.7563597,-5.6083333500000006,7.3646930500000005,0.3794317350488402,0.37688734030197446
backward,acc_mag_mean,41,126,11.066706,12.147345000000001,-1.0806390000000015,-0.6352514114964042,0.37456445993031356
backward,pre_impact_energy,41,126,112.948466796875,172.75552734374997,-59.80706054687498,-0.5761915499764396,0.3695315524583817
backward,pre_gz_mean,41,126,-0.4297167956829071,-0.025088877417147097,-0.40462791826576,-0.5931089408677357,0.367595818815331
backward,gyro_peak_distance_from_center,41,126,8.0,2.0,6.0,0.695867062488822,0.3501742160278746
backward,roll_mean,41,126,0.06661869,-0.39415860999999996,0.46077729999999995,0.7206967849706808,0.34727061556329847
backward,ay_mean,41,126,-0.912277,-2.82499695,1.91271995,0.8185998280759198,0.343205574912892
backward,integrated_ay,41,126,-1.824554,-5.64999375,3.82543975,0.818599830016947,0.343205574912892
backward,gz_final_initial,41,126,0.97445226,0.140745595,0.833706665,0.5383224946320431,0.33875338753387535
backward,peak_signed_gz,41,126,-2.1890967,-3.339528,1.1504313000000002,0.057257102834803356,0.33042973286875726
backward,gy_median,41,126,-0.41489968,-0.35132537500000005,-0.06357430499999994,-0.37888694470390655,0.31939605110336816
backward,az_iqr,41,126,5.282207265496254,5.975946476683021,-0.6937392111867666,-0.31647610133047926,0.31881533101045295
backward,gy_final_initial,41,126,0.72668535,0.12956233,0.59712302,0.7595336275261414,0.3137824235385211
backward,pre_az_mean,41,126,4.758064270019531,2.5776458978652954,2.180418372154236,0.3355547350968772,0.31145954316686025
backward,gyro_mag_min,41,126,0.39475286,0.23241485,0.16233800999999998,0.6577549827415212,0.30991095625241966
backward,ax_max,41,126,13.860034,18.298438,-4.438404,-0.2726361027326829,0.30874951606658924
backward,gyro_mag_mean,41,126,2.6274128,3.0002120999999997,-0.3727992999999996,-0.5727933124215326,0.30120015485869145
backward,gy_mean,41,126,-0.39382726,-0.722013665,0.32818640499999996,0.19038663577271614,0.28261711188540456
backward,integrated_gy,41,126,-0.78765446,-1.4440273000000001,0.6563728400000002,0.19038663070879117,0.28261711188540456
backward,gz_median,41,126,-0.06841691,-0.0019444445,-0.0664724655,-0.3785506345825179,0.28087495160665893
backward,az_final_initial,41,126,0.412282,-0.29106445000000003,0.70334645,-0.09046272864199144,0.267518389469609
backward,tilt_delta_mean,41,126,0.08069894,-0.012435663,0.093134603,0.3032236441145947,0.2669376693766938
backward,delta_roll_window,41,126,0.2296798191964626,-0.1753747127950191,0.40505453199148167,0.4553003812799778,0.26558265582655827
backward,pre_ay_mean,41,126,-1.8865543603897093,-1.9444830417633057,0.05792868137359641,0.3000341059674009,0.26209833526906695
backward,gx_iqr,41,126,1.6142113953828812,2.0278202071785927,-0.4136088117957115,-0.4469825569827849,0.2564847077042199
backward,ay_max,41,126,8.86142,12.097133,-3.2357129999999987,-0.48670266653115335,0.25416182733255904
backward,gz_mean,41,126,-0.21785897,-0.057893755,-0.15996521500000002,-0.2848386844322143,0.2530003871467286
backward,integrated_gz,41,126,-0.4357179,-0.11578751,-0.31993039,-0.2848386873812514,0.2530003871467286
backward,gx_median,41,126,0.002321288,0.13809949,-0.135778202,0.10727872305287285,0.24854819976771197
backward,ay_final_initial,41,126,1.4494495,-1.64882065,3.0982701500000003,0.480536562212997,0.24699961285327138
backward,gy_iqr,41,126,1.4760336466133597,1.683263463433832,-0.20722981682047226,-0.1694574919758784,0.24448315911730545
backward,ay_iqr,41,126,6.660070836544037,5.482938840985298,1.1771319955587387,0.416607537772888,0.23712737127371275
backward,pre_roll_mean,41,126,-0.0778181999921798,-0.3841599524021148,0.306341752409935,0.34094939192642587,0.22531939605110338
backward,jerk_mean,41,126,0.5501671,0.322877015,0.22729008500000003,0.13161713561053426,0.22493224932249323
backward,roll_final_initial,41,126,0.11618221,-0.06342718,0.17960938999999998,0.2100672984549678,0.20770421989934185
backward,gyro_mag_median,41,126,2.2929194,2.2965818000000002,-0.0036624000000000656,-0.12245049901906763,0.20421989934185056
backward,gz_iqr,41,126,1.5775594990700483,1.4793006628751755,0.09825883619487286,0.005810657225720813,0.1957026713124274
backward,az_median,41,126,3.366487,2.40666865,0.9598183499999999,0.10105635729426989,0.1929926442121564
backward,az_mean,41,126,3.953019,2.9241329499999997,1.02888605,0.15604411908976587,0.19066976384049555
backward,integrated_az,41,126,7.9060373,5.8482658999999995,2.057771400000001,0.15604411866562604,0.19066976384049555
backward,gyro_peak_index,41,126,27.0,26.0,1.0,0.12252296900211976,0.18447541618273325
backward,jerk_median,41,126,-0.37316084,-0.3174454,-0.055715440000000005,-0.037975676673215546,0.1807975222609369
backward,pitch_min,41,126,-1.1802317,-1.2343142999999999,0.05408259999999987,0.344573437697694,0.1713124274099884
backward,pre_gx_mean,41,126,0.1891825348138809,0.2698018327355385,-0.08061929792165759,0.06512467785932653,0.16453735965931088
backward,post_az_mean,41,126,4.205474853515625,2.3815728425979614,1.8239020109176636,0.11189433468575567,0.15853658536585366
backward,tilt_delta_final,41,126,0.13336837,0.20030141,-0.06693304,0.08480294686413356,0.1569879984514131
backward,roll_iqr,41,126,1.2214189320802689,1.3310607448220253,-0.10964181274175644,-0.24917568351794941,0.15602013162988773
backward,tilt_delta_median,41,126,0.055345893,-0.0049924476999999995,0.0603383407,-0.14259111935210994,0.14556716995741387
backward,pre_post_energy_ratio,41,126,0.984268111361516,0.9884858320224753,-0.004217720660959268,0.012789057697209269,0.13879210220673635
backward,gx_final_initial,41,126,-0.10384709,-0.096122683,-0.007724407000000003,-0.18945625464606272,0.13511420828494
backward,post_gz_mean,41,126,-0.0033122471068054,-0.056090338155627195,0.05277809104882179,0.1789274263669003,0.13472706155632985
backward,post_gx_mean,41,126,-0.0486553907394409,-0.0417466396465897,-0.006908751092851197,0.14046518999844415,0.12369337979094076
backward,impact_distance_from_center,41,126,0.0,0.0,0.0,0.6330068320038771,0.12195121951219512
backward,gx_mean,41,126,-0.042091027,-0.0166060695,-0.025484957500000002,0.1916222516263485,0.11517615176151762
backward,integrated_gx,41,126,-0.084182054,-0.033212138,-0.050969916000000004,0.19162224689725416,0.11517615176151762
backward,impact_index,41,126,25.0,25.0,0.0,0.5457416376070737,0.0975609756097561
backward,acc_mag_median,41,126,9.988937,9.976636500000001,0.012300499999998493,-0.11357320080428722,0.08614014711575688
forward,pitch_final_initial,121,126,0.2472161,-1.00545355,1.2526696499999999,1.6752471896293661,0.6915256460711006
forward,acc_mag_max,121,126,71.78419,44.986329,26.797860999999997,1.1685421765244852,0.6697494424767152
forward,acc_mag_peak_value,121,126,71.78419,44.986329,26.797860999999997,1.1685421765244852,0.6697494424767152
forward,acc_mag_range,121,126,65.62905,40.8779825,24.751067500000005,1.0706824982233216,0.6538764266036994
forward,ax_min,121,126,-55.212208,-31.386938,-23.825269999999996,-1.2085496819722392,0.6446280991735537
forward,ax_final_initial,121,126,-1.6950946,7.5636101,-9.2587047,-1.3785162614221946,0.6409550045913682
forward,peak_signed_ax,121,126,-55.212208,-30.588994,-24.623213999999997,-0.629656545335467,0.628099173553719
forward,post_pitch_mean,121,126,0.7940585613250732,0.1584848910570144,0.6355736702680588,1.2034254265880064,0.6151777515413879
forward,ax_mean,121,126,-9.048272,-5.22694395,-3.821328050000001,-0.7968099782559881,0.6078971533516988
forward,integrated_ax,121,126,-18.096544,-10.453888,-7.642656000000002,-0.7968099866105286,0.6078971533516988
forward,post_ax_mean,121,126,-8.48680591583252,-2.41572642326355,-6.07107949256897,-1.1299030213091363,0.5930080020989111
forward,pitch_iqr,121,126,0.4904013555496931,0.8297209236770868,-0.3393195681273937,-1.2425988889410913,0.5781188508461236
forward,acc_mag_std,121,126,12.191777,8.3184285,3.8733485000000005,1.0121135446750942,0.5725436179981634
forward,delta_pitch_window,121,126,0.1044345796108245,-0.4977618232369423,0.6021964028477668,1.4567572723045519,0.5708382526564345
forward,tilt_delta_mean,121,126,0.07396033,-0.30350393,0.37746426,0.5151278589887768,0.4887839433293979
forward,pitch_median,121,126,0.82324255,0.49531765,0.3279249,0.6604578315231231,0.47002492457037914
forward,jerk_std,121,126,156.16747,115.0202575,41.14721250000001,0.6740735110180531,0.4660894660894661
forward,tilt_delta_std,121,126,4.907579,6.5968751999999995,-1.6892961999999994,-1.0249063302994712,0.4656959202413748
forward,az_final_initial,121,126,-1.1592727,4.52798965,-5.68726235,-0.492705086783103,0.46497441951987406
forward,ax_std,121,126,10.833282,7.684168100000001,3.1491138999999997,0.8463244533812396,0.45185622458349733
forward,pitch_mean,121,126,0.7328783,0.492194675,0.24068362499999996,0.5776036360294912,0.4515282697100879
forward,ax_range,121,126,67.07356,44.460118,22.613442,0.8267129166796626,0.44857667584940314
forward,pre_acc_mag_std,121,126,9.043705940246582,5.872495889663696,3.1712100505828857,0.9675333831343519,0.44726485635576546
forward,pre_impact_energy,121,126,280.5699609375,161.645390625,118.92457031250001,0.8541091056728066,0.44687131050767415
forward,jerk_max,121,126,512.0908,342.061575,170.02922499999994,0.7381818322438236,0.44031221303948576
forward,delta_roll_window,121,126,-0.4192140251398086,0.3755145221948623,-0.7947285473346709,-1.0034670181012573,0.43427784336875247
forward,ax_median,121,126,-7.6197863,-4.8956002000000005,-2.7241861,-0.5638714319658059,0.43034238488783944
forward,pitch_std,121,126,0.41323406,0.55871335,-0.14547928999999998,-1.001450516280548,0.4276531549258822
forward,gy_mean,121,126,0.22042951,-0.29744202,0.51787153,0.7736666924020476,0.42502951593860683
forward,integrated_gy,121,126,0.44085902,-0.594884,1.03574302,0.773666696743113,0.42502951593860683
forward,pre_roll_mean,121,126,-0.1830950230360031,-0.758794754743576,0.5756997317075729,0.8609756317855747,0.41243604879968515
forward,tilt_delta_max,121,126,13.068138,19.0365905,-5.9684525,-0.8626355094150167,0.406860815951725
forward,ax_iqr,121,126,5.097973465919495,7.476914245635271,-2.3789407797157764,-0.6275510518849973,0.38934802571166205
forward,peak_signed_gy,121,126,2.756957,-3.6513072500000003,6.40826425,0.5969564127979841,0.38633084087629543
forward,acc_mag_p95,121,126,37.39559879302977,29.89980974197387,7.495789051055901,0.7849447564283897,0.37649219467401285
forward,post_gy_mean,121,126,0.4140138626098633,-0.1157209202647209,0.5297347828745842,0.47498204287526563,0.3678341860160042
forward,az_iqr,121,126,4.661032018251717,7.06729456782341,-2.406262549571693,-0.6178823215496656,0.3675062311425948
forward,tilt_delta_p95,121,126,7.820445108413692,10.463875198364253,-2.643430089950561,-0.8452513580941599,0.3658008658008658
forward,gy_min,121,126,-2.493552,-4.202409899999999,1.708857899999999,0.721821210027595,0.36521054702872885
forward,pre_ay_mean,121,126,-1.17545747756958,-3.0533783435821533,1.8779208660125732,0.6629426132780567,0.36488259215531943
forward,gyro_mag_std,121,126,1.5110455,1.9880217,-0.47697619999999996,-0.582155772952982,0.3625869080414535
forward,acc_mag_mean,121,126,14.426854,12.7842855,1.6425685000000012,0.7498969931462006,0.358913813459268
forward,jerk_iqr,121,126,44.16311502456665,60.779969692230225,-16.616854667663574,-0.6592892670137684,0.34868162140889414
forward,pitch_range,121,126,1.9178684,2.2579255,-0.3400570999999999,-0.7439610164603968,0.3427128427128427
forward,pitch_min,121,126,-0.5600905,-0.958204925,0.39811442499999994,0.7512286975967237,0.3387773842319297
forward,pre_post_energy_ratio,121,126,1.295699199921679,0.82609955502229,0.4695996448993889,0.5958911187806364,0.3384494293585203
forward,gyro_mag_p95,121,126,5.083182883262634,6.256313180923462,-1.173130297660828,-0.6012780020482995,0.3348419257510167
forward,gx_min,121,126,-3.7235901,-5.037312050000001,1.3137219500000006,0.6282518427411873,0.33280860553587827
forward,tilt_delta_iqr,121,126,3.613421216607094,4.701507613062859,-1.0880863964557648,-0.6443242338234053,0.3294634658271022
forward,gx_range,121,126,8.163359,9.987770999999999,-1.8244119999999988,-0.6653008011803634,0.32723337268791813
forward,pre_gyro_mag_std,121,126,1.142422437667847,1.4946547746658325,-0.3522323369979856,-0.5163155251219619,0.3262495080676899
forward,pre_ax_mean,121,126,-8.319238662719727,-6.982499837875366,-1.3367388248443604,-0.293316656206183,0.32585596221959856
forward,acc_mag_min,121,126,5.3068066,3.4816388,1.8251678,0.69764565682806,0.32159254886527616
forward,gx_std,121,126,1.5367609,1.9676105,-0.43084959999999994,-0.5092047414631623,0.31634527089072545
forward,pre_gy_mean,121,126,0.0630351826548576,-0.3792143017053604,0.442249484360218,0.6028384213151095,0.31627967991604355
forward,post_roll_mean,121,126,-0.5793992280960083,-0.3488162010908127,-0.23058302700519562,-0.4559117915314754,0.3139184048274957
forward,gyro_mag_iqr,121,126,1.7822642177343369,2.274810165166855,-0.492545947432518,-0.3117505262243539,0.3103109012199921
forward,gy_final_initial,121,126,0.42125267,-0.20778669,0.6290393599999999,0.534636975002468,0.3024399842581661
forward,az_range,121,126,45.87817,41.634868499999996,4.243301500000001,0.3724472937654616,0.3011281647645284
forward,gz_std,121,126,1.3677822,1.6064402,-0.23865800000000004,-0.25379026686403966,0.2954873409418864
forward,gyro_mag_range,121,126,6.8215084,8.3187715,-1.4972631000000005,-0.45977167184337336,0.29483143119506755
forward,ax_max,121,126,10.103531,12.527671250000001,-2.4241402500000007,-0.03198483481557055,0.2938475665748393
forward,post_gx_mean,121,126,-0.3889684677124023,-0.054557437077164594,-0.3344110306352377,-0.4861190050346045,0.29010888101797194
forward,post_ay_mean,121,126,-3.488192319869995,-2.381171226501465,-1.1070210933685303,-0.4646892478285531,0.28971533516988063
forward,post_gyro_mag_std,121,126,1.4560984373092651,1.8780774474143982,-0.42197901010513306,-0.546913540229495,0.28020464384100746
forward,roll_iqr,121,126,0.7634355947375298,1.1522239884361625,-0.3887883936986327,-0.4294529456779524,0.27856486947396036
forward,gy_median,121,126,0.17935003,-0.062077389,0.24142741899999998,0.5414511561261611,0.2779745507018234
forward,gy_range,121,126,6.271387,8.2435775,-1.9721905000000008,-0.4712112716101527,0.2763347763347763
forward,pre_gz_mean,121,126,0.0559357069432735,-0.2306052818894386,0.2865409888327121,0.546558190709547,0.27266168175259087
forward,gz_range,121,126,6.6726036,8.306037,-1.6334333999999995,-0.3099856660311195,0.27102190738554377
forward,gyro_mag_max,121,126,7.1788187,8.635893,-1.4570742999999995,-0.4342704516405072,0.2693821330184967
forward,gyro_mag_peak_value,121,126,7.1788187,8.635893,-1.4570742999999995,-0.4342704516405072,0.2693821330184967
forward,gz_max,121,126,2.6096163,3.70178575,-1.09216945,-0.18603090551030022,0.2693165420438148
forward,az_max,121,126,24.885332,24.193336000000002,0.6919959999999961,0.41292378543369074,0.2683982683982684
forward,peak_signed_gx,121,126,2.1104171,-4.5703518,6.6807689,0.33232577971645755,0.2662993572084481
forward,post_acc_mag_std,121,126,8.067760467529297,6.760512590408325,1.3072478771209717,0.3773241415818303,0.2538370720188902
forward,az_std,121,126,7.813037,7.4370615,0.37597549999999913,0.21806996117008592,0.2515413879050243
forward,roll_final_initial,121,126,0.03148544,0.6580674799999999,-0.62658204,-0.4007056618291616,0.2514102059556605
forward,gyro_mag_mean,121,126,2.218958,2.50632295,-0.28736494999999973,-0.24319642290770652,0.24622851895579168
forward,ay_range,121,126,42.80641,38.279328,4.527082,0.4486718813696031,0.24426078971533516
forward,pre_gx_mean,121,126,0.5956473350524902,0.3576565980911255,0.23799073696136475,0.5679215773266535,0.23960383051292142
forward,gy_std,121,126,1.3078476,1.5962144500000002,-0.28836685000000006,-0.39707104619294187,0.2359963269054178
forward,peak_signed_az,121,126,20.343533,20.7997665,-0.45623349999999974,0.13732631183609142,0.23173291355109538
forward,gz_final_initial,121,126,0.31936038,-0.045996773500000004,0.3653571535,0.2626408677747667,0.22569854388036206
forward,gx_final_initial,121,126,-0.6394537,-0.132257875,-0.507195825,-0.30734564350887444,0.2243211334120425
forward,gz_min,121,126,-3.378085,-4.3606915,0.9826064999999997,0.28020090811873843,0.22038567493112948
forward,post_gz_mean,121,126,-0.2053729146718979,-0.0131132057867944,-0.1922597088851035,-0.5176801448731619,0.2197953561589925
forward,gx_max,121,126,3.7384953,4.625576,-0.8870806999999998,-0.35623451040989484,0.212186803095894
forward,ay_std,121,126,6.720098,6.189439849999999,0.5306581500000007,0.3156534131578657,0.20890725436179983
forward,post_az_mean,121,126,4.951747417449951,5.785326957702637,-0.8335795402526855,0.17428122024680204,0.19716646989374262
forward,tilt_delta_median,121,126,0.050789863,-0.0623175875,0.1131074505,0.3590967945874845,0.1968385150203332
forward,post_impact_energy,121,126,231.091953125,190.97828125,40.113671874999994,0.3794672123279733,0.19532992260264986
forward,acc_mag_median,121,126,10.404917,10.058338500000001,0.3465784999999979,0.30682666429042393,0.19093532729896368
forward,jerk_p95,121,126,170.84572601318308,164.0243095397949,6.821416473388183,0.17939854682983694,0.18968909878000786
forward,roll_mean,121,126,-0.3912633,-0.495493075,0.10422977500000002,0.18225095669404265,0.18857405221041584
forward,gx_iqr,121,126,1.4296690113842487,1.661189004778862,-0.23151999339461327,-0.11424813670097057,0.1870654597927325
forward,ay_iqr,121,126,4.28298744559288,5.045209273695946,-0.7622218281030655,-0.12703278805803517,0.1846385937295028
forward,pitch_max,121,126,1.4102435,1.3645227,0.045720800000000006,0.09928967185354459,0.18135904499540864
forward,roll_median,121,126,-0.6077235,-0.704545975,0.09682247500000007,0.06479517733487969,0.1770300406664043
forward,ay_min,121,126,-21.511902,-19.8711885,-1.6407135000000004,-0.33359816736274017,0.1738816738816739
forward,ay_max,121,126,19.366697,15.341426,4.025270999999998,0.3740308831893873,0.1738816738816739
forward,pre_pitch_mean,121,126,0.7048099637031555,0.7225055396556854,-0.017695575952529907,-0.13965604313941274,0.17250426341335431
forward,gz_mean,121,126,-0.031041719,-0.15811223,0.127070511,0.043175342229444455,0.16942148760330578
forward,integrated_gz,121,126,-0.062083438,-0.31622446,0.254141022,0.043175340597876984,0.16942148760330578
forward,az_min,121,126,-16.05791,-18.076842,2.0189319999999995,-0.14623079586586687,0.1652892561983471
forward,gyro_peak_index,121,126,25.0,26.0,-1.0,-0.46899932932214966,0.1637150728059819
forward,az_median,121,126,3.6092591,3.3637531000000003,0.24550599999999978,0.2510561464587604,0.16305916305916307
forward,ay_median,121,126,-2.691322,-3.1016504,0.41032840000000004,0.016560654574963897,0.1568280204643841
forward,peak_signed_gz,121,126,-2.5900686,-3.7186085,1.1285399000000003,0.0344271598218625,0.15486029122392758
forward,tilt_delta_final,121,126,-0.029565394,-0.317855375,0.288289981,0.0562282528135912,0.1515807424898334
forward,ay_mean,121,126,-2.2339244,-2.766451,0.5325266000000002,0.04254009672451908,0.15151515151515152
forward,integrated_ay,121,126,-4.467849,-5.532902,1.0650529999999998,0.04254009104020572,0.15151515151515152
forward,gyro_mag_min,121,126,0.26558805,0.2520112,0.01357685000000003,0.28373120427588855,0.14338187065459793
forward,peak_signed_ay,121,126,-11.121067,-17.586956999999998,6.465889999999998,0.1103089329168533,0.1414797323888233
