experiment_id,train_dataset,test_dataset,sampling_rate,input_shape,n_train,n_val,n_test,fall_f1,fall_precision,fall_recall,fall_accuracy,direction_macro_f1,direction_accuracy,direction_n_supervised,best_epoch,best_val_loss,model_params,model_size_float32_kb,model_size_int8_kb_if_available,inference_latency_ms
E4_BITS_TO_WEDA,bits,weda,25.0,"(50, 12)",45398,8427,1587,0.32889963724304716,0.20268256333830104,0.8717948717948718,0.6502835538752363,0.486758669497523,0.5256410256410257,156,1,1.2431498765945435,65959,257.65234375,64.4130859375,98.85037666666297
